,Element,Occurrence Count
66,66,[2196 1677 2904  907 1786]
67,67,[2072 2196 2904 1786 2761]
68,68,[1422 1746 2196 2904 1786]
69,69,[2196 2072 2904 2857 1786]
70,70,[2072 3469 2196 2904 1786]
71,71,[ 667 2072 2196 2904 1786]
72,72,[2790 2698  915 2904 1786]
73,73,[2356 2072 1251 2904 1786]
74,74,[2196 2676 3174 2904 1786]
75,75,[2072 2761 1786  607 2958]
76,76,[3750 2072 2904 1786 2857]
77,77,[ 550 2904 3469    0 1786]
78,78,[3469 2196 2072 2904 1786]
79,79,[2196 3146 2904  526 1786]
80,80,[2608  295  911 2904 1786]
81,81,[1269 2904  295  592 1786]
82,82,[2072 2395 2904 1786 2958]
83,83,[2904 1214 1786 1196  109]
84,84,[3469 2072 2196 2904 1786]
85,85,[2072 2196 1720 2904 1786]
86,86,[2196 2904 1195 1786  479]
87,87,[2196 2904  607 1786 2027]
88,88,[2072 2196 2904  732 1786]
89,89,[1422 2207 2904 2761 1786]
90,90,[2904  909 1275 3469 1786]
91,91,[2803 2422  732 2904 1786]
92,92,[1214 1609 2196 2796 1786]
93,93,[3469 2072 2196 2904 1786]
94,94,[2946 1195 1192 2904 1786]
95,95,[2196  259  456 2904 1786]
96,96,[2904  592  918 1786  919]
97,97,[2072 2196 2904 1786 2027]
98,98,[3469 2196 2072 2904 1786]
99,99,[2072 1953 2196 1786 2904]
100,100,[2904  259  588 1786 1579]
101,101,[2196 3174 2904 1786 2986]
102,102,[3667 2904 2790 3752 1786]
103,103,[2196 2354 2904 2857 1786]
104,104,[2027 1213 2904 1786 1290]
105,105,[3469  915 1306 2904 1786]
106,106,[ 944 2196 2904  259 1786]
107,107,[3469 2072 2196 2904 1786]
108,108,[1197 2072 2196 2904 1786]
109,109,[2196 2904  607 1212 1786]
110,110,[3469 2196  295 2904 1786]
111,111,[ 921 2196 2904 1251 1786]
112,112,[2196 2904  526 3480 1786]
113,113,[2072 2196 3469 2904 1786]
114,114,[2196 2072 2904 2790 1786]
115,115,[1235 2196 2394 2904 1786]
116,116,[1100 2018 1786 2570  222]
117,117,[1199 1786 1290 2027 2570]
118,118,[3947 2760 2904 3113 1786]
119,119,[2196 2904  295  526 1786]
120,120,[2196 2904 1583 2570 1786]
121,121,[2196 2072 1195 2904 1786]
122,122,[1091 1786  355 2904 1343]
123,123,[3469 2072 2196 2904 1786]
124,124,[2904 1609 1911 1786  479]
125,125,[2196 2072 2904 2019 1786]
126,126,[ 915 2904  588 2027 1786]
127,127,[2072 2196 2904 1249 1786]
128,128,[2904 1264  732 2570 1786]
129,129,[1616 1786 1199 1195 1209]
130,130,[2904 1223 2063 2394 1786]
131,131,[1256 2904 2803 1135 1786]
132,132,[1096 2904 1270 3147 1786]
133,133,[2072 2196 2904 2857 1786]
134,134,[2196 2682 2904 1786 3174]
135,135,[2904 2656 1951 3470 1786]
136,136,[2359 1930 2196 1786 2904]
137,137,[2904 3480  317 1786 2857]
138,138,[1207 1147 3469 2904 1786]
139,139,[2072 3480 2904  927 1786]
140,140,[2196 2072 2904  479 1786]
141,141,[3469 2072 2196 2904 1786]
142,142,[3469 2196 2904 1786 2570]
143,143,[2072 2904 2196 1786 3407]
144,144,[ 667 2196 2904 2072 1786]
145,145,[1230 1786 3407 3544 1085]
146,146,[2072  317 2904 2762 1786]
147,147,[2207 2803 1786 1373 1407]
148,148,[ 317  245 1248 3810 3577]
149,149,[3509 3480  317 1786 3385]
150,150,[1202 1786  295 1287 3896]
151,151,[2196 2072 1135 2904 1786]
152,152,[2072 2904 2958 1786 2761]
153,153,[2072 2598 2904 2857 1786]
154,154,[3469 2072 2196 2904 1786]
155,155,[ 744  338 2904 2857 1786]
156,156,[3266  993 1786 2857 1703]
157,157,[3469 2072 2196 2904 1786]
158,158,[3469 2196 2904 2072 1786]
159,159,[3469 2196 2072 2904 1786]
160,160,[1197  264   16 1448 1786]
161,161,[2196 2072 2904  479 1786]
162,162,[3070 1241 1377 2904 1786]
163,163,[1096 2196 2904 2066 1786]
164,164,[2904 1260 1209 1135 1786]
165,165,[1096 2288 1257 3475 1786]
166,166,[3469 2072 2196 2904 1786]
167,167,[2072 2196 2904 1096 1786]
168,168,[ 355 1218 1227 1786    0]
169,169,[2196 2904 2072  540 1786]
170,170,[3469 2072 2196 2904 1786]
171,171,[3469 2072 2196 2904 1786]
172,172,[1703 1786 1207  902 1232]
173,173,[ 857  456 2196 2904 1786]
174,174,[ 264 1096 1786  526 3107]
175,175,[1999 2072 2196 2904 1786]
176,176,[3469 1197 2196 2904 1786]
177,177,[1209 2072  899 2904 1786]
178,178,[2072 3469 2196 2904 1786]
179,179,[2072 2196 2904 1192 1786]
180,180,[2196 2072 2715 1786 1100]
181,181,[1135 2395  317 1786  109]
182,182,[2904 2185 1786 1229 3071]
183,183,[2072 2904 1220 1195 1786]
184,184,[3469 2072 2196 2904 1786]
185,185,[3469    0 2904 1786 2570]
186,186,[2356 2711 3469 1786 2904]
187,187,[2072 2196  915 2904 1786]
188,188,[3469 2072 2196 2904 1786]
189,189,[ 857 1422 2196 2904 1786]
190,190,[2196 2072 2904 2857 1786]
191,191,[2328  317 1302 3147  526]
192,192,[2299  912 1616 1786 1232]
193,193,[2072 2196 2904  915 1786]
194,194,[3910  355 2904 1786  592]
195,195,[2072 2196 2904 3896 1786]
196,196,[3469 2072 2196 2904 1786]
197,197,[2193 1786 1609  259  109]
198,198,[ 588 2290   72 1786  911]
199,199,[2608 2196 2072 2904 1786]
200,200,[3469 2072 2196 2904 1786]
201,201,[1786 2328 1703  355 1286]
202,202,[ 592 3469 2904 2196 1786]
203,203,[ 904 3503 1239 1786 3554]
204,204,[ 932 2904 1303 1786 1306]
205,205,[3469 2196 2904 1786 2570]
206,206,[3469 2072 2904 2196 1786]
207,207,[2787   49 3701 2904 1786]
208,208,[2196 2072 2904 1786 2705]
209,209,[3469 2072 2196 2904 1786]
210,210,[ 667 2196 2072 2904 1786]
211,211,[2904  379 1786 2796 1572]
212,212,[2072 2354 2196 2904 1786]
213,213,[2207 2196 2904 1786 1783]
214,214,[2196 2072 2904 1786 1196]
215,215,[3362 1171  149  264 1786]
216,216,[2196 2072 2541 2904 1786]
217,217,[2196 2760 2904 1209 1786]
218,218,[2072 2196 2904 1786 2027]
219,219,[2072 2196 1956 2904 1786]
220,220,[3385 2196 2072 2904 1786]
221,221,[2072 2904 1213 1196 1786]
222,222,[1290 1392 3928 2794 1786]
223,223,[ 915 2904 2917 1786 2541]
224,224,[1672 2907 1786 1229 3082]
225,225,[3469 2196 2072 2904 1786]
226,226,[3469 2072 2196 2904 1786]
227,227,[2072 2904 2196 1786 3407]
228,228,[2608  526 2904 2857 1786]
229,229,[2904 2986 1269 1786 3147]
230,230,[1147 2904 2715 1786  588]
231,231,[ 915 2904 2196   33 1786]
232,232,[2072  355 2196 2904 1786]
233,233,[2072 1251 2904 1212 1786]
234,234,[2972 1178 2857 1786  749]
235,235,[2570 2072 1786 1196 2904]
236,236,[1290 3947  149 2904 1786]
237,237,[3667  915 2627 1786 1249]
238,238,[2072 2904 2996 1786 2323]
239,239,[1261 2948   49 3577 1786]
240,240,[2904  749 1096 3470 1786]
241,241,[2196 1278 1783 2904 1786]
242,242,[3469 2196 2072 2904 1786]
243,243,[1249 2904   16 3915 1786]
244,244,[1213 1252 2803 1786 1232]
245,245,[2196 2072 2904    0 1786]
246,246,[2072 1202 2196 2904 1786]
247,247,[2196 3752 2904  259 1786]
248,248,[2904 2715  317 1786 1209]
249,249,[ 667 2196 2072 2904 1786]
250,250,[2608 2072 2904 2196 1786]
251,251,[ 103 2904   69 2947 1786]
252,252,[ 592 2196 3469 2904 1786]
253,253,[3469 2196 2904 2072 1786]
254,254,[3577 1239 2904 1786 2570]
255,255,[2196 2904  968 3469 1786]
256,256,[2196 1407 2904   23 1786]
257,257,[2196 2904 3147 1786  456]
258,258,[1212 2395  592 1786 2335]
259,259,[  20 1290 2904 1786 2027]
260,260,[2904 1196 1227 2063 1786]
261,261,[2072 2196 2904 1786  259]
262,262,[1239 2904 2072 1786 1306]
263,263,[1913 2904 1225 1786  589]
264,264,[2072 2904 2323 1192 1786]
265,265,[1195 2072 2904 2857 1786]
266,266,[2196  589 2904  526 1786]
267,267,[2072  915 2705 1786 3622]
268,268,[2907 2196 2072 2904 1786]
269,269,[2904 1196 1946 2066 2570]
270,270,[2904 2656 2570 1786 2917]
271,271,[ 898 2356 1786 2917  921]
272,272,[2904 2395  552 2857 1786]
273,273,[2761  295 1786  234 2904]
274,274,[1224 2904 1616  592 1786]
275,275,[2072 3469 2196 2904 1786]
276,276,[3469 2072 2196 2904 1786]
277,277,[1213 2676 2904 1786  433]
278,278,[2904 2072  915  355 1786]
279,279,[3420 2072 2904 2857 1786]
280,280,[2904  344 2323 1786 2907]
281,281,[1609 2072 2904 2196 1786]
282,282,[2196  259 2904  526 1786]
283,283,[1786  295 2627   31 2761]
284,284,[2072  857 1961 2904 1786]
285,285,[2904 2196  607 3896 1786]
286,286,[  72 2904 2761 3577 1786]
287,287,[3469 2196 2904 1197 1786]
288,288,[1259 1251 2904 1200 1786]
289,289,[3469 2196 2072 2904 1786]
290,290,[1206 2904  526 1246 1786]
291,291,[ 667 2196 2072 2904 1786]
292,292,[ 514 1264 1786 1249  911]
293,293,[1422 2072 2196 2904 1786]
294,294,[2857 2904 3526 2570 1786]
295,295,[2365 2904 1218 1543 1786]
296,296,[2394 2623 2904 1192 1786]
297,297,[2072 2196 2904  526 1786]
298,298,[3469 3910 2904 2857 1786]
299,299,[2915 3032 1239 1786 1616]
300,300,[2790 1786 2691 2917 1261]
301,301,[1786 3086 1922 2715 1572]
302,302,[1422 3468 2965 1786 3147]
303,303,[2196 2904 1283 1222 1786]
304,304,[2900 2196 3080 2904 1786]
305,305,[2328 3947  627 2904 1786]
306,306,[1220 1253 1205 1786 1261]
307,307,[ 922 1616  589 1786 1245]
308,308,[2323 2904  317 1786 1239]
309,309,[2196 2723 2904 1786  526]
310,310,[3469 2196 1967 2904 1786]
311,311,[2196 2904 2761  259 1786]
312,312,[2196 2072 2904 3750 1786]
313,313,[1277 2904 1034 1266 1786]
314,314,[3469 2072 2196 2904 1786]
315,315,[2196 2104  540 2904 1786]
316,316,[2196 2072 1135 2904 1786]
317,317,[2196 2904 2335 1786  919]
318,318,[1237 2288 1786 1269  376]
319,319,[2196 2904 1786  479 2027]
320,320,[2072  363 2904 1786 1213]
321,321,[2608 1246 2904 2323 1786]
322,322,[2196 2689 2904  607 1786]
323,323,[2493 2072 2196 2904 1786]
324,324,[1720 2904 2072 2196 1786]
325,325,[1422  918 1786 1303 1302]
326,326,[2904 1224  921 1786  749]
327,327,[2196 3469 2904 2570 1786]
328,328,[1786 1239  588  526 1268]
329,329,[2904 1283  526 2196 1786]
330,330,[2541 2761 3316 3005 1786]
331,331,[2904  589 1192 1147 1786]
332,332,[2904 1096 1280 1786  911]
333,333,[2072 1220  898 2904 1786]
334,334,[2730 2072 2196 2904 1786]
335,335,[2196 2904  315 1786 3174]
336,336,[1264 1048 2676 2904 1786]
337,337,[2904  456 1786  259  915]
338,338,[2196 1271   24 1786 1357]
339,339,[2196 2072 2904  915 1786]
340,340,[ 647 2072 3469 2904 1786]
341,341,[2395 2196  317 1516 1786]
342,342,[2904 1196 1393 1035 1786]
343,343,[1720 1261 2904 1786 1241]
344,344,[2904 1212 1786  857 1220]
345,345,[2818 1783 3910   10 1786]
346,346,[ 915 2196 2072 2904 1786]
347,347,[2196 1219 1407 1302 1786]
348,348,[3420 1786 1197  259 1212]
349,349,[2072 2904  479 1579 1786]
350,350,[1196 2917 2904 1786 2027]
351,351,[1783 1786  713  292 3174]
352,352,[2196 3469 2904   49 1786]
353,353,[2715 2904 2196 3469 1786]
354,354,[ 317 2466 1786  259 1195]
355,355,[3469 2196 2072 2904 1786]
356,356,[ 317 2904 2072 1192 1786]
357,357,[2196 2072 2904 1034 1786]
358,358,[3469 2196 2072 2904 1786]
359,359,[2072  479 2196 2904 1786]
360,360,[2196 2072 2904 2857 1786]
361,361,[2196 2904 2790 1786 2570]
362,362,[2072 2608 2196 2904 1786]
363,363,[1616 2196 2072 2904 1786]
364,364,[2072 2723 2196 2904 1786]
365,365,[ 903 2066 1034 2904 1786]
366,366,[3469 2247 2196 2904 1786]
367,367,[2904   33  317 1786 1212]
368,368,[2354 2196 2904 2803 1786]
369,369,[2072 2761 2857 2682 1786]
370,370,[2904  857  749 1786 2323]
371,371,[2196 1100 2904 1786  259]
372,372,[3469 2072 2196 2904 1786]
373,373,[2072 2196 2027 2904 1786]
374,374,[2328 2904 2907 1786 2958]
375,375,[ 317 3469 2761   49 1786]
376,376,[1261 2196 2904 1088 1786]
377,377,[3469 2196 2072 2904 1786]
378,378,[2196 1249 2072 2904 1786]
379,379,[2196 2790 2904 1786 2288]
380,380,[2196 2904  923   31 1786]
381,381,[1516 2196 2904 1786 2323]
382,382,[2072 2196 2761 2904 1786]
383,383,[3469 2196 2904 2072 1786]
384,384,[2072 2904 2761 2715 1786]
385,385,[2196 1214 2904 1357 1786]
386,386,[1277 1255 2904  259 1786]
387,387,[2196 1955 1960 1224 1786]
388,388,[2072 2904 2196  456 1786]
389,389,[ 967 2904 2290 1332 1786]
390,390,[2196 2904  968  911 1786]
391,391,[1197  526 3029 1786 2018]
392,392,[2072 3469 2196 2904 1786]
393,393,[ 667 2072 2196 2904 1786]
394,394,[2072 2904 1922 2857 1786]
395,395,[2904  439  915 1786 1195]
396,396,[ 259 2196 2072 2904 1786]
397,397,[2958 1302 1393 1786 2027]
398,398,[3469 2072 2196 2904 1786]
399,399,[2904 1786 1241 1195  592]
400,400,[1638 2803 2904 1786 2857]
401,401,[2904 1395 1306 1357 1786]
402,402,[3577 2904 2356 2114 1786]
403,403,[2196   31 3385 2904 1786]
404,404,[2917 2196 2072 2904 1786]
405,405,[2072 2267 2196 2904 1786]
406,406,[2072 2904 1786 1616 2790]
407,407,[3469  607 2904 1786 2598]
408,408,[2027 2965 1221 1786 1298]
409,409,[1302 3420 2072 2904 1786]
410,410,[1206 1422 2351 1786 2904]
411,411,[1786 1229 1609 2027 3385]
412,412,[ 526 1245 1958 1786  911]
413,413,[ 919 2072 2904 2196 1786]
414,414,[1187 1786 1252 1147  911]
415,415,[1302 2907 2196 2904 1786]
416,416,[3469 2196 2072 2904 1786]
417,417,[ 968 2196 2904  592 1786]
418,418,[3750 1249 2904 2196 1786]
419,419,[2904 1260 1220 1214 1786]
420,420,[2196 2904 2072 1035 1786]
421,421,[3469 2072 2196 2904 1786]
422,422,[  23 2395 2196 2904 1786]
423,423,[2904 1422 1265 1786 1224]
424,424,[1952 2196 2904 3526 1786]
425,425,[2196 2904 1196 1786 2354]
426,426,[ 588 2904 2072 2857 1786]
427,427,[2072 2196  259 2904 1786]
428,428,[1203 1342  607 1207 1786]
429,429,[ 932 2196 2904  915 1786]
430,430,[2904 2072 1213 2857 1786]
431,431,[2072 3469 2196 2904 1786]
432,432,[2904 2196 2072 1229 1786]
433,433,[2072 3469 2196 2904 1786]
434,434,[2196 1290 2904 2946 1786]
435,435,[3158 2904 1096 2027 1786]
436,436,[2072 2196 2904 3469 1786]
437,437,[2904 2493 1422 1786 2627]
438,438,[1126 2796 1246 1786  355]
439,439,[3469 2196 2072 2904 1786]
440,440,[2072 2196 2790 2904 1786]
441,441,[1241 2803 1786  259 1355]
442,442,[3469 2196 1212 2904 1786]
443,443,[1422  667 1192 2904 1786]
444,444,[2904  259 1786 2857 2715]
445,445,[1221 2904 2196 1211 1786]
446,446,[3469 2196 1292 2904 1786]
447,447,[2072 2196 2904 2907 1786]
448,448,[3469 2196 2904 1257 1786]
449,449,[ 909  259  903 2904 1786]
450,450,[1233 2611  903 2730 1786]
451,451,[2072 2196 2904 1232 1786]
452,452,[2904 1944  259 1786 1703]
453,453,[2857 1078 1786 2359 1079]
454,454,[2072 2904 2196 1786 2395]
455,455,[1786 1196  259  744  968]
456,456,[2761 3146 1195 2904 1786]
457,457,[3469 1221 2196 2904 1786]
458,458,[3469 2072 2196 2904 1786]
459,459,[3469 2196 2904 2790 1786]
460,460,[2406 3360 2005 1786 1281]
461,461,[1209 2904 2027 1786 1290]
462,462,[1640 2904 2072 1306 1786]
463,463,[1422 2196 2904   49 1786]
464,464,[2904 2196 2072 1786  607]
465,465,[ 911 1135 3420 1196 1786]
466,466,[2904  915 1786  592 2761]
467,467,[ 915 2196 2072 2904 1786]
468,468,[3469 2196 2904 1135 1786]
469,469,[2904 1786 2715 1281 1196]
470,470,[2904 2196 2072  744 1786]
471,471,[2072 2904 1213 1199 1786]
472,472,[2904  897  968 1786  911]
473,473,[   0 1786  295  222  292]
474,474,[2904 1999 3752 1786  109]
475,475,[3670 1786 2904 2395 1213]
476,476,[2904 1197 1220 1239 1786]
477,477,[2395 2072 2196 2904 1786]
478,478,[2196 1096 1192 2904 1786]
479,479,[2328 2072 2196 2904 1786]
480,480,[ 915 1246 2422  149 1786]
481,481,[  31  777  317 1059 1786]
482,482,[3469 2072 2196 2904 1786]
483,483,[2072 2196 2904 2393 1786]
484,484,[3469 2196 2904 2072 1786]
485,485,[2072 2196 2904 1786 2027]
486,486,[2608 3469 2196 2904 1786]
487,487,[2196 2072 2904 1199 1786]
488,488,[3469 2072 2196 2904 1786]
489,489,[2072 1196 2904 1786 2570]
490,490,[2072 2196 2904 1192 1786]
491,491,[2072 3469 2196 2904 1786]
492,492,[1176  124 2904 1264 1786]
493,493,[1269 2072 1516 2904 1786]
494,494,[2196 1195 2904  259 1786]
495,495,[1256 2027 1195 2904 1786]
496,496,[2072 3469 2904 2196 1786]
497,497,[ 749 1211 1220 1088 1786]
498,498,[1096 1786 1224 1292 1298]
499,499,[ 336 2196 1703 2904 1786]
500,500,[2072 2904  109 3577 1786]
501,501,[3469 2196 2904 2072 1786]
502,502,[1200 3469 2196 2904 1786]
503,503,[3469 2196 2904 2072 1786]
504,504,[2904 2072 1786 1197 2715]
505,505,[2072 3088 2904  592 1786]
506,506,[1206 2904 1298 2072 1786]
507,507,[3469 2196 1221 2904 1786]
508,508,[2958 2691 1786 2857 1242]
509,509,[ 122 2715 2904 1786 1395]
510,510,[2196 2904  912 3469 1786]
511,511,[ 923 2196 2072 2904 1786]
512,512,[1199 2196 1220 2904 1786]
513,513,[ 667  317 2196 2904 1786]
514,514,[1236 1207 2072 2904 1786]
515,515,[2904 2915 1303 2761 1786]
516,516,[2904 2196 2242 2857 1786]
517,517,[2670  897 1786 2323 1034]
518,518,[2623 2072 2196 2904 1786]
519,519,[1235 2745 3750 2904 1786]
520,520,[3469   49 1251 2761 1786]
521,521,[2904 2570 1197 1786 1195]
522,522,[2072 1209 2904  909 1786]
523,523,[3480 1731 1197 2958  749]
524,524,[2196 2072 2904 1220 1786]
525,525,[3469 2196 2904 1786 1200]
526,526,[3469 2196 2904 2072 1786]
527,527,[2124 1786 1379 2267 1245]
528,528,[2196 2018 2904 1199 1786]
529,529,[1239 3792 2904 1786   49]
530,530,[2323   61 2670 2160 1283]
531,531,[2196 2857 2072 2904 1786]
532,532,[1967 1212 2996 1786   49]
533,533,[2196 2904 1264 1786 1266]
534,534,[3469 2072 2196 2904 1786]
535,535,[2072 1386 2904 2986 1786]
536,536,[2818 2196 2904 2395 1786]
537,537,[2072 2196 2904  479 1786]
538,538,[2904 1273 1786 2027 1128]
539,539,[2072 1147 2196 2904 1786]
540,540,[  33 2072 2196 2904 1786]
541,541,[3469 2196 2904 3947 1786]
542,542,[1293  439 1196 1219 3551]
543,543,[ 913 2904 1203  259 1786]
544,544,[3469 2072 2196 2904 1786]
545,545,[3469 2323 1347 2904 1786]
546,546,[2986  744 2904 1195 1786]
547,547,[1422 2196 2904 3910 1786]
548,548,[ 912 1203 3385 1207 3051]
549,549,[1786 1261 3653 2870 1222]
550,550,[2904 1241 2676 2857 1786]
551,551,[2904  149 3104 1224 1786]
552,552,[3469 2196 2904 2072 1786]
553,553,[3469 2196 2904  222 1786]
554,554,[2196 1147 2904 1786 1616]
555,555,[1662 3469 2904 1786 2715]
556,556,[3469 2196 2904 1579 1786]
557,557,[1096 1306 1786 1833 2395]
558,558,[3469 2072 2196 2904 1786]
559,559,[3469 2196 2904  109 1786]
560,560,[2623 2196 2904   49 1786]
561,561,[2196 2072 2904 1220 1786]
562,562,[1652  744 2904 1786 3750]
563,563,[2196 2904 1218  526 1786]
564,564,[2196 2072 2904 2857 1786]
565,565,[1225 1955 3087 2904 1786]
566,566,[2627 1195 2904 1355 1786]
567,567,[2196  857 2904 1786 2570]
568,568,[1422 2196 2072 2904 1786]
569,569,[2904  355 1392 1786 1720]
570,570,[2761 2904 1616 2796 1786]
571,571,[3469 2072 2196 2904 1786]
572,572,[ 677 2196 2072 2904 1786]
573,573,[2072 3469 2196 2904 1786]
574,574,[2196 2072  627 2904 1786]
575,575,[2904 2570 2395 1224 1786]
576,576,[1422 2915 2857  607 1786]
577,577,[2072 2196 2904 1786  592]
578,578,[1422 2196 2072 2904 1786]
579,579,[3469 2072 2196 2904 1786]
580,580,[2904 3469 2072 1197 1786]
581,581,[2721 2904 3470 1786 2715]
582,582,[1703  149  295  592 1786]
583,583,[2196 2904 3577 1096 1786]
584,584,[2196 1236 2904 1786 2394]
585,585,[ 907 3469 2196 2904 1786]
586,586,[3006 1422 2196  918 1786]
587,587,[1422 1616  915  744 1786]
588,588,[2072 2196 2904 1258 1786]
589,589,[2196 2904 1616 1786 2761]
590,590,[2196 2904 1207 1786  901]
591,591,[ 915 2072 2196 2904 1786]
592,592,[2904 3005 1746 2857 1786]
593,593,[2904 3511 1786  911  901]
594,594,[2904 2072 2857 2323 1786]
595,595,[3469 2072 2196 2904 1786]
596,596,[2196 2904 2335 2072 1786]
597,597,[3469 3407 2904 2196 1786]
598,598,[2196 2072  607 1786  317]
599,599,[2072 2196 2715 2904 1786]
600,600,[  46   28 3159 1786 1214]
601,601,[2392 2020 1786 1213  259]
602,602,[2196 1783 2904 3509 1786]
603,603,[1579 2904  379 2915 1786]
604,604,[   0 2904 1786  259 2761]
605,605,[3469 2196 2904 2072 1786]
606,606,[2196 2904 2072  109 1786]
607,607,[3146 1392 2196 2904 1786]
608,608,[1235 2072 3469 2904 1786]
609,609,[1079 2904 1135 2857 1786]
610,610,[2329 1319 2196 2904 1786]
611,611,[1422 2196 2904 1283 1786]
612,612,[ 588 2196 2904  915 1786]
613,613,[3469 2072 2904 2196 1786]
614,614,[2072 2196 2904  259 1786]
615,615,[1249 2072 2196 2904 1786]
616,616,[2072  903 2904  911 1786]
617,617,[3469 2196 2072 2904 1786]
618,618,[ 915 2196 2904 2323 1786]
619,619,[2193 2904  379 2063 1786]
620,620,[1422 2715 2904 2958 1786]
621,621,[1235 2196 2072 2904 1786]
622,622,[ 110  915 1672 1212 1786]
623,623,[1239 2528 2193 1609 1786]
624,624,[1040 2072 2196 2904 1786]
625,625,[ 587 2904 1786 1195  526]
626,626,[2196 3910 2904 1786 3896]
627,627,[3469 2072 2196 2904 1786]
628,628,[2623 2196 1096 2904 1786]
629,629,[2904  904 1229  915 1786]
630,630,[ 479  903 1786 1265 2027]
631,631,[2196  915 2904  588 1786]
632,632,[2072 2196 2904 1616 1786]
633,633,[1027 2196 2904  918 1786]
634,634,[1230 1206 1220 1786  295]
635,635,[2196 3470 2904  259 1786]
636,636,[2149 3468 1249 1786   33]
637,637,[2193 2904 1195 1786 2715]
638,638,[2267 3113 3752 1786 2904]
639,639,[2904 3469  317 1786 2996]
640,640,[1930 2072 2904 1293 1786]
641,641,[2072 2196 2904  903 1786]
642,642,[1422 2072 2904 3159 1786]
643,643,[ 912 2196 2904 1195 1786]
644,644,[2196 2904 2072 1786 1205]
645,645,[1956 1241 1786 2027  479]
646,646,[2904 1422 2682  379 1786]
647,647,[2996 3577 1212 1786  607]
648,648,[2904 1239 2072 1786 2761]
649,649,[ 915 2904 2917 1786  109]
650,650,[1275 3094 1786 1261 1268]
651,651,[  46 2904   49 3475 1786]
652,652,[3088 2196 2072 2904 1786]
653,653,[1219 2267 2196 2904 1786]
654,654,[2196 2359 1422 2904 1786]
655,655,[1786 3470 1196 1229 1261]
656,656,[3469 2196 2904 2996 1786]
657,657,[2904 2072 2857 1786 2328]
658,658,[1096 2904  589 1786 1241]
659,659,[1662 2207 2904 1230 1786]
660,660,[ 922 1213 2904 1786 2570]
661,661,[2077 2904  594 3554 1786]
662,662,[2196  109 1786  526  456]
663,663,[2196 3928 1448 2904 1786]
664,664,[ 915 2196 2904 1526 1786]
665,665,[2072  607 3469 2904 1786]
666,666,[3509 2904 1258 1786  479]
667,667,[2072 2196 2904 2761 1786]
668,668,[2996 2917 1406 1195 1786]
669,669,[2072  922  607  915 1786]
670,670,[1255  953 1195 2904 1786]
671,671,[2196 3752 2904 1220 1786]
672,672,[2196 1786  313 1422 2904]
673,673,[1209 1393 1786  456  749]
674,674,[3469 1952 2196 2996 1786]
675,675,[2761 2904 1256 1943 1786]
