,Element,Occurrence Count
11,11,"[1934 1962 2356 3521  306 2936 1418 2207 3848 3171 3280  212 3088 3712
  482  555  915 2128 2631 2730 2842 1188 2611 3678 1231 1878 3677 1930
 1225 2493 1683  962 1191  122 2623 2359 1236  457 1235 2350 2608 1116
  667 1422 3469 2072 2196 2904  857 1786]"
12,12,"[3677 2930 3633 1261 1878 3678 1110  949 3621 2244 1231 3478 1176 3171
   29 2936 3280 1679 1966 1236 2623 2128 1355 2493  289 2207  555 3521
 3848  457 2309 1235  667 1116 2608 2356 2329  735 2359 1422 1048 2730
  915 1526 2072 2196 3469 2904 2570 1786]"
13,13,"[3677 3340 1878  115 1418 3712  949 3848  122 2329  962  289 2842 3676
 2309 1110 1191 2359 1231  214 3171 2631 1683 3521 1934 1177 3678 2128
 2623 2611  457 1235 1116  482  212 2493  667 2818 1899 2608 1422 2395
 3469 2072 2691  915 2196 2904 2685 1786]"
14,14,"[2350 1110 1263 3677 1899 3497 3171 2730 2669   29 1245 2139 3088  457
 2611  122 2128 2705 2356 2608 2923 2205 1422 1085 2570 3521 2072 2185
 2124 2493 1116 2982  289 1225 3101 3504 2794 3197  499 3469 1302 3067
    5 2196 3928  910 2904 2761  109 1786]"
15,15,"[ 669 3221 2205 1188 3414 3633 1683 2730  904 1075 1191  205   29 1098
 1934  949 2760 3090 3171  482 3521 3678 2623 2571  457 2842 2128 3677
 1235 2493 2631 3676 2350 2207 1116  122 2359 2608 1110 1302  962 1065
  667 1422  915 3469 2072 2196 2904 1786]"
16,16,"[2359  357 3815 2611 1878 3848 2920  749  279 2936 1943 1938  915  667
 1302  921 2139 2930 3633 3521 3788 1245 3171 3221 2608  627 3417  295
 1703 1642 3099 3264 1342 1123 2493  949 2196 1211 1283 1422 2356 1747
 3450 2904 3509 2761  588 1212 1786  456]"
17,17,"[3843   21  307 2166 2966 2128 1479 3295 2082 3950 1116 2685 3171 3677
 2072 2608 1225 2728 1291 2842 1934 1096 1941 1279 2621 1281 3521 2947
 2493 3467 1596 3469  915  667 1422 3270 3792 2124 2247  212  305 2676
 2904 2196  595 2393 1258 2160 1786  918]"
18,18,"[3521  223  667 2128 1116 3034 3378 1176 3070 3653 2365 2982  784 2728
 1160 3029  920  214  740 3066  909 2727 3712  904 1579 2018 2725 2570
 3791 2943 1244 1297 2731    5 1306 1065 1422 1999 1188 3469 2072  305
 2196 1247 1269 1721 2904 1786  732 2986]"
19,19,"[3280  921 3078 2479 2180 2350  627  122 3088  214 1683 1075 3288  949
  962 2631 3171 3521 2852 1225  482 1930 2676 2128 1110 3677 1302 2356
  457 2842 3221 1191 1899 1878  212 1235 3633 1116 2359  915 2493 3469
  667 1422 2072 2608 2196 3752 2904 1786]"
20,20,"[2818  555 2356   29 3848 1934 1049 1302 2752 2205 3221 3171 3089  962
 1231 2350  289 3521 3676 3088 1683 1878 1930 1191  214 2128 2730  122
 2631 3678 1110 2842  482 2329 3677 2493 2359  457 1116 1235 2623 2608
  667  915 1422 3469 2072 2196 2904 1786]"
21,21,"[ 932 1076 3066 1246 3171 3678 3088 3791 2479 2939 2631 3097 1912 2128
 1049 1116 1247  744  902 1269 3341 1177 2923   42 1176 3038 3521 1278
 2608 2207 2611  667 2501 2072 2996 1899 2761 1422 2196 3808 2986 3469
  305  915 2323 2796 2904 1213 1214 1786]"
22,22,"[2930 1948 1130  482 3924  865   28 3094  905 2787 1207 2202 2359  923
 1065  457 1116 1235 3633 2193  305 2207 2599 2309  555 3521 2608 3678
 3171 1878 1217  667   44  904 1804 3264 1320  915 3469 2493 1035 2205
  122 2196 1422 2904 1264 1786 1248 1526]"
23,23,"[ 973  931  372 3089 2329 2205 1235 1899  921 2623 3677 2730 3869 2608
 3280 2244  930  555 2936 2611  214 3171 3521 2128 2356 2493  949 1116
 2359 2309 1065   29 1236 3360 2919  667 2676 3469 1422  289 2466 1264
  915 2072 2196 3551 2904 1673 1089 1786]"
24,24,"[2818 3521 2738 3221 2608 2934 2752 2611 2207 2731 1235 2128 2359 3678
 2631  677 1116 2936 2623 2842 2493  949  927 3088 2329 2350 1177 2175
  962  122  457 1272  915 2730 2986 1422 1110  667 3469 1269 1371 1236
 2196 2072 1355 1195 2715 2904 1786 1290]"
25,25,"[1176 2608 1177 2128 2982 3843 3221 2113 1225 3732 1683 2787 2080 2493
 3469  935  932 3678 1662 2072 3364 1725 3521 3848 3171  479  667 2300
 2267 2359  921  627  489 1175 3087 2842 1082  214 1422  962 3295 2466
  592 2725 3090 1078 2196 2320 2904 1786]"
26,26,"[  29 2479  964 3633  896 3738 1116 3928 2128 3678 2818 1282 2608 2611
 3521 1948 3171  482 1188 3378 2842 2493 2207  555 1065 3089 2359 2350
  289 1110 2356 2329 2725 2623 2631  122 1422 3818  921  915  667 1177
 2196 3469 2072  911 2904 2185 1251 1786]"
27,27,"[ 862  457 3251 1448 3848  777 1236 1191 3409 2930 2919  212 2842 2328
 2128 1116 1211  555  289  910 2623 3078 2608 2598 3171 3469 2329 1878
 3521 1703  259 2207 1683 2787 1177  915  627 1049 2493 2907 1422  667
 2072  949 2761 2196 2904 1290 1209 1786]"
28,28,"[ 214 2608 1110 3467 3848 2128 3633 2065 2606 2930 3171  456 3791 1930
  627 1878 2982 3782 3521 1934 2936 1075  482 2611 1235 3434 3221 2730
  970 3678 3340 3088 3712 1272 3061 1116 3295  161  667 2493 2623 3469
 3701 1422 2072 1197 2196 2904 1219 1786]"
29,29,"[3924 1075   29 1272 3221 2611  482 1683 2205 3171 1065 3603 3676 1231
  214 2842 1878 1899 3521 2128  122 2631 1222 3677 1934 1191 1110  457
 2730  962 2207 3678 2356 1116 2329 2350 2623 2359 2493 2608 1422  667
 1235  915 3469  317 2072 2196 2904 1786]"
30,30,"[3676 3362 2356  915 2934 3621 3738 3133  205  964  306 2919 2205 2617
 3221 1065 3521 2309 2493 3171 1191  598 2207 2936 1683 3678 2128 2631
  482 2359  457  962 2842 1116 2350  122  667  949 1110 1235 2730 2608
  954 1422 2072 2196 3469  904 2904 1786]"
31,31,"[3171 2631 3521 1075 2611 2350 3924 3270  758 2128 1188 1930 1878 2479
 3678 1110 2623 3633  910 1796  212 3677 3791  949  482  457 1177 1279
 2329 2207 1116  122 2958 3089 2356 3088  667 2493 2608 1235 3469 3071
 1422 2359  607  915 2196 2904 2072 1786]"
32,32,"[ 507 2205 3815  964 2329 2731 2725 1263 3221  598 3521 1347  910  212
  927  896 1098 1177 1065 2926 1422 1110 3735 1188  307 2117 1265  667
 1996 1300  915 1146 2493 2350 1673  913   29 2730  929 2196  306 1102
  902 1211 3103 1299  122 1357 2904 1786]"
33,33,"[2466 2180 2493 1211 3924 1669 3018 2608  507  669 3712 2205 1614 2300
  949  831 3677 2818  214 1110  439 3848  931 1261 1116 3060  941 3521
  667 2919 2207 2842  921  915 3469 1223 1422 1257 2359  596 2196 1065
  122 2072 3360 2323 1195 1786 2904 1967]"
34,34,"[  42  932 1899 2359 1418 2350 3678 2309  935 1110 2623 3677 2919  944
  903 2329 1177 1272 2842 1236 1669  122 3090 2018  212  913  482 3088
 1098 1116 3924 1171 1948 2493 3089 2608 1235 3029  607 2730 1422  667
  910 3469 2904 2196 2072  915 3750 1786]"
35,35,"[ 100  336 3006 3818  851  920 3633 1208 2354 1272 2111  667 2623 2761
 2196 1246 3171   31 3446  348 3469 3504 3385  430 3521 2063 3466 1804
 1282 2493 2329 3133 1448 3526   28 1195  993 2500  677 3103 1263 1232
 3701 1422 2904  857 1786 2715  911   20]"
36,36,"[ 214  212 2842 1669 3605 2818 2676 1075 3633  647 3676 3547 3078 2107
  962  122 3374  306 3171 3848 2359 2202  949 3521 3678  667 1235 1683
  910 3677 1116 2731 2128  482  904 2623 2309 1878 2608  915 1422  457
 3469 2493 2072 2395 2196  707 2904 1786]"
37,37,"[1075 3553 1278 2479 2350 3221 2730 2466 1796 1049  921 1065  205 3341
 3280 1191 3677 1934 3171 3521 3678  122  457 3848 1110 2359 2842 3087
  214 2631 1878 2205 2128 2731 1116 2493  962 3712 2818 2608 1422  667
 1235 2676 3469 2072 2196 2904 1392 1786]"
38,38,"[2479 3280 2752 3221  962  932 3171 1191 2623 3341  973 1231 3677 2329
 2466 2356 3521  931 3090 2631  904 1065   29  482 1177 2493  457 2354
 3678  915 2730 2128 1116 3264 1110 2350 2818 2359 2608 1422  122  667
 1235 2072 3469 2196 2691 1126 2904 1786]"
39,39,"[1614 3061 1948 3171 2930 3782 2479 1683 1231 2466 3341 2207 1191 2611
 3924 1065 2744 1878 3676  962 2936 1116 1177 2350 2730 3088 2128  949
 3791 2329 2359 1934 3521  915 2623  735 1235 1110  122 1422  667 2493
 2608 2072 2196 3469 1290 1197 2904 1786]"
40,40,"[1360   29 2205 1065  555 3088 1049 1236  962 1934  214 2356 1191 3848
 1878 2350 3678 3677 2359 1683 3521  122  669 2128 3633 2623 3221  949
 2631  457 3676 2842 1116 3171 2493  289 1110 2329  482 1235  915 2608
  667 1422 3469 2072 2196 2904  259 1786]"
41,41,"[1289 2207 3521 2475 2934 3468 2992  968 2107  372 1222 1110 3815 2128
 1302 1648  732 3316  598   10 3788  964  749 3097 1930 1277 1197  962
 3060 2821 2493   57 1098  932 2300 3032 1261 1422  667 1235 1239 1225
 2196 2787  348  214 2072 3469 2904 1786]"
42,42,"[1899 1065 2205 1418  931 3221 3848  910 1934 3676  932 2752 2730 3521
 2631 3633 3171 1235 2356 1878 3712  214 3677 2623 2350 2842 2818 2359
 2493  482 1110 2128  962 2705 3791 2207  667 3678 1302 1116  457  122
 2608  915 1422 3469 2072 2196 2904 1786]"
43,43,"[ 305 3002 1948 1027 1272  427 3167 2761 3521 1195 1197 1418 1065 1110
 1236 2842 1878 3924  910 3712 2205 2623 3791 1146 1191  627 2128 2608
  921 3087 1642  915 1302 1235 2356 1912 2072 1233 1225  667 2493 3469
 1422 1273 1222  214 2196 2365 2904 1786]"
44,44,"[ 677  306  917 2129  941 3712 1267 3171  627 3848   42  376 1176 2359
  952  944  439 2323 2397 3550 2493 2128 2356 3667 3104 3521 1202  122
 2301 3094 2608 2072 3698 2246  962 1692 1422 2723 2818 3254 2018 2196
 2904 1261  356  586 2715 3087 1786  904]"
45,45,"[1878 1302  962 3089 3133 3633 3171 2350 2728 3676  482 2676 3521 3085
  669 3621 2309 1177 2329  904 2493 3088 3677   29 1110  949 2631  457
 2730  122 1235  212 2207 2623 2128 1934 3678 3924 2842 1116 2608 2359
  667  915 1422 3469 2072 2196 2904 1786]"
46,46,"[ 862 2329 3676 3221  306 2725 2359 3848 1177 1878 2818 3171  482 1418
 1683 3521  962  758  555 2631 1110 2128 2842 2676 2493 2350  457 2611
  122 2608 1116 1899 2623 1191 1934 3677 2730  317 3678 1235  915  289
  667 1422 1040 3469 2072 2196 2904 1786]"
47,47,"[2773  933 3221 2818 2858 1878  921 2128 3623 3340 2359  667 2300  962
 1796 2072 2930  970  949 3628 1221 2787 1212 1147 1948 3521 3928 3171
 3395  744  315 1422   57  456 2309 1296  479 1679 2794 1356 2493 2196
 2356 3243 1291 2027 2904 1692 1786   16]"
48,48,"[3678 3712 3090 1116 3199 2936  555 2631 2950  289 2350 1302 3848 1225
 2865 3171 3280 2842 3815 3521 1930 2207 1191  935 2982 1259 3677 3295
 2730 2356 2608 2923 1422 3468  667 3469 2611 2493 2072 1369 1177 2904
 2196 2907  526 1035  594  479 1199 1786]"
49,49,"[  29 1065 2356 3078  457 2631 3340  212 1683 3280  523 1930  122 2731
 2493 1236 1948 3171 1934 1235 3676 1878 3678 3521 2752 3677 3468 1110
 1796 1188 2842  482 1191  265 2128 2350 3088  962 1116 2947  667 2359
 3469 1422 2608  915 2196 2072 2904 1786]"
50,50,"[ 862 1191 2175  930 3171 3521  744 2329 2128 2608  115 3087 1188 2725
 2818   33  457 2619 1110  669  305 3712 2936 1934 2350 2842 2359  235
 2207 3678  667 1235 1302 1116  962 3469 2623 3158 2493 1422 2072  122
 3792  915 2196 2904 3254 1786 3113    0]"
51,51,"[1614 1177 2329 3264 1075 2128 1085 2235 2608  457 1962 2842 1796 3782
 1110 3521 3633 2207 1098 3677   29 1225 1930 1211 1235 2356  758 2359
 3087 1103  915 2493 1116 3678 3295 1261 3019 1422    5 2818  667 2350
 3469 2915  122 2196  379 2072 2904 1786]"
52,52,"[ 221 3002 3097  919 1891 1960  231 3171 3270  589 1343 1223 1205 2045
 1344 2744 3467  507  744 2761 3202 2019 1035  964  998 2196  538 3521
 1298 2874  921 2731 2395 2027 1692 2077  355 1027 2192 2760 1422 2079
  550 1465 1786  592  149 1609 2727 2904]"
53,53,"[1669 1065 1098 3869 3171  915 2329 3221  962 1683   29 1934 3848 3712
 1878 1177 3633 1899 1191 2631 3678 3295 3521 2128 1110 2350 2936 3088
  482 1302 3677  457 2493 2359  212 1303 1116 2842 2730 2623 2608 3469
  667 1235 1422 2196 2072 2904 1192 1786]"
54,54,"[3414  205 3240  307 3171 1075 2842 1188  306  669 3603  122 1878  482
 3521 1934 2329 2128 1110 2207 1191  949 2631 2730  915 3676 1116 3677
 3678 2356 1065  457 2728 2608 1235 2359 2350 2493 2623 1302  962 1422
  667 2760 3469 2072 2196 2904  317 1786]"
55,55,"[3848 3928  555 1930 2787  910 2356  962 3633  862 2329 3678 3171 1934
 1191 3791 3521 3924 3270  457 3676 1188 2128 3280 2611 2623 2350  122
 2493 3088 3677 1796 2207 2359 1235 1177 2608 1116  109 1422  667  149
  317  915 3469 2904 2196 2072  607 1786]"
56,56,"[ 949 1177 2611 3088 2356 3090   29 1899 3521 1934   46 3848 1191  669
 3221 3171 3676  457 1110 1878  214 1065 2329 2493 2207  482 1231  122
  962 2443 3678 1188 2631 2128 2359 2842 3677 2350 1235 2623 1116  915
 2608 1422  667 3469 2072 2196 2904 1786]"
57,57,"[2856 2579 2818 1236 3085  799 1899 1192 1116 1231 3171  911 1465 1355
 3813 2196 2608  941  949 1634 2493 1261 3678 3469 1275 3577 1260 2889
 1306 2858 2946 2018 1422 1274  627 2527  915  292 1198 1239 1930 3087
 1373 2691 2904 1135  110 1786 2075 2761]"
58,58,"[3815 3288  376 1878 1949  714 1271  306 3633 1930 1110 1912  667 2631
 3521  964  669 1191 1275 1287 1954 1937 2858  910 3545 1065 2072 3910
 2493 1263 3088  977 1952 3434 1642 3078  926  589 2196 1422 3469 2904
 2466 1203 2335 1187 1232 2608 1786 1246]"
59,59,"[3791 3782 3295 1934 2731 1098 3340 3171 1418 2205 3468 2350  379 2611
 2309 2631 3521 1110 1235 2359 2842 2356 3928 2128  307 3089  915 1930
 2676  930 2207  122  482 3677 2493 1188  902 1116  457 3094 2616  667
 3678 2608 1422 3469 2072 2196 2904 1786]"
60,60,"[1231 2479   29 2936 2309 1899 3090 1302 3791 1075 2350 1930 3712 3280
  482 1191 1878 3676 3848 3171 1177 3221 2329 3521 3677  627 2631 2356
 2842  457 2623 3678 2611 1110  915 2128 2493 1116  962  122 2359 2608
  667 1235 1422 3469 2072 2196 2904 1786]"
61,61,"[3036 1235    5  667 3815 1954 2842 3171 3928 2608 1080 3469 2196 3633
 1967 3270  231 2930  430  921 3497 2493 3133  950 3090 1999 2915 2238
  289 1079 1146 1103  259 2019 3417 1262  954 3521 1171 1302 3034 3151
 2904  925 1422 2818 1211 2857   31 1786]"
62,62,"[3848 3521  205 3085 2128 1235 3815 2705 1261 3414 3677 1098  973 1177
  962 1347 2936 2728  669  910 3288  904 2623 2359 2631 1116 2356   29
 2329 3088  457  915 2207 2608 2493 1065  667 2350 1422 3678 3469 2072
 2196 2760 1302 2711 2904 2426 2598 1786]"
63,63,"[2752 2205  256 3171 3521  289 1098 1211  482  306 1878 2309  962   29
  212 1075 2350 2631 2356 1225 3221 1177 3677 1065 1116 1235 2128 3678
  951 2359  214 2842  122  915 1191 1236 2709 2608 2493 1110  457 1422
  667 3469 2196 2072 2904 3577 1786 2761]"
64,64,"[3924  896   12 3270 2852   42  964 2842 1261 3521 1930 3171 2359 3677
 1116 3935 2207 3791  910    0 3090 3468 3466 3106 3469 2128 3928 1934
 2608 1671 2356 1177 2611  735 2794  804 1422  915 3254  289 3667 2493
 2352 2072 2196 2904 1916 2027 1786  479]"
65,65,"[3676 1188 1899 1934 1098 1930 1191 2329  122 2207 1878 2356  962 1796
 2631 3280 2842 1236 3521  523  482 3677 2730  555 3171 3088  212 3678
  289 1089 3924  457 2128 1110  949 2493 1235 2623 2350 1116 2359 2608
  667 1422 3469 2196  915 2072 2904 1786]"
66,66,"[ 973 3070  306 3633  115 1231  935 3621 1249  964 1098   29 3171 2128
  457 1110  962 1116 1177 3469 3677 1222 2493 3029 3678 2730 2205 3378
 2842 2623  915 1065 1188 2676  904   81 1235  667 1083 2608 2731 1422
 2072  122  953 2196 1677 2904  907 1786]"
67,67,"[1930 2309 2976  902 1177 2923 2842 3924 1347  482  279 3633 2631 1075
  669 3089 3171  962 1899 2611 3280 1049 3862 1110 3521 3678 1225 2128
 3677 1878 3221  627 2493  306 3469 1191 1116 2689  915 1499 3670 1302
  667 2608 1422 2072 2196 2904 1786 2761]"
68,68,"[2193 1222 3738 2359 2356 3414 3521 1614 2128 3815  482 3677 2676 3712
 1465  935 3813 3090 1544 2493 3171 2631 2329 2623 3848 2207 1930 1116
  457 2842 2919  915  214  122  667   57 3928 1191 3096  289 1182 1235
 2608 3469 2072 1422 1746 2196 2904 1786]"
69,69,"[2479 1912 3717  212 2919  122  289  930 1528  482 1075  214 3378  921
 2631 2611 2356 2623 2752 3089 3521 1878 1796 2731 1191 1899  915 3677
 1116 2842 2175 1934  962 2493 3678 2207 3173 3750 2608 3088 2359 1235
  667 1422 3469 2196 2072 2904 2857 1786]"
70,70,"[1177 2479 2066 1075 3712 1930  457  555 2936  289 1934 3924 3088 3171
 2611 2631 3676 2359 1191 3678 2842 3521 1231 1110  921 1878 3791 1235
 1796  962  627 2350  482 1116  122 2128 1188 2493  915 2608 1948  667
 2623 1422 1197 2072 3469 2196 2904 1786]"
71,71,"[2611 3633 1418 3133 2936 2728 2676 3521 3288 3171 1110 1075 3848  921
 3090 2175 2623 1878 1930  627 2350 1098 1683 2842 1899  962 2128  457
 1235 2631 3088  669 2207  586 1116 3677  949 2493 3752 2359 1422  915
 2608 3896 3469  667 2072 2196 2904 1786]"
72,72,"[1787 3240  122 2656 2730 1718 3469 3521 3029 1536 1235 3341 3450 1065
 2207 3848 2608 1292 3712  962 2493 1170 3677 1371  109 1962  482 1960
 3280  993 1110 1908  667 2611 1116 1222 3340 2072 1526  670 1422 2196
 2722 2623 1147 2790 2698  915 2904 1786]"
73,73,"[3171 1878  799  482 1225   29 1930 2207 2631 3090  122  915 3677 3295
 1103 1188 1236 3612  857 3815 3280 1191  904  306 2842  744 2359 3521
 3089 3088 3678 2493  289 1116 2728 1302   35 2350 3469 2541 2608 2623
  667 2196 1422 2356 2072 1251 2904 1786]"
74,74,"[ 910 3158 1878  927 3089 3521  931 1725 2611 2623 3468 2842 1177 1692
 3066  345 1116 2479 2752   29  667 3677 1222  289  235  122 2493 1422
  482 3341 2205 2730  964  962 3603  499 1683 3060 1110  951 2207  551
 3113  457 2072 2196 2676 3174 2904 1786]"
75,75,"[ 457 2976 3171 3924 2329 2356 2309 2623 3450  677 3341 1878 1261 1177
 2818 1289 1256 2685 2608  777 3270  427 1188  122 1191 1116 2493 1235
 3678 2359 3928  744 3791  667 3469 2611  915 1422 1088 3146 2196    0
  292 2288 2904 2072 2761 1786  607 2958]"
76,76,"[3089 2611  744 3537 1098 2982 3414 2623 2631 3547 3677 1116  212 3717
 1878 1899  482 1191 1065 1211 3521 2842 1347  921 1796 1075 2207 1176
 1188 2608 2350 2175 3678 3088 3469 2356 1236 1235 2359  915  667 2493
 3577 1422 2196 3750 2072 2904 1786 2857]"
77,77,"[1683 1244 1075 1231  910 2356  944 3088 3521 3428 3395 1191 2128 1878
 3712 1934 2329 1235 3171 3677 3090 2309 1188 3097 2207 3341  457 2787
  962 2288 3678 2999  667 1116 1216 2175 2359 1264 2493 1422 2072  915
 1448 2196 3113  550 2904 3469    0 1786]"
78,78,"[2479 2207 2730 3521 3633   29 3171 3712 3924 2175 3677 1948 2842  915
 1191  457 3509 3096  482 2923 2329 2631 2128 1236 1177 3090 3158 3221
 3678 2493 3848 2623 1899 2608 1930 1235 1116  949 1110 2359  962 1422
  667  122 3623 3469 2196 2072 2904 1786]"
79,79,"[2752  555  962 3633 1191 1177 3171  669 1878  482 2858 3848 2128 2359
 3678 3521 2350 2623 2731 1116 1355 2842 2493 2631 3221 1235 2356  122
 2818 2611  457 1222   29  949 1930 2730 1110 1422 2608 2329 2309  915
  667 3469 2072 2196 3146 2904  526 1786]"
80,80,"[1347  949 3221 3521 1116 2730 3678 3848 1878 2356 3264 3474 2631 1195
 3133 3171 1231 2623  306 2072  964 2359 1211 3813 3467 3677 1191 1683
   29 2493  122  744  669 3469 3078 2842 1422 1259 1899 3029 2196  667
 1235  915 2329 2608  295  911 2904 1786]"
81,81,"[3097 2727 2842 1899  915 2128 3848  902 3810 2611 1299 1110 1191  289
 1271 3468 1116 3171  205 3466 2923 1796  926  970 3678 2730 1235 1616
 3521 2752 2608  667  555  669 1176 2982 1422 2857 2072 2356 2570 3754
 2818 2196 3469 1269 2904  295  592 1786]"
82,82,"[1242 3677 2128 3171 2024  949  935 3270  214  555 1948 1116 3450 3090
 2621 3178 1245 1075 3678 1176 3521  667 1177 1126 1231 2309 2842 2359
 3469 3712 2608 1448 3078 2818 1878  457  970 2389 2356 1235 2493 1422
 2709 2196 2335 2072 2395 2904 1786 2958]"
83,83,"[1271 3712 3029 2725 1191 1934 1110 1878 2359 1202 3171 2066 1188 3521
 3678  962 2939  482 3848 2842 1235 2982 1899 2128 2611  457 2207 3467
 2493 1261  915  667 3088 1116 2923 1422  479 1177 3677  904 2608 3469
  456 2196 2072 2904 1214 1786 1196  109]"
84,84,"[3935 1191 1188 2207 1211 3341 2676 2329  214 1912 1110   29 3521 3340
 3378 2818 1177 1878 2631  457 3848  627 3171 2493 3677 3712 2356 3633
 2128 3221  962 2623 3678 2842 3509  122 2359 1235  482 1116 2608  667
 3408  915 1422 3469 2072 2196 2904 1786]"
85,85,"[2205 3633 3171  910 1191  669  555 2359 3414 1418 1878 1796 1211 1098
 1934  457 3221  931 1302 2611 3090 3521 3677 3088 2623 2128  482 3678
 2818 2631 2493 1065 2329 1110  363 1116  122 2350 2676  915 2608 1235
 1422  667 3469 2072 2196 1720 2904 1786]"
86,86,"[2329 3928 1188 2752 1878 3171 3521 3090 2725 2923 1065 2730 2631 3677
 3221  289 1614  962  214 2128 1191 1116 3848 2356 2350  122 2623  921
 2359 1110 1418 3791 2842 1236  482 2175 2493 1235 1290 2608 1177 1422
 3469  667 2072 2196 2904 1195 1786  479]"
87,87,"[1236  306 2731 1191 3935 2207 2617  667 1211 3924 1279 3378 3928 2923
 2930  124 1188 1177 1948 2608 1130 3341 2128  122 1116 3088 3171 1207
  212  744 1235 3677 1222 3468 2359 1930 3791  921 3469 2493 1746 1197
 2072 1422  953 2196 2904  607 1786 2027]"
88,88,"[3280 1231  669 1177  289 1930 1075 3848 3677 3171 1934 2207  962 3221
 3521 3676 1683 1899 1878 3924  214  949 1191  482 2818 1110 1065 2493
 2631  457 2623 2128 2842 2359  122 1116 2350 3678 3088  915 1422  667
 2608 1235 3469 2072 2196 2904  732 1786]"
89,89,"[3341 3677 3171 3113 3468 2611  749 1948 2329  627 1899  669 3950 2283
 1912 1271 3633 1191 3848 1585 1082 1261 1913 3378 1930 1302 1116 2969
 2857 1222  245   33 3521  915 3469 3868  366 1804 3712 2175 2943 2493
  667 2196 2072 1422 2207 2904 2761 1786]"
90,90,"[1418 1299 2730 3171  212  122 3676 3088 1878  904 3133  910 3221  669
 1065  915  935 1146  944  962 3521 1116 1279 2350 2623 3677 2493  482
 2842 3678 2128 1422 2631 3848 2356 1110 2608  289 2329  667 3034 1235
 2818 2072 2196 2904  909 1275 3469 1786]"
91,91,"[ 964 1392 1553 3483  349 3070 2794  962 3469 2930 2865  915 2004 2571
  538 1360 3060 2397 2072 1188  305 3935 2493 3788 3066 3171  289 1082
 2005 3419 3521 2124 1422  356  904  804 1249 2196 2670 2762  949 1565
  169  740 1072 2803 2422  732 2904 1786]"
