,Element,Occurrence Count
147,147,"[2300 2079  950  968 1268 2196 2950  910 2493 2904 3653 2395 1232 1035
 3038 2207 2803 1786 1373 1407]"
148,148,"[1182 1202 2500 1239 3818 3071 1952 1422 2063 1251 1196 1065   33 2796
 1786  317  245 1248 3810 3577]"
149,149,"[ 526 2383  627 1943   57 2129 2818 2196 1268 1211 2725 2466 1422 2904
 1281 3509 3480  317 1786 3385]"
150,150,"[3097 2493 2907 2099 2196 1302 2904 2018   49  593 3209 1962 2676 1747
 1283 1202 1786  295 1287 3896]"
151,151,"[2128 1110  962 2493 2350 2329 2356 2623 1116 1235 2608 1422  915  667
 3469 2196 2072 1135 2904 1786]"
152,152,"[ 306 2608 2350 1302 2359  457 1116 2493 1878 1235  915  667 1422 3469
 2196 2072 2904 2958 1786 2761]"
153,153,"[2623  962 2608 3678 1236 2335 2715 2493 3469 2175 1422 2196  667 3088
 1911 2072 2598 2904 2857 1786]"
154,154,"[1783 1878 1116 2493 2623 2350 3678 3677 3088 2359  667  915 1235 2608
 1422 3469 2072 2196 2904 1786]"
155,155,"[3088  596 2328 3107 2608 2196 2072 1422 3521  376 3218 2358 2996  667
 3469  744  338 2904 2857 1786]"
156,156,"[3167   49  150 3521 1920 2196 1355 1196  902 2972 2904 2018 1422 3209
 2063 3266  993 1786 2857 1703]"
157,157,"[2493 2350 2842 3678 3677  457 2623  122 2359 1116 1235  915 2608 1422
  667 3469 2072 2196 2904 1786]"
158,158,"[ 744 2608 3677  212 1098 1197 2493  667 2723 1235 1422  962 3750 2623
 2715 3469 2196 2904 2072 1786]"
159,159,"[1211  962 2350  482 3848  949 1110 2623 2359 1116 1235  122 2608 1422
  667 3469 2196 2072 2904 1786]"
160,160,"[2493  261 3628 3818  427  903 2691  231 1207 3385 3113  909 1253  607
 1301 1197  264   16 1448 1786]"
161,161,"[2752 1225 1671 3818 3712  214 1191 3792 1912  122 2001 1422 1126 2005
 3469 2196 2072 2904  479 1786]"
162,162,"[3782 3504 1235 2329 3521  289 1261 2356 2493 2359 2072 2196  949  931
 1422 3070 1241 1377 2904 1786]"
163,163,"[1110 2676 2207 3677 1116  667 1225 2493  915  457 1422 2608 1912 1249
 2072 1096 2196 2904 2066 1786]"
164,164,"[ 555 2493 1065 2466  915 2072 1996 3469 2787  923  313 1221 1422 2196
 3701 2904 1260 1209 1135 1786]"
165,165,"[ 993 2247 1349 2996  647 1422 2904 2359 2160 3909 2858 2290 2173 2579
 1177 1096 2288 1257 3475 1786]"
166,166,"[ 482 2676  122 2842 3678 2329 2631  915 2493 1116 2359  667 2608 1422
 1235 3469 2072 2196 2904 1786]"
167,167,"[2359   29 1110 2493 1912 1116 3677 2623  457 1235 2350  667 1422 2608
 3469 2072 2196 2904 1096 1786]"
168,168,"[ 902 2608 3461 2196 3306 2904 3928 2796 2950 1948 1422  912   31 2323
  526  355 1218 1227 1786    0]"
169,169,"[1116  667 3088 3678 2608 1239 1269 2175 1235 1217 1422  122 3469 1177
  915 2196 2904 2072  540 1786]"
170,170,"[ 915 2842  457 3678  962 2359 2350  122 2623 1235 1116 1422  667 2608
  857 3469 2072 2196 2904 1786]"
171,171,"[2350  482  962  457 2493 3678 2842  915  122 1116 2623 1235 2608 1422
  667 3469 2072 2196 2904 1786]"
172,172,"[1275 3521  336 1422 3469  592  598 1255 3682 1234 1299 2350 1203  554
 1302 1703 1786 1207  902 1232]"
173,173,"[ 306 1188 2350 2359 3341  482  667 2608 1235 1225 3712 1422 1116 3469
 2072  857  456 2196 2904 1786]"
174,174,"[1272 3090 1206 1123  948  667 2332 2623 1672 2904 3128 2493 1422  347
 2196  264 1096 1786  526 3107]"
175,175,"[1191 2631 2493 1116 3467  962 2359 1065 3633  949 2608  667 1306 3469
 1422 1999 2072 2196 2904 1786]"
176,176,"[1116 3633 1110 1065 2631 2623 3791 2608  482 1235 1076  667 1422  259
 2072 3469 1197 2196 2904 1786]"
177,177,"[1116 1373 2623 2493  457 1211 1422 2207  667 1195 3469 1946  915 2196
 2329 1209 2072  899 2904 1786]"
178,178,"[1177 2493 1075 2128 2623 1273 2818 1261 2350 2608 1235  667  915 1422
 2359 2072 3469 2196 2904 1786]"
179,179,"[2730  962 1930  482 2493 1235 3678 1116  667 2608 3677 2359 2623 3469
 1422 2072 2196 2904 1192 1786]"
180,180,"[ 931 2818 3577 1222 1422  744 2359 1249 1269  540 3469  627 1516  528
 2904 2196 2072 2715 1786 1100]"
181,181,"[1422  222 2787  457 1082 1796 2072 2493 2904  355 3469 2196 2623 1264
 3577 1135 2395  317 1786  109]"
182,182,"[1952  667 1422 2359 2769 3469 2072 1236 2196 3088 3910 3434 1247 1177
 2207 2904 2185 1786 1229 3071]"
183,183,"[  29 2329  289 1899 2842 2356 2608 2493  122 3469  915 1422 2196  667
  587 2072 2904 1220 1195 1786]"
184,184,"[2359 1261 1235 3678  122 1065  902 1116 2493 3677 2207  667 2608 1422
  457 3469 2072 2196 2904 1786]"
185,185,"[3734 3924 2356  667 1096  627 3093 2608 2857 1422 2623 1197 1235 2196
 2072 3469    0 2904 1786 2570]"
186,186,"[2608 2018 2063 3202 1302  777 1422 3678  667 1593 2196 3577   29 1235
 2493 2356 2711 3469 1786 2904]"
187,187,"[2493 2623  555  962 2730 1065 1135 2611 2608 2359 2356 1422 1235  667
 3469 2072 2196  915 2904 1786]"
188,188,"[2631 1110 2842 2359 3677 2623 2350  457 1235 1116  122 2608  667  915
 1422 3469 2072 2196 2904 1786]"
189,189,"[2350 2608 3678  667 2072  289 1116 2818 3469 3089 1236 2803 1249 1188
 1244  857 1422 2196 2904 1786]"
190,190,"[2175 1116 2842 3677 1796 2493 3678 2623 3088  915  667 1235 2608 3469
 1422 2196 2072 2904 2857 1786]"
191,191,"[3090 1292 3468 3712   33 1422  740 2066 2196  627 2493 2738 1225 1786
 2904 2328  317 1302 3147  526]"
192,192,"[2207 1282  306 3195 1263  932  667 1422 1236 2196 1302 3469 3071 2904
 2072 2299  912 1616 1786 1232]"
193,193,"[2128  962 1235  949 2623 1116  122 2676   38  667 1422  627 3469 2422
 2320 2072 2196 2904  915 1786]"
194,194,"[1212 2500 1422 2967 2356  540  366 1413 2871  295 1223 1088 2114 1222
 1268 3910  355 2904 1786  592]"
195,195,"[1116 2608 3678 2730 3677 2359 2623 2631  915   29 3480 1422  667 1235
 3469 2072 2196 2904 3896 1786]"
196,196,"[ 457 2128 1177 2842 2493 2350  482 1116 1235 3677  667 2608  915 1422
  592 3469 2072 2196 2904 1786]"
197,197,"[3450 1422  910 2946 1301 2196 1225 2904  952 1579 1196 3947    0 1281
 2136 2193 1786 1609  259  109]"
198,198,"[2359 1110 2072 1146 3677 3469 1422  540 2493 2196 1440 3526  915 2904
 2027  588 2290   72 1786  911]"
199,199,"[2730 2128 2359 2356 3677 1058  962 2623 2842  915 1110 1422  667 1235
 3469 2608 2196 2072 2904 1786]"
200,200,"[2623   29 2493 1188 3678 1116 1731  306 2350 1236  915 2608  667 1235
 1422 3469 2072 2196 2904 1786]"
201,201,"[2796 3172  252 1671  245 1218 1357 2356 2027 1230 2904 1306 1249 2889
   46 1786 2328 1703  355 1286]"
202,202,"[1225 2128 1392  962 1222 2493 1116 2608   31  555  667 2818  915 1422
 2072  592 3469 2904 2196 1786]"
203,203,"[1197  427  528 1930 1216 2493 1422 1916 3450 1249 2904 2762 2196 2627
 1241  904 3503 1239 1786 3554]"
204,204,"[ 110   49  457  915  950  667  904  902 2072 2359 1235 1422 1211 3469
 2196  932 2904 1303 1786 1306]"
205,205,"[1176 1878 2180 2329 2623 1116  457 3678 2608 2359 1235 1422  667 2072
 2730 3469 2196 2904 1786 2570]"
206,206,"[2842 2359 2128  482 2350 3088  457 1116 2623  915  122 2608 1235  667
 1422 3469 2072 2904 2196 1786]"
207,207,"[ 667 2631 3633 2072 1241 3924 1065 1360 1088 2196 3469 2608 2359 1218
 2323 2787   49 3701 2904 1786]"
208,208,"[2359 3791 2493 2128  667 1116 1110 1235  457  122 2608 1422  214 3469
  915 2196 2072 2904 1786 2705]"
209,209,"[2359  122 1930 3677 1934 1235 2493 2608  212 1116 2350  667 1422  915
  352 3469 2072 2196 2904 1786]"
210,210,"[2676 1191 2623  122 1098 1116 1235 3088  949 1720 3509 1211 2608 1422
 3469  667 2196 2072 2904 1786]"
211,211,"[3469 2329   10 1225 3088 1202 1290  915 2608 1422  526 1235  667 2072
 2196 2904  379 1786 2796 1572]"
212,212,"[ 962  482 2359 3678 1110 1116  915 1235 2623  122 2608  667 1422 2320
 3469 2072 2354 2196 2904 1786]"
