,Element,Occurrence Count
58,58,"[1894 1893  754   24 1307 1355  403  467  448  286  414  177   61 1494
   13 1730  302 1199   26  274]"
59,59,"[2023  247  629  473 1901  113 1401  393  160  594  109  253  256  133
  110   37   99  618  681  713]"
60,60,"[ 384    7 1582  382  619  315  385  726 1918  380  373  199 1244 1421
  379 1286  370  311   82  195]"
61,61,"[ 155  497 1288   98  147   40  835  436  133  134  605  645 1014  629
  326  488  470  272  288 1009]"
62,62,"[ 167  154  189  187   82  329   29  673 1943  370  315  188  604  158
   34 2010  195  194   47  824]"
63,63,"[627 759 196 145 496  38 272  17  82 128 115  40 195 133  58  12 116 114
  63 134]"
64,64,"[110  30  58 277  37 325 115  34  63 305 933 160  17 114  29   7 296 116
  82 120]"
65,65,"[ 405  370   58   31  379   47  315  116  378  198 1247  410  654   82
  145  404  411  133  134  407]"
66,66,"[  88   28  400  274  489   13   77   67  153  481  403 1051 1296 1205
  442  788   78 1204 1569   65]"
67,67,"[  40  335  466  788  236 1040 1127  298 1248  128 1189  376  681  113
  108  455   15  278  247  227]"
68,68,"[1073  629 1005  206  264    2 1405   62  338  340  688 1589   97  348
 1933  354   86  594 1287  749]"
69,69,"[ 668  512  177  180 1310  311  108 1147  323  181   82  919  667  178
  713   29  666  284  380  654]"
70,70,"[ 646  327  394  708  381  701  660  365    7 1175  712  593  162  659
  157 1126  661  653  662  160]"
71,71,"[1313  713  468  600   99  393  247   72  588  133  401  618  980   37
  113  253  108  109  110  681]"
72,72,"[1033  807  133  134  503  829 1156   58 1370  828  823  397  942 1430
 1443 1441 1632  272  114  116]"
73,73,"[ 218  338  258  206   45 1646 1178    7  905  340  371  189  208 1074
 1609  691   14  203 1589  699]"
74,74,"[ 160 2792  853  851  300  303 1574 1088  296  305  858 1312  776  299
  493  223 1103  852  301  842]"
75,75,"[249 341 108 114 235  45  50 223 158 263 396 747 206  17 278  58  47  22
  14 214]"
76,76,"[1915 1911 1901 1367  171  662  174   29  378  382    7  389  713  167
  169  654  512  380 1421   82]"
77,77,"[ 439  257  449  109  980 1901 1110 1373  591 2023 1519  600  107  300
  618  588  247   24 1401  681]"
78,78,"[ 208  115 1272  421  988   47  194  195  258  116  120   14 1603   34
   29  416  691 1609  114  203]"
79,79,"[134 852 681 978  99 223  72 692 483 120   2 459 296 299 915  22 300 160
 110 305]"
80,80,"[1302  416 1006  415   12   67   49  754  153  317 1602 1001 1178  310
  177  400 1290 1905  274  785]"
81,81,"[270 595 697 353 101 934 367 189 272 364 397  86 339  97 459   2  60 366
 354 688]"
82,82,"[569 870 778 775  63 800 134 642 474 554 506 155 490 996 514 641 194  40
 639  12]"
83,83,"[421 470  12 147 195 313 128  58  82  63 120 930 115 272  40 759 787 116
 751 114]"
84,84,"[ 196  348  677  134 1386  311  170  386  121 1452  370  195  726    7
   47  623  373  315  378   82]"
85,85,"[  17   13 1254 1196  203  305 1315  376  113  110  158    2   47  195
   82  296   34  514  108   29]"
86,86,"[1267  133  791  497  288  464  325  436  118 1014  793  277  138  470
  870   74  789  629  451 1590]"
87,87,"[ 314   45 1929  400  489   42  206  297   11  274 1290  108   65  356
 1051   17  214   14   61   47]"
88,88,"[158 296 134 214 336 146  50  38  63 206  29 115  14 116  58  47  45  12
 114  17]"
89,89,"[ 184 1082 1310  775  803 1551  675 1618  503  564  540  585  377  322
  522  323  983  457  685 1391]"
90,90,"[ 957 1041  273   32 1186 1211  425  489  125 1311   59    4  656   35
  417 1050  113  422  376  427]"
91,91,"[ 108  296  190  625  672  188  651   82 1818  824 1399   47  194  189
  187  674   34  195  604   29]"
92,92,"[ 627 1971  499  801 1174  797  585  143  576 1024 1576  810  136  652
  478  539  522  514  800  131]"
93,93,"[ 163 1658  510 1660  132  751 1637  421  762 1303 1306  492  897 1283
 1662  763  900 1528  899  770]"
94,94,"[ 610  618  160  162  564 1975  157  713  133   47   72  117 1076  775
  975  401  473  684  681  110]"
95,95,"[236 933  72 278   2 114 110  97  18 108 344  17  58 335 120  22 118 214
 115  86]"
96,96,"[ 730 1514  788 1800 1181   80 1177 1182 1001  758  427 1185 1178  152
  445 1561   13  990  274 1186]"
97,97,"[ 73 978 421  47 898  12 145 116  58 196 911 964 463 645 409 407  35 770
 134 133]"
98,98,"[ 311  315  300    9   82  336   14    7   38  195   12  296  372   44
  619   11   47 1929  370   45]"
99,99,"[ 499  542  805 1059  141  540  143  377  804 1075  539  319  457  117
  660  478  514  576  145  522]"
100,100,"[ 539  942  377  801  145  142  407  865  556  571  634  508 1436  522
  499  542  505  540  478  514]"
101,101,"[ 466  376  681 1014  203  371 1830 1801  449  623  931 1040  604   82
 1272  315  334 1311  155   77]"
102,102,"[ 136  584  328  660  627  528  805  635  377  522  539  944  143 1470
  942  617  631  478  803  145]"
103,103,"[ 394 1282  652 1175  713  327   29  701  155  161  659  653  658  160
  604  158   47  162  593  157]"
104,104,"[ 134  869  787  464  436  451  115  759  470  277 1014  116  629  147
  325  313  933  155  272  120]"
105,105,"[   2  376  347   57   40  110 1721  282  277  247  681 1262 1401 1483
   26  466  449  279 1272   77]"
106,106,"[1254  427 1341   13  426   69   83   59 1302 2355   54 1186  788   67
  760 1645 1335   49   65  895]"
107,107,"[1383  236  916  677  770  196   35 1091  704  911  145  348 1452   58
   21   47  978  133  407  134]"
108,108,"[ 417  376  171  656  427   40  128  423   59  425   35  296  445  113
  146   24   12 1193  125    4]"
109,109,"[  47  227 1441  203   12  573   63  206   48  400   45  830  258  382
   14 1422   17 1139  208 1151]"
110,110,"[  60  120  588  109   86 1749   18  110  618  345   45  681  133  271
  688   22  335  437  298  473]"
111,111,"[  13   31  445 1002  515 1905 2920  177  203 1179  403 1990  730 1001
 1802 1182 1006  194 1177  729]"
112,112,"[ 585  514  721  168  805  840  804  539  986  327 1369  942 1394  478
  407  503  522  542  499  540]"
113,113,"[  33  449 2551 1129  500  998  531  847  517  848 1562  493  639 1339
  854    3   36  504  299   23]"
114,114,"[ 121  195  726  625  677   82  378  770  386  645  315  654  916  724
  407  196  311  133  134 1452]"
115,115,"[ 385 1386  381  382  199 1421 1399  654 1918  195  674  677  311  170
  379  989  380 1584  619   82]"
116,116,"[ 593 1657   12  163  187 1663  180  986  900 2291  492 1664 1024 1218
 1666  770 1674  912  585  421]"
117,117,"[ 373  417  423   47  114  315   34  158   63  713   32  422 1050  146
  296    4  376  128  113  108]"
118,118,"[ 515  853 1339  485  668  855  849    3  299  304  282  160   31   23
  848  305  493  852  300  483]"
119,119,"[ 894 1188  400 1454   48   11   61 1717  203  207  152  758  206 1254
  469   44   13 1929   14  314]"
120,120,"[ 366  868  451  522  147  316  155  713  501  508   40    4 1022  134
  874  627  496  770  272  133]"
121,121,"[ 803  944  818 1642  809 1068  823  812  635  831  617 1430  540  637
  634  940  573  942  581  407]"
122,122,"[ 682 2344  638  958   69  208   32  656   45 1697  611  930   14 1302
  787   38    9   63  400   48]"
123,123,"[ 396   60   86  321 1073  364  688  235  118  437  747 1549   45  918
  344   72  678  214   18   22]"
124,124,"[  70  313  130 1212   63  148  150  786   98  759   17   40  751  120
  114  227   58  787  116  115]"
125,125,"[  24  284 1263  445 1327    7   21 1264  710 1893  105  773 1472  240
  370   47  279 2470 1235  455]"
126,126,"[   7  227   12  311  115  380  514 1286  379   47   17  196  116  370
  134   58  195   82  315  114]"
127,127,"[ 359  152  133  116   73  134  408   47   58  409 1020  445  964  770
  403  911  898   21   35  463]"
128,128,"[ 620  775 2020 2069 1840 1617  207  313 1005 1059 2261  310  208 1647
  320 1759  400 1589 2752  699]"
129,129,"[ 133  792   58 1212   98  116  864  325  430 1014   40  120  629   70
  272  470  134  464  451  463]"
130,130,"[ 225 1544   62  742  175  108  388   86  330   47   84  398  915  206
 2249  296   14  336  387  375]"
131,131,"[613 931 188 296 956 436 269 520 394 253 160  35 425 958  37  32  76 656
 957 171]"
132,132,"[ 214   14  189  684  381  688   29   60  345   50   45    2   47  401
  605  698   72 1133   97    1]"
133,133,"[942 866 634 685 323 631 143 499 514 540 377 457 805 508 803 539 542 522
 478 145]"
134,134,"[ 972  342  323 1597  669   34  184   15  671  188   29  675  670  884
  369  187  108  189  194  186]"
135,135,"[ 458  697 1404 1685  909  111 1074 1053  437 1062  571  165  954  545
  934 1061  367 1564 1412  276]"
136,136,"[1011 1642 1616 1647  299  866 1074  134  189  698 1589 2506  203   14
  145 1136 1273  874  338  905]"
137,137,"[227  15 682  97 340  47 336 396 258  48 207  45 749 208 206  50 259 203
 737  14]"
138,138,"[432 497 430 116 241 451  58 642 150 447 759 114 132 751 130 128  12 930
  63  40]"
139,139,"[1806 1185 1254 1001 1894 1196 1990 1601 1180  152  203  990  445 1181
 1177 1182   80  177  730  729]"
140,140,"[ 788   29  218  338  177   47  128  421 1074  148  698 1272 1645  691
 1196  416  445   14  145  203]"
141,141,"[364 398 589 247 134 160 296 263 169 236 188 394 393  47 256 186 269 114
 253 348]"
142,142,"[508 457 496 326 137 131 685 478 632 277 316 321 627 145 522 117 514 134
 138 133]"
143,143,"[ 22  86 335 316 699 120  45 681 683  47 110 698 300  60 258 189 905  29
 691  97]"
144,144,"[1310  168 1817  972  663  715  716  512  661  180  713  717  389  178
  174  167  172 1367  662  171]"
145,145,"[ 448   92   77  445  558  613   26  441 1191  449  442  453  489  312
 1290   71  273   13 1893  403]"
146,146,"[ 153  400   14  319  114  227  263 1195  101   50  110   45  274   63
  353   47  208  336   58   17]"
147,147,"[2753  642    4 1487  787  420   16  436   63  470 1259   64   40 1047
  432   25  283  130   98   20]"
148,148,"[  63  120 1776  787  416   45   14  116   48  310   12   38  759   50
  114  207  206  400  203  208]"
149,149,"[  57 1252   12  108   50   63   47 1051   17  788  110 1195   65   14
 1454 1730  427   55 1390 1263]"
150,150,"[   5    2    7   82  117 1058  288  306  610  693  468  681 1386  289
  401  634  564 1280   40  105]"
151,151,"[393 146 618 356  37 100   9 188 589 186 167 253  34 108 158 223 113  47
 394 296]"
152,152,"[ 654  381 1452 2541   14 1582 1315  169    7  379 1421   60  380  619
  677  315  158   82  311   47]"
153,153,"[1816  177  663   82    7  512  175  661  341  168  713  716  389 1367
  169  174  171  167  662  172]"
154,154,"[ 296 1865 1428  962 1421  527  541 2106 2094 2129  146  702  373  110
 1566 1884  113 1149 1157 1107]"
155,155,"[ 172 1901  166  177  389   82  664  713 1915  378 1817  108    7  171
  660 1911  167 1147  661  662]"
156,156,"[1020  991 1009  125 2606  639  393  681  588  713  100  473  239  219
  775 1110  629  133 1374  971]"
157,157,"[  38   14   45   11   44 1601  729 1178  400  414 1001 1290  310 1177
  152   12  203  177   13  274]"
158,158,"[ 188 1126  195  975  194  593   29  315   58  167   34   82  394  604
  370  162  160  157  158   47]"
159,159,"[770 404  73 898 236 677  82 409 978 315 348 196  58 116 145  35 407 133
  47 134]"
160,160,"[2171  422  344  400 2258 1724   14  264   73   62  611 1040 1039  158
  125  146  425  257  955  656]"
161,161,"[ 672   34  406   82  311 1726  670  194  824  673  884 1943 1597  669
 1477  675  189   29  108  187]"
162,162,"[ 187  666    2 1547  468  670 1408 1080  247  401  866 1407 1055  634
  119  277  797  632  564  117]"
163,163,"[1204  449  152 1001   70   57   26 1189 1193   80  274   77  177 1311
 1211   59   24 1569   65  788]"
164,164,"[ 416  639  207   71  656  146  400  125 1195  148  425  894   73  312
  754   14  755   35   12  421]"
165,165,"[ 751  207  759  278   47  118   12  219  786   25 1263  312  236   73
   13  243   71  758   63   14]"
166,166,"[ 196  134  677   82  916   58  386 1386  378  623  311  315  372  407
  373   47  359 1079 1141  704]"
167,167,"[ 376  957  958    9  422  613 1047  656 1171  604   27    4  520  497
  639   35  486   76   32  171]"
168,168,"[930  40 194 206 612  73  63 146 422 416  98 498 787 171 428   4  35 376
 130  32]"
169,169,"[ 785   50  336    8   13  153   63   51   12   14  314   11   45   17
  152   47  274 1290  310  400]"
170,170,"[1745 2171  955  229  203  212   34 2929   48  296 2021   14 2195  208
   50   45 2264  226  336  606]"
171,171,"[1006  758 1990 1002  834 1196  729 1179 1181  745  730  194 1180 1178
 1177   80  177 1001 1182  203]"
172,172,"[  82  203 1990 1196  314 1302  274 1340  455 1254 1375  623 1001 1347
 1180 1905 1177 1601 1182 1178]"
173,173,"[ 147  694  522  323  319 1590  120  321  277  131  488  116  133  628
  134  316  627  272  629  145]"
174,174,"[ 128   82   14   44 1264 1472   29   50  195  758  206 1180  834  416
  745 2083   47   45  203  194]"
175,175,"[ 969  965  535  543  962  583  488  516  124 1022  510  291  501  484
  444  648  959  961  552  139]"
176,176,"[ 127  470 1568  644  621  794  868  128   12  641  155  788  139 1009
  996  130  642   86   40  194]"
177,177,"[1893 1356  849  346   36  449   24  497 1355  448  515  305    3 1555
  300  299 1484  282   26   21]"
178,178,"[1642  845  642   73 2223  777 2436  501  128  877 1446   40  751   25
 1444  416  648   63  703    4]"
179,179,"[  48  206 1722  726  994 1252   44  373  315 1717 2305   50  208  336
  203   45  226   14   47  623]"
180,180,"[1458 1022  484  510  543  492  520 1242  958  288  436 1045  281  535
  501  959  648  139 1047  488]"
181,181,"[ 618   72  692 1076 1080  690  133  480 2023   37   99  110 1082  684
  521  111  473  269  253  393]"
182,182,"[1195   35  158  315  312  379   72  604  381 1041  651  327  455 1178
 1592  677  345  161  155   47]"
183,183,"[282  13 504 854 776 403 305  24 485 849 453 299 852 194   3 848  23 493
 449 847]"
184,184,"[328 407 631 514 499 377 542 539 143 634 685 117 321 803 540 478 576 457
 145 522]"
185,185,"[1592  162  327 2182  651  154  653  163  394  158  646   82  652  160
  604 1593  155  157   47  593]"
186,186,"[   2  591   43  161   45  348  278 1839  214  206  344  268   72   84
  745   47  347  349  266  345]"
187,187,"[ 378  174    7  175  180  654 1596 1817  172  713  382  169  661 1367
  663   82  168  177  171  662]"
188,188,"[ 160  155  704  646  145  658  652  154  121   47  916  126  653  124
  651  327  157  604 1593  593]"
189,189,"[  17   73   74 1350   58  336   86  128  649  430   38   47 1195  548
  146  421   12  312  148  400]"
190,190,"[   4  154 1967  223  327  501  155  162  269  321 1790  394   22   72
  593  158  653  604  157   47]"
191,191,"[ 336  214   12   63  110 1418  134  194   17  116  299   32  114  689
  353   25  115  120   58   86]"
192,192,"[ 209  990   14  356  445 1001   47 1196 1263  216  387   89  454 1223
 1193  375  107  223  152 1199]"
193,193,"[1055  980 1078  247 1080  111  300  269 1565  160  480  604   72  686
  373  468  110  692  564  651]"
194,194,"[ 140  998  114 1394  119 2514 1436  627   86  407  777  477  134  233
  133  272  514  137  397  251]"
195,195,"[ 396 1254  206  116  682 1178  758  258  115 1196  314  114  207   47
  152   29  208   50   14  203]"
196,196,"[ 930   72   74   63  398   45  345   97  118   58  263   14   76  214
  236  348  206   73   47 1418]"
197,197,"[ 556  871 1695 1436  865  145  540  377  803  505  488  327  571  685
  528  478  321  542  557  522]"
198,198,"[1760  584 2020 1320 1136  524 1496  367  440 1086 1412  397 1759 1118
 1053 1396  564  802 1077  697]"
199,199,"[ 327 1892 1282  710  708  646  659  660  712  713  158 1126  653  593
  157  171  162  167  394  160]"
200,200,"[ 256  610  109    2  277  600  335   32  113  253 1248  980  681  298
   47 1313  247  110  376  108]"
201,201,"[ 528  685  119 1391 1850  660 1760  407  873  631  557  803 1116  571
  634 1572  584  377  944  635]"
202,202,"[ 704   45 1553  271   72 1011 1759   99 1053  189  354  697 2126 1563
  687    2  343  688 1550  339]"
203,203,"[ 721  514  940 1117   50 1430  573  637  116  942   14  407  581  830
  134  336   45  778  782   86]"
204,204,"[ 146 1907  765 1643  621 1254  375 2303 1305  760  894 1186  419  785
  756 1180 1601 1178 1561  754]"
205,205,"[ 373  916  121  311  654   63   40  724 1445  327  385    4  777  134
  770  407  645  726  409  133]"
206,206,"[ 145  898 1383  645  359 1452  677  916   47  407  911  978  196  964
  409   35  315  134  770  133]"
207,207,"[ 897  751  874  691  203  338  194  758 1264   29  759  894  416 1196
   14   63  148   12  421   40]"
208,208,"[ 394  167    7 1419  365  659  709  166  708  165  171  701 1282 1126
  712  710  160  660  661  662]"
209,209,"[1850 2216 1470  143 1551  617  803  947  944  637  377  584  635  631
  166  942  660  576  938  812]"
210,210,"[ 196   47  348  409   35 1660  340  704 1402  116  645  463 2588  916
  134  359  133  770  911  898]"
211,211,"[ 958  111  594  520   76 1041  110  647   32  588   72  113  629  253
  473   35  376  133 1313  393]"
212,212,"[ 133  971  980  775  253  618   37  521  269   72 1313   99  588  393
  110  160  113  247  681  300]"
213,213,"[ 696  775  952 1076  164 2610 1055  184  702  564  983  692  527  503
  549 1565  157  718  804  928]"
214,214,"[ 407  501  316  134  942  397  309 1394  713  496  874  499  478  627
  540  542  522  805  133  503]"
215,215,"[1050  418 1186  473  618  113 1212   65  681  497  125  489  171  417
  425  441  427  146   35  656]"
216,216,"[196 195 311 153 208 336  17  29 315 158 134  35  14  73  63  12 116  82
  58  47]"
217,217,"[2463  668  178  284 1147  108  672  323  654  181 1310 1023  669  670
  183  180  972  666  184  667]"
218,218,"[ 653  710   35  978   21  658 1723 1593  381  327  160  162 1452  311
  659  704 1282   47  157  593]"
219,219,"[ 130   32  930   73 1170   76   98   55 1264 1041  647   64  128  787
  194  279 1040  283   40  376]"
220,220,"[2711 1603 1074 2506  595 1616 1761  189 1609  874  699  905 1011 1136
 1589  338  698 1272 1273  691]"
221,221,"[572 554 996 779 523 474  25 818 778 136 801 782 639 551 800 775 781 514
 777  12]"
222,222,"[ 187 1080  866  468  909  117  840 1055    2  564  138  277  686  632
 1078  634  401  999  110  458]"
223,223,"[  14 1315  376   29 1040   58  146  113  195   45  108  128  158   25
  169  345  315   82   47    7]"
224,224,"[ 623  606   63  267  161  207 1717   39   47 1183 1454  310   50   48
  208  400  314  206  203   14]"
225,225,"[ 958  128  436  486   64  611 1041   25   16  497   73   32  130 1050
  171   76  376  422   35    4]"
226,226,"[ 323  972  919  177  389   82  668  666  667  183  284  180  713   29
  512  178  380  654 1367 1310]"
227,227,"[ 726  198  145  379 1079   58  724 1452  170   47  386  373  315  380
  195  677  196   82  311  654]"
228,228,"[ 365 2426   45 1553  406  352 1820  339 1759  697 1060  331  541 2020
  695 1077 1549  189 2471  371]"
229,229,"[ 286  552  288  510 1356 1047  868  284  959 1471  140  289  484 1330
  495  924  777  139 1022  501]"
230,230,"[194 424 496 794 416  63 870 996 713 128 114 130 868 133 642 272  12 155
 134  40]"
231,231,"[ 404   37  589  233   72  681 1519  618 1110  300  393  256  238  269
  113 1418  247  253  186  394]"
232,232,"[ 300  299    3  305   36  776 1199   13 1494  849  467 1484   24   19
 1307  449  448  408   21   26]"
233,233,"[  40 1263  310   21  345   11   58  214   71   38   14   12  278   25
  400  336   47   50   63   45]"
234,234,"[1289  416  247 1039  955   24  186  125 1237 1020  971 2175  269  486
  315  639 1374  644  394  239]"
235,235,"[  73  396  115 1050  214   34  236  656  108   50   47   58  312  370
  296    4   14   22  223   35]"
236,236,"[ 588 1140 1058  952  491  696 1565  458  702  980  111  401 1078  527
  718  692  468  978  110  564]"
237,237,"[1261 1906 1717   74 1473   83  264  297 1170 1389 1336 1205   42   16
  475 1051   78 1294 2258 1454]"
238,238,"[ 38 416  32  12 375 158 422  34  44  61 274 146 113 296  63 376  47   4
 108 128]"
239,239,"[628  40 508 115 924 138 451 316 120 868 514 642 627 869 133 496 629 134
 272 277]"
240,240,"[ 134  496  870  868   40 1021  272  765  495  713   90  770  996  366
  644  642  147  133  645  155]"
241,241,"[733 195 134 393  58 113 423 296 128 146 133  17 116 130 114  38 514  63
  40  12]"
242,242,"[  37  146  108  394 1171  611   73  681    4 1050   24  425  422  128
  618   32  376  656  171  113]"
243,243,"[988 755 195 366 272  58  25 416  90  63 243  40 134 114 133  71 758   4
 397 116]"
244,244,"[ 130  147  463  868 1372   63  430  787  151  272   40  642   98 1212
  470  451  436   74  497   28]"
245,245,"[  27  108  253   34  931 1050  656   32  223   35  300   37  613  422
  376   76  171    4  113  296]"
246,246,"[ 758  335   57  338  218  206  396   13  214   77  314   61   22   50
   44  283  278 1472   45   14]"
247,247,"[134 147 451 436 930  58  98 148 155 272 759 751 130 116 277 115 120 114
 787  40]"
248,248,"[ 316  137 1055  110  526  143  289  111  978  685  458  326  277  117
 1080  401  468  630  866  632]"
249,249,"[ 378  911  407  359  978  988  315  196 1452  236   58   21   35  898
  645  116  463  770  134  133]"
250,250,"[  58  110  120 1571  700 1545  134 1146  272  704  133 1149  496  373
  116  123  503  145  457   86]"
251,251,"[571 805 585 916 329 499 634 540 942 328 133 576 627 478 407 145 514 539
 804 522]"
252,252,"[ 58 330  14 206 356  22 297 161 341  17 209  50 742 396 216 261 214 223
  47 235]"
253,253,"[ 900  770  894  151  901   12  899  548  148  425  897  889  649  898
  760  312  421  171  248 1301]"
254,254,"[ 397  628 1348  377 1047   55  436  120  116  134   17  428  787  171
    4  130  110   63   58   86]"
255,255,"[ 660  457  685 1032 1591  557  542 1470 1075  528  803 1059  328  576
  617  584  631  321  145  522]"
256,256,"[ 137  691  189  397  697  627  248  133  145  120  116   86  272  114
   29 1603  366  514  874  134]"
257,257,"[ 595  473  321  628  120  137  685  277  134  459  272  110  508  496
   22 1549   47   72 1313    2]"
258,258,"[400  48 134 115 158 389 348  82 206  50  17  45  58 208 116 336 203 114
  14  47]"
259,259,"[1852  309 1024  540  916  328  143  581  557  637  571  944  617  573
  377  407  635  803  634  942]"
260,260,"[ 327    4  157  866 1589  718  505  585  685  468  291  321  522  508
  573  501  571  527  542  503]"
261,261,"[ 940 2549 1448 1632  815 1033  821  722 1156 1430 1068 2235 1642  829
  823 1441 1443  813  828 1370]"
262,262,"[1401  247  629 1050  171 1418   37  108    4  486  393  256  681 1040
  618   32  253   76  376  113]"
