,Element,Occurrence Count
26,26,"[ 151  777   39  776 1236 1561  894  895   71  639 1181  427  514   13
  414  148  203  760  774 1177  641  128 1211  281  418  455  152  785
  758   38    4  996   40  751   27  310  788 1001  486 1178  754  400
  421  416   63  729  432  177   25   12]"
27,27,"[  35 2439  206  332   50   24  350  273  334   26  337 1040   42  114
  345  278   44 1195   32   16  108  442  348   58   29   22  171    4
   63  235   73  356   30  236   61  128   14  758  169   13   77   25
   47   65   71   84  398  214  341 1127]"
28,28,"[ 932  118 1217  797  114  642  424  528  478  117  326  141  805  313
  115  327  451 1470 1590  138   17  464  131  933  628  694  120  116
   58  137  632  685  514  869  631  522  323  325  508  629  322  319
  133  277  321  272  316  627  496  134]"
29,29,"[ 341  249 1861  918 1373  189   15  169 1224  742  389   48  167  208
   18   72  118  345   58   56 1223  206  330  337  158  209   60  203
   84  606  205  223   17   22  278  297   14   29  347  356  336  396
  161  108  261   45  214  235   47   50]"
30,30,"[ 425  639  113  520  417    4   32   37  160  428 1049 2504  427   35
  393 1313 1328 1125  473 1042 1110  991 1043 1044  273  466  402 1456
  971  282  171  588   79  498  681  486   76  510  958  931  488  449
   27  376  110  281  436  288 1047   24]"
31,31,"[ 123  332  195  235  394   48  335  120 1245  227  375 1272  330  387
  214  396   82  356  370   58  416  274 1263   45  243  169  336  167
  737  115  107  207  296  113  158   50   84  258   15   34  116   47
   29  988  208  206   14  114  108  203]"
32,32,"[ 102  171   88 1214  116 1293  649  897  680  376   40  451   32  272
   29  895  442 1384 1266  762  396  489  787   98    4   97  894  448
   65 1277  759 1301   16   73 1271 1269   12  421  436   22  148  312
  898   78   74  151  248   71  283  760]"
33,33,"[  45 1130 2615 1458   63  897    9 2095 2560  966  551  535 1121 1049
 2437  844   32  484  968 2130  967 2605 1359 1428  961 1446  857 2622
 1318 1696 2435  552  959  144  578   35  444 1506  963 2180  583  964
  648 1317  965  567   41  962  969  580]"
34,34,"[2245 1254 2156 1340 1454  400  152 1364   47 1290  332  988 1263  206
  264 1195   65  278  235  203  218 1716  261  758   39 1701  398 1199
  341  214   89  330   62   66  734 1295   17  274 1373 1353 1127   14
 2246   61  108 1361   13   84  314 1270]"
35,35,"[ 326 1606  885  300  682  697  188  595   97  713 1603  243  698  680
  296  123  134  396   60  322  133  988  256  694  458   29  699  869
  759  477  316  313  628  115  137  353  270  874  277   68  683  258
  325  366  114  116  691  933  120  272]"
36,36,"[  27   24   12 1721  532  468 1055  797  393 1401 1110  298  909  288
 1543  401  272  448 1272  138  113  247 1405   65 1313  335  610   40
  588  128  980  971  282  686  289  333   77  281  632  464  236  376
   26  681  449  458 1080    2  277  110]"
37,37,"[ 112   72  657  347  666  532   77  294  278 1049  286 1403  277 1736
  335  331 1912  138 1544  288  276  333 1405  651 1287  376 1080  289
  524 1320  588  247  491 1055  401  108 1280 1078  681 1086  686   47
  298  468  110  564    2  980  610 1313]"
38,38,"[ 208  182  884  158 1492  382  284  713  170  327  195 1503 1420  181
  311 1063  668  157  188 1386  177  512 1064 1916  167  670   47  183
 1422   82  180  108  724  323  184 1367   29 1421  179 1310   15 1147
  389  178  380  666  186  654  972  667]"
39,39,"[ 479 1188 1454   45 1211    9 1569   88   11 1290  751   61   14   38
 1561   50 1178   59  314 1212 1389   51  374  758  421   58   71 1051
  786 1252  152 1730  754   17  310  415  153 1387  414  336  427 1195
  788   65  638  400  274   13   63   12]"
40,40,"[1011  134  632  851  593   58  404   13 1630    2  375  600  115  236
  278  775   63 1628  303  208   34   40  300  223 1263  203   14  522
   65  909  514 1434   12   50  113  114  277   29  336 1412  247  866
  187  876  296  108  305  875  299  110]"
41,41,"[1436  795  327  652  694  478  323  797  869  120  539  769  430  522
  322 1242  675  326  794  288  328  685  137  632  155  514  868  870
 1028  289  505 1452  133  134  451  147 1014  508  801  316  628  511
  277  627  496  924  272  642  325  645]"
42,42,"[ 665 1422  670 1595  717   82  323 1842  663  165  176  972 1503  664
  108 1901  669  365  174  507    7  389  380  169  919  715  166 1310
  168  713  184  666  179  512  177  284  667  341 1817   29  172  178
 1911  660  167 1147 1367  171  662  661]"
43,43,"[ 151   44  551  744   27  776  754  788  874  432  548  774   13   40
  778  113  449  300  875   26  561  453  909  299  486  114  800  248
  507  905  514   38  194    4   25  897  148  506  146 1305  751  171
   63  425  474  758  894  312   12  421]"
44,44,"[ 133  582 2590 1233  971  594 1047 1328  618  693 1901  616  111  439
  306  247 1646 1194 1055  108 2602 1401  290 1049  113  282 1080 1046
  647  276  600  273  288  376 1048  610 1314  588  401  491 1058  564
  466  110  681 1313  298 1078  980  468]"
45,45,"[1466  421 1629  168 1842  906  187 1528  677  912  367  510 2776 1672
  585 1659 2053 1534 2062 1464  248  986   41 1083 1668 1527  876 2084
  983 2733  905 1523  916 2291 1024 1153 2349  593 1532  143 1218 1817
 1628 1670  884 1467 1463  885  883  875]"
46,46,"[  38  489   67  296  146 1717 1290 1127   55  208  396  274 1929 1263
  128   71  758  330 1252  263    9   44  203   13  235  113   11   48
  108  336  223   12  400   73   61  786   29   58 1051  214 1195  314
   45   65   63   50  206   47   14   17]"
47,47,"[ 117  792  629  800  436  868  685  789 1972  115  116  114  863  149
  642  464 1576  470  508  322  793  457  451  870   40  316  794  627
  488  628  147   28  632  630  138  933  289  869  140  694  288  326
  137  133  272  134  496  120  277  325]"
48,48,"[ 800  488  794  470  626 1590  140   63  870  326 1014  868  631  797
  505  138  137  801  766 2057 1059 1436  327  628  289 1242  319  277
  119  629  133  539  508  145  685  155  321  511  134  147 1576  514
  496  131  272  627  924  328  522  316]"
49,49,"[ 380   64 1327  298  442  116 1280 1041  196 1040  256  420 1205 1247
  898 1737  422 1452  300  379  376  128   72  311  105  282  497  389
   58  335  373   73  340 1386  403   21  989   32   76  236   85   47
  195    7  348  370   35  378  315   82]"
50,50,"[ 684  980  446 1374  600  512  480  111  268  108  699   34 1110  975
  651  228  594  971  862  713  167  404  110  473 1418 1904  681  618
   47  158  690  521  223  256   99  604  188  253  393  269   72  160
   37  113  296  186  247  394  589  300]"
51,51,"[ 542  628  514 1369  943 2215  309  805  141  117  916  576 1116  457
 1391 1075  540  478  323  316 1591 1059  635  571  321  866  812 1551
 1760  522  143  685  660  327  944  584  631 1470  581  637  528  634
  328  557  617  407  377  942  803  145]"
52,52,"[ 128 1252   73   58   11 1199  116  148  759  754   39  533  785   45
  206  312   44 1195  750  897 1601  251  243 1196   71 1254 1178  742
  737  114   29  314  152  207  758  208   47  751  755   13  421   12
  988  203   50   14  416  894   63 1019]"
53,53,"[1942 1343  280   89 1236 1515   59 1371  402  441  931  612  219    9
  296  223 1043  128  146  765  100  955  108  957  418  613 1041 1311
 1211   73   76 1235 1124   32  423   35  611  171  422  427  656  425
  113 1050  273  125  376  417    4  489]"
54,54,"[ 207  915  348  337  335  356   60  158  243  218  716  606  344  747
  299  330   84  169  118  120   56  113   18   10  261  123  208 1255
  114   48  203   14  116   47  115  336  108  235   17   58   29  214
  223  396   34  206   22   45   50  296]"
55,55,"[218 334 256 253 345 682 305 207 336 396  72 236 335 629 169 158 340 348
 258 227  45 313  86 235 261 118 208  60  48  22  97 353 206  47 319 203
  14  50 116 110 933 123 214  29 120 263 114  17  58 115]"
56,56,"[ 916  170  389    7  312  200  311  815  400  625 1421  416 1996  116
 1244  403 1230    9  145 1535  128  604  394  159   73  773 1398  380
   58  236   63 1722 1584   35  726  404 2354  348  105  373 1247  677
  379  623  195   47  315  619  370   82]"
57,57,"[ 100  348   77 1706  642  114   82  130   87 1687  376  364  929  171
 1264   25  263   55  924   74   40   38  283 1390  432  398   92   13
  416   30   76 1721 1269 1019  759  436  243 1705  758   73  236  751
   12  421   98   71   16  930  470   63]"
58,58,"[ 305 1484  510 1180 1794  441 1569 1001 1177   36   11 1178 1601   84
  108  306  203 1731   21  785 1290 1196 1820  788  400   57   19  758
  408   47 1894 1893  754   24 1307 1355  403  467  448  286  414  177
   61 1494   13 1730  302 1199   26  274]"
59,59,"[ 223 1518  176  117  978 1110 1519  468  775  588  980  111  690  512
  971  298  112  521  591 1313  269  296   72 1595  404  600 1314  300
  100  108 2023  247  629  473 1901  113 1401  393  160  594  109  253
  256  133  110   37   99  618  681  713]"
60,60,"[1917  372 1734  198  623  625 1689 1175  383 2441 1957 1315  994  170
 1641 1536  992 1398  200  827  378  381 2008 1584   47  674 1452  196
  654  105  384    7 1582  382  619  315  385  726 1918  380  373  199
 1244 1421  379 1286  370  311   82  195]"
61,61,"[ 115  203 1329  799  868  277  794  139 1047   58  321  130  283 1127
 1613  118  694   86  464  316  508  313 1050  496  642  432  137  958
  138  325  155  497 1288   98  147   40  835  436  133  134  605  645
 1014  629  326  488  470  272  288 1009]"
62,62,"[ 169  593   73  514  193  657 1818  108 1598  619  296  675 1126  373
  365  160  161   58  157  671  394  162 1065   35  369 1597  186  651
  311  975  167  154  189  187   82  329   29  673 1943  370  315  188
  604  158   34 2010  195  194   47  824]"
63,63,"[143 380 400 370 497 140 296 585 868 642 451 463 131  13 539 155 148 424
 416 470  47  15 404 120 724 787 514 421 130 751 627 759 196 145 496  38
 272  17  82 128 115  40 195 133  58  12 116 114  63 134]"
64,64,"[236 370 253 787 118 393  72  56 675 522 113  12 401 189 496  45  50 299
 311  47 380 335   2 514 134  97  60  22 269 214 110  30  58 277  37 325
 115  34  63 305 933 160  17 114  29   7 296 116  82 120]"
65,65,"[ 152  170  623 1445  373  964  299  726  359   12 1526  409  196 1079
 1952   63  677  105 1452 1527 1091   73  386  236 2027  311  403   21
  978  770  405  370   58   31  379   47  315  116  378  198 1247  410
  654   82  145  404  411  133  134  407]"
66,66,"[ 214 1826  263   51  469 1290 1188 1929   56   63 1991  335  330  758
 1261   71  898  426 1389    8 1387   58  314   61   73  475   59 1798
  223   17   88   28  400  274  489   13   77   67  153  481  403 1051
 1296 1205  442  788   78 1204 1569   65]"
67,67,"[ 110  279  330 1912  971  432  333  146  282  320  114  610   61 1186
 1263   32  109   26   62  439  186  288 1405  623 2287  203 1401  347
  315  332   40  335  466  788  236 1040 1127  298 1248  128 1189  376
  681  113  108  455   15  278  247  227]"
68,68,"[ 112  745  319  689  437   72   45 1931 2063   58   99 1281  351 1008
 2138  189 1728  118  364   22  366  349  352 1263  339 1549 2126  270
  678  236 1073  629 1005  206  264    2 1405   62  338  340  688 1589
   97  348 1933  354   86  594 1287  749]"
69,69,"[ 378    7 1842 1163   34  189  382  195 1726 1597 1420 1064 1421 1386
 1422  669 1817  179 1067  184   15  884 2647  183 1503  187  389 1367
 1916  972  668  512  177  180 1310  311  108 1147  323  181   82  919
  667  178  713   29  666  284  380  654]"
70,70,"[ 169  370 1247  658   47 1967  164 1419 1593  382  166 1595  165  155
  341  471  163  709  380  158  161  713  167 1723  710 1892 2441 1282
  171   82  646  327  394  708  381  701  660  365    7 1175  712  593
  162  659  157 1126  661  653  662  160]"
71,71,"[ 107  356  296  690  684  692  106  117  491  160  300  629  111 1078
  972  256  298  686 1055 1901 1080  176  269  521   47  458  775  594
  473  564 1313  713  468  600   99  393  247   72  588  133  401  618
  980   37  113  253  108  109  110  681]"
72,72,"[  40   12  627  416 1394  514  945   34  824 2549  821  522   63  744
 1437  940  555  424   17  722  815 1854  296  243 1642  813 1447 1068
  407    4 1033  807  133  134  503  829 1156   58 1370  828  823  397
  942 1430 1443 1441 1632  272  114  116]"
73,73,"[1692 1014  698 1737  310 2126  311  400  383  745  336  379  749 1011
  381   50 1136  378  315  417 1196  682  207 2506   97   48  775  256
   47  455  218  338  258  206   45 1646 1178    7  905  340  371  189
  208 1074 1609  691   14  203 1589  699]"
74,74,"[2516 1562  859  449 1863   36 2545 2705 1129 1873  295 2293 1157 1597
  483  500  856   34 1870  915  485  282 1877 1887  716 1102  515   23
  857 1557  160 2792  853  851  300  303 1574 1088  296  305  858 1312
  776  299  493  223 1103  852  301  842]"
75,75,"[ 337  100  387 1263  186  116  236  167  335  250  394  264  216  296
  219  348  330  388  375  169 1373  356   29  118   52  344  243  398
  218  345  249  341  108  114  235   45   50  223  158  263  396  747
  206   17  278   58   47   22   14  214]"
76,76,"[ 179  884 1817  664 2441  186 1147  180  284  170 1968  166   47  663
  175  195  178  661  716  365  370  311 1816  108  919  665  172 1916
 1842  177 1915 1911 1901 1367  171  662  174   29  378  382    7  389
  713  167  169  654  512  380 1421   82]"
77,77,"[ 113 1975  112  296  256  232 1313  629   72  239  594  404  394  176
  133 2287   99  253  521  202  160 1057  106  186  513  971  268  298
  108  100  439  257  449  109  980 1901 1110 1373  591 2023 1519  600
  107  300  618  588  247   24 1401  681]"
78,78,"[ 206   58 1273   63  155  272 1762  108  160  370  145  751   50 2083
  338  698  745  177   82  758 1178  737  158  834  299  207  699  296
  300  744  208  115 1272  421  988   47  194  195  258  116  120   14
 1603   34   29  416  691 1609  114  203]"
79,79,"[ 521  688   18  113  304  401  686  618  473  277  393  564  133  253
   17   34   37 1313  588   58   33   86  980   47  364  458  862  775
  269 1597  134  852  681  978   99  223   72  692  483  120    2  459
  296  299  915   22  300  160  110  305]"
80,80,"[ 208  455 1794 1199  895   48  836 1340   13   46  149 1601  206   39
  788 1192  151 1186 1561  638 1177 1180 1188   63 1834 1305   54  203
  729  414 1302  416 1006  415   12   67   49  754  153  317 1602 1001
 1178  310  177  400 1290 1905  274  785]"
81,81,"[ 183   93 1589 1008 2063 1073 1011  594   58  243  406    1  305 1136
  678  333  437  271  110  687  976   72   99  340  704  361  335  689
 1553 1313  270  595  697  353  101  934  367  189  272  364  397   86
  339   97  459    2   60  366  354  688]"
82,82,"[ 86 470 195 496 272 133 148 838 997 151 751 794  90 486  27 136 281 782
  38 421 551 128 130 801  25 868 777 713 519 432 569 870 778 775  63 800
 134 642 474 554 506 155 490 996 514 641 194  40 639  12]"
83,83,"[ 869  933  149 1211  243  424  150  786  319  497  118  133  320  629
  148  436  642   74  241  430   15  762  227  134  130  447   98  277
  155   17  421  470   12  147  195  313  128   58   82   63  120  930
  115  272   40  759  787  116  751  114]"
84,84,"[ 770  133  389  463   45  725  898  773   58 1952  404 1079  198  152
  403   21  380  359  145  105  407  236   35  116  654  431   73  379
 1247  619  196  348  677  134 1386  311  170  386  121 1452  370  195
  726    7   47  623  373  315  378   82]"
85,85,"[  12  593  975   14  379  894  564  169    4  155  651   45  787  300
   32  208  370  167  674   50  171  114   60  194  834   63  380 1399
  115  128   17   13 1254 1196  203  305 1315  376  113  110  158    2
   47  195   82  296   34  514  108   29]"
86,86,"[1009  869  323  181  316 1848  430  488  746  140  379  320  313 1576
  289 1028  864 1032  321  933  642  863  134  632  319  119  628  155
 1694  792 1267  133  791  497  288  464  325  436  118 1014  793  277
  138  470  870   74  789  629  451 1590]"
87,87,"[  67  720  336   29  113   22 1371  758  345 1454  348  455  235  344
  330  161   50   13  118   84  218   73  223  461  158    8  203 1716
  261 1195  314   45 1929  400  489   42  206  297   11  274 1290  108
   65  356 1051   17  214   14   61   47]"
88,88,"[110 514   9 261 423 759   4  13 195 396  48 223  40 169 130 356 310 108
  34 113  73  82 787 120 400 203 128  60 208 148 158 296 134 214 336 146
  50  38  63 206  29 115  14 116  58  47  45  12 114  17]"
89,89,"[1762  571 1411  478  702  123  916   17  179  145  110 1470  541 1547
  143  253 1821 1059  319  576 2607 2610  528  133  557  141 1545  634
  804 1565  184 1082 1310  775  803 1551  675 1618  503  564  540  585
  377  322  522  323  983  457  685 1391]"
90,90,"[1514  441 1040  315 1235  128  146 1171  158 1124   73  445  418  296
 1237 1343 1517 1187  219   76 1683  611 1193 1236 1191 1188  223 1043
  171  108  957 1041  273   32 1186 1211  425  489  125 1311   59    4
  656   35  417 1050  113  422  376  427]"
91,91,"[ 315  652  114 1943  170  300 1386  673  299 2010  160   12   60  154
   13  671  155  166  369  884  370  378 1126  670   45 1597  619 1477
  311 2183  108  296  190  625  672  188  651   82 1818  824 1399   47
  194  189  187  674   34  195  604   29]"
92,92,"[1590  635 1436 1973  138  124 1028  321  323   12  377  655  926  384
  942  117  556 1369  505  571  328  685  631  841  542  916  540  145
  309  803  627 1971  499  801 1174  797  585  143  576 1024 1576  810
  136  652  478  539  522  514  800  131]"
93,93,"[1527  424 2803 1666   25  409 1464 1526 1020 2050    4  593  996   63
 2351  416 1603 2049  898  759  645  248  548  180 1525  926 1260 1640
 1636  171  163 1658  510 1660  132  751 1637  421  762 1303 1306  492
  897 1283 1662  763  900 1528  899  770]"
94,94,"[ 549  614  269  324 1901  588  545 1082   99  176  980  651  109 1595
 1080  696 1313 1367  686  594  468  158  718  247 1055  604  458  394
  690  253  610  618  160  162  564 1975  157  713  133   47   72  117
 1076  775  975  401  473  684  681  110]"
95,95,"[  40  618  336  401  272  678 1133  277  256 1544  253  437  747   56
  361   53   45  396  271  117  123  116   52  134  235  296   50   29
  700  113  236  933   72  278    2  114  110   97   18  108  344   17
   58  335  120   22  118  214  115   86]"
96,96,"[ 421 1801  836 1387 1180 1905   49 1347 1211 2087   88 1730 1188 1193
 1302  203  314 1601 1196  894 1254 1192 1290 1990 2505 2504 1360  310
  400 1992  730 1514  788 1800 1181   80 1177 1182 1001  758  427 1185
 1178  152  445 1561   13  990  274 1186]"
97,97,"[  38 1487 1445  451 1527  410  908  153  411  195  677  416 1425  379
   82  404  400  359  152 1452 1660  348  155 1091   63  315 1020  236
   21  916   73  978  421   47  898   12  145  116   58  196  911  964
  463  645  409  407   35  770  134  133]"
98,98,"[1586 1865    4  158  606  206   17 2817   35  223  382  208  415  848
  343  373 1469   60  114   58  297 1290   63   34  623 1421  274  549
   13   73  311  315  300    9   82  336   14    7   38  195   12  296
  372   44  619   11   47 1929  370   45]"
99,99,"[1174  328  584 2057  942  630  315 1551  627  528  557  634   47  617
 1470  803  379  321  508  407 1591 1760  327  871  133 1391  685  581
 2215  866  499  542  805 1059  141  540  143  377  804 1075  539  319
  457  117  660  478  514  576  145  522]"
100,100,"[1591  873  321  637  140  868 1760 1391  133  685 1695  309  511  810
  627  630  803  457  631 1470  138  805  117  557  143  327  871  584
  528  496  539  942  377  801  145  142  407  865  556  571  634  508
 1436  522  499  542  505  540  478  514]"
101,101,"[ 236 1289  281   32   85  259  345  972  958 1375  971  273  957  254
  379   76  348 1280  280  394  186  680 1178    7  748  247 1328  335
  105   47  466  376  681 1014  203  371 1830 1801  449  623  931 1040
  604   82 1272  315  334 1311  155   77]"
102,102,"[1591  581 1146  117  812 1369  634  866  585 1551  685  499 1625  943
  542 1024  781  323  916  652 1391 2215  873 2221  571  576  708  457
  407  327  136  584  328  660  627  528  805  635  377  522  539  944
  143 1470  942  617  631  478  803  145]"
103,103,"[1124  708  134  116 1723  296  171 2182  167   34  660   17 1593  223
  189  975  381  187 1592  651   58  194  646 1597  365  657  154 1967
  705 1126  394 1282  652 1175  713  327   29  701  155  161  659  653
  658  160  604  158   47  162  593  157]"
104,104,"[ 791 1212  496  371   82  316  930   58  150  430  432  137  241  322
  118  628   74  642  762  463  864   98   70  694  645   28 1009  114
  746   40  134  869  787  464  436  451  115  759  470  277 1014  116
  629  147  325  313  933  155  272  120]"
105,105,"[1405  788   65  334 1248  458  113 1544  236  971 1202 1263 1484  980
 1736  306  298  588 1280  464  108  128 1313  335 1127  278  281  448
 1311  283    2  376  347   57   40  110 1721  282  277  247  681 1262
 1401 1483   26  466  449  279 1272   77]"
106,106,"[1290 1717  418 1514 1188   80 1454 1513  151 1189 1196 1293 1992 1986
  448 1730   75  894  274 1205 1701 1364 1716  177   42 1252 2667 1353
 1985 1192 1254  427 1341   13  426   69   83   59 1302 2355   54 1186
  788   67  760 1645 1335   49   65  895]"
107,107,"[1522  411 1487  386  645  408   73 1445 1141  403 1673  988 1402  908
  311   31  463 1425 1639   82  379  404  898  359 1660  116  964 1079
  409  315 1383  236  916  677  770  196   35 1091  704  911  145  348
 1452   58   21   47  978  133  407  134]"
108,108,"[ 274 2504  273 1942 1986   13   71  466  613  418  611 1561  486  160
   27  639  422  765  449 1235   34  489 1211   89 1191  419 1483  108
 1311  223  417  376  171  656  427   40  128  423   59  425   35  296
  445  113  146   24   12 1193  125    4]"
109,109,"[  50  158 2958   98   40  174   38  389  310 1996  296  917  373  746
  372  623  737  881  383   58 2851  167  313  336 2382  207   15  682
   82  114   47  227 1441  203   12  573   63  206   48  400   45  830
  258  382   14 1422   17 1139  208 1151]"
110,110,"[  68  393  300  249  240   99  933 1272  134  747  594  600  336  115
  342  278  361  264  595    2  108  364  629   37 1728  354   72  256
 1073  277   60  120  588  109   86 1749   18  110  618  345   45  681
  133  271  688   22  335  437  298  473]"
111,111,"[1196  416 1826 1178  504 2919  485 1601 1959  744    3  758  923  849
  375   36 1254  449 3232   80 1180  533  152   47  300 1602  453   34
  387 1181   13   31  445 1002  515 1905 2920  177  203 1179  403 1990
  730 1001 1802 1182 1006  194 1177  729]"
112,112,"[ 823 2167  936  329  555  505  536  882  713  726  940 1440  316  999
  496  648  183  947  556  508  627  945  655 2183 1436  708  133  874
 1024  309  585  514  721  168  805  840  804  539  986  327 1369  942
 1394  478  407  503  522  542  499  540]"
113,113,"[ 527  856 1088  519  300  857   13  853  551  536  771  282  997  849
 1958  523 1459 1883  307  403  305 2746  453  485  852   24 1684 1081
 2026  776   33  449 2551 1129  500  998  531  847  517  848 1562  493
  639 1339  854    3   36  504  299   23]"
114,114,"[  73 1402  405  155  411  348 1141 1286   35  359  978  373  409  964
  116 2027   47 1660  619 1386 1079  370  198  380  911  170 1952   58
  379  145  121  195  726  625  677   82  378  770  386  645  315  654
  916  724  407  196  311  133  134 1452]"
