,Element,Occurrence Count
25,25,"[2678, 1103, 963, 3060, 2356, 2723, 1120, 2537, 252, 703]"
26,26,"[2678, 2292, 1058, 308, 3084, 703, 3042, 898, 1826, 836]"
27,27,"[2678, 2292, 703, 1058, 3084, 898, 1109, 644, 288, 1262]"
28,28,"[2678, 703, 836, 1058, 1826, 2292, 288, 3060, 3365, 1103]"
29,29,"[2678, 703, 2292, 1058, 288, 644, 836, 1109, 898, 1262]"
30,30,"[2678, 703, 2292, 1058, 836, 308, 2537, 898, 3084, 3042]"
31,31,"[2678, 2292, 288, 644, 1058, 308, 1109, 3084, 898, 2911]"
32,32,"[2678, 442, 703, 288, 2840, 1058, 3245, 963, 2292, 1826]"
33,33,"[2678, 2292, 3084, 898, 644, 836, 288, 1262, 684, 3042]"
34,34,"[2678, 2292, 703, 3084, 3042, 898, 1262, 3176, 1109, 684]"
35,35,"[2678, 2292, 703, 1058, 308, 3084, 836, 898, 1826, 49]"
36,36,"[2678, 703, 2292, 2537, 308, 1058, 288, 898, 1109, 644]"
37,37,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 644, 836]"
38,38,"[2678, 1058, 2292, 703, 3042, 3084, 1826, 836, 898, 3176]"
39,39,"[2678, 2292, 703, 1058, 308, 836, 3084, 898, 3042, 1262]"
40,40,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 1109, 836]"
41,41,"[2678, 703, 1058, 2292, 2537, 836, 1826, 49, 3084, 288]"
42,42,"[2678, 703, 1058, 2292, 836, 308, 1826, 49, 1100, 3084]"
43,43,"[2678, 2292, 3084, 898, 3042, 1109, 1262, 49, 1826, 288]"
44,44,"[2537, 2678, 703, 288, 838, 644, 1109, 2292, 1058, 2911]"
45,45,"[2678, 2537, 703, 836, 1100, 1058, 49, 2292, 1826, 308]"
46,46,"[2678, 2292, 1058, 3042, 703, 3084, 1826, 3176, 836, 898]"
47,47,"[2678, 3042, 1058, 2292, 3084, 3176, 1826, 703, 1082, 836]"
48,48,"[2678, 2292, 703, 308, 3042, 3084, 836, 1826, 49, 898]"
49,49,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 836, 1109]"
50,50,"[2678, 703, 2292, 2537, 1058, 288, 898, 836, 3084, 1109]"
51,51,"[2678, 2292, 1058, 703, 3042, 308, 3084, 836, 1826, 898]"
52,52,"[2678, 2292, 1058, 3084, 898, 3042, 1262, 684, 840, 288]"
53,53,"[2678, 2292, 703, 1058, 308, 3084, 3042, 836, 898, 1109]"
54,54,"[2678, 703, 2292, 644, 1109, 1058, 288, 898, 3084, 836]"
55,55,"[2678, 703, 2292, 1058, 836, 3042, 3084, 1826, 1100, 898]"
56,56,"[2678, 1058, 2292, 703, 308, 3084, 3042, 1826, 3176, 898]"
57,57,"[2678, 2292, 1058, 703, 3042, 3084, 898, 1262, 3176, 49]"
58,58,"[2678, 2292, 703, 644, 1058, 898, 3084, 288, 1262, 2981]"
59,59,"[2678, 2537, 703, 442, 1100, 2292, 838, 2840, 288, 836]"
60,60,"[2678, 2292, 1058, 703, 308, 3084, 3042, 836, 1826, 898]"
61,61,"[2678, 2292, 703, 1058, 3084, 898, 1109, 644, 288, 836]"
62,62,"[2678, 2292, 1058, 308, 3084, 3042, 703, 898, 3176, 1826]"
63,63,"[2678, 703, 1058, 2292, 836, 308, 1826, 49, 3084, 3042]"
64,64,"[2678, 703, 442, 836, 1058, 2292, 3245, 2840, 838, 1826]"
65,65,"[2678, 1058, 2292, 703, 308, 3084, 3042, 1826, 898, 3176]"
66,66,"[2678, 2292, 703, 1058, 3084, 898, 836, 644, 2537, 288]"
67,67,"[2678, 2292, 1058, 3042, 308, 3084, 836, 1826, 898, 3176]"
68,68,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 644, 288]"
69,69,"[2678, 2292, 1058, 703, 3042, 308, 3084, 898, 836, 1826]"
70,70,"[2678, 2537, 703, 442, 836, 1058, 2292, 49, 1826, 308]"
71,71,"[2678, 2537, 703, 2292, 308, 1058, 1109, 644, 3084, 898]"
72,72,"[2678, 2292, 703, 3042, 308, 3084, 1826, 836, 3176, 49]"
73,73,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 3042, 1826]"
74,74,"[2537, 2678, 2654, 442, 3245, 365, 694, 1467, 3010, 338]"
75,75,"[2678, 2292, 836, 3084, 898, 3042, 1262, 1826, 1109, 840]"
76,76,"[2678, 2292, 3042, 1058, 3084, 308, 3176, 796, 703, 1082]"
77,77,"[2678, 2292, 308, 1058, 3084, 1109, 644, 898, 2537, 836]"
78,78,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 836, 644]"
79,79,"[2678, 703, 2292, 838, 836, 1058, 2840, 49, 308, 644]"
80,80,"[2678, 2292, 308, 1058, 703, 3084, 898, 644, 1262, 684]"
81,81,"[2678, 2292, 703, 1058, 836, 3084, 898, 1826, 49, 3042]"
82,82,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 644, 288]"
83,83,"[2678, 2292, 1058, 308, 3042, 703, 3084, 3176, 898, 1826]"
84,84,"[2678, 1100, 703, 1058, 2292, 3042, 252, 3084, 1826, 1103]"
85,85,"[2678, 2654, 442, 365, 3245, 694, 1467, 3010, 2578, 338]"
86,86,"[2678, 2292, 1058, 703, 308, 3042, 3084, 1826, 796, 836]"
87,87,"[2678, 2292, 703, 1058, 3084, 898, 644, 2537, 836, 288]"
88,88,"[2537, 2678, 644, 1109, 703, 838, 2350, 2292, 2981, 2911]"
89,89,"[2678, 703, 1058, 2292, 836, 1826, 898, 1262, 3042, 3084]"
90,90,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 1826, 3042]"
91,91,"[2678, 703, 288, 2292, 1058, 3084, 644, 1109, 898, 49]"
92,92,"[2678, 703, 1058, 2292, 308, 836, 3084, 3042, 898, 49]"
93,93,"[2678, 703, 1058, 2292, 308, 836, 2537, 1826, 1100, 49]"
94,94,"[2678, 703, 2292, 1058, 836, 3084, 1826, 898, 3042, 1262]"
95,95,"[2678, 703, 2292, 1058, 3084, 898, 836, 288, 644, 1262]"
96,96,"[2678, 2292, 703, 1058, 3084, 898, 1109, 644, 684, 288]"
97,97,"[2678, 2537, 703, 2292, 644, 308, 1109, 1058, 288, 836]"
98,98,"[2678, 703, 2292, 1058, 2537, 288, 836, 898, 3084, 644]"
99,99,"[2678, 2292, 1058, 308, 3042, 3084, 703, 898, 3176, 1826]"
100,100,"[2537, 2678, 838, 442, 703, 3245, 2840, 2654, 2292, 2911]"
101,101,"[2678, 703, 1058, 2292, 1100, 836, 1826, 308, 49, 2537]"
102,102,"[2678, 2537, 703, 2292, 1058, 836, 308, 1100, 49, 1826]"
103,103,"[2678, 703, 1100, 1058, 2292, 2537, 836, 308, 1826, 49]"
104,104,"[2678, 2292, 703, 1058, 308, 3084, 836, 898, 3042, 1109]"
105,105,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 836, 644]"
106,106,"[2678, 703, 2292, 1058, 836, 1826, 49, 3084, 898, 3042]"
107,107,"[2678, 2292, 1058, 703, 3042, 308, 3084, 796, 1826, 3176]"
108,108,"[2678, 2537, 442, 3245, 2840, 1991, 3010, 703, 459, 694]"
109,109,"[2678, 2292, 1058, 308, 3084, 3042, 703, 898, 3176, 1826]"
110,110,"[2678, 2292, 703, 3084, 3042, 898, 836, 1826, 1262, 684]"
111,111,"[2678, 2292, 308, 836, 1826, 3084, 3042, 898, 49, 1262]"
112,112,"[2678, 703, 1058, 2292, 1100, 2537, 836, 308, 1826, 49]"
113,113,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 836, 288]"
114,114,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 1826, 3042]"
115,115,"[2678, 703, 2292, 1058, 308, 836, 1826, 3084, 2537, 49]"
116,116,"[2678, 1826, 836, 49, 2292, 1103, 3060, 308, 3365, 796]"
117,117,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 3042, 1826]"
118,118,"[2678, 3245, 442, 694, 1467, 3010, 2654, 338, 2866, 838]"
119,119,"[2678, 1058, 703, 2292, 1826, 3042, 3084, 3176, 1082, 1262]"
120,120,"[2678, 703, 2292, 1058, 836, 308, 1826, 2537, 3084, 49]"
121,121,"[2678, 2292, 703, 1058, 308, 3084, 288, 898, 644, 1109]"
122,122,"[2678, 703, 1058, 2292, 1826, 898, 3084, 288, 1262, 684]"
123,123,"[2678, 2292, 703, 308, 1058, 2537, 836, 3084, 898, 3042]"
124,124,"[2678, 703, 2292, 2537, 1058, 836, 308, 49, 1826, 1100]"
125,125,"[2678, 703, 1058, 2292, 308, 836, 1826, 2537, 3084, 49]"
126,126,"[2678, 2292, 644, 1109, 1058, 288, 898, 2981, 3084, 836]"
127,127,"[2678, 2292, 703, 1058, 308, 836, 3042, 3084, 898, 2537]"
128,128,"[2678, 703, 1058, 2292, 836, 308, 1826, 3084, 898, 1262]"
129,129,"[2678, 703, 2292, 1058, 308, 836, 898, 3084, 49, 1262]"
130,130,"[2678, 2292, 3042, 3084, 3176, 1826, 1082, 898, 836, 684]"
131,131,"[2678, 703, 2292, 1058, 308, 836, 1826, 3084, 49, 898]"
132,132,"[2678, 3245, 838, 2911, 694, 1931, 288, 2866, 524, 3010]"
133,133,"[2678, 1058, 2292, 703, 308, 3042, 3084, 1826, 836, 796]"
134,134,"[2678, 2292, 1058, 308, 703, 3084, 3042, 898, 3176, 684]"
135,135,"[2678, 1100, 1103, 963, 3042, 2292, 2723, 3084, 2537, 703]"
136,136,"[2678, 703, 2292, 1058, 836, 898, 1109, 3084, 644, 288]"
137,137,"[2678, 2292, 703, 3042, 3084, 836, 898, 1826, 1262, 1109]"
138,138,"[2678, 2292, 703, 2537, 3084, 288, 898, 1109, 644, 836]"
139,139,"[2678, 2537, 703, 644, 2292, 288, 1109, 838, 308, 2981]"
140,140,"[2678, 703, 2292, 1058, 308, 836, 1100, 49, 2537, 1826]"
141,141,"[2678, 1058, 2292, 703, 1826, 796, 3042, 836, 3176, 3084]"
142,142,"[2678, 1058, 2292, 3042, 703, 308, 3084, 1826, 796, 3176]"
143,143,"[2678, 703, 1058, 2292, 308, 836, 1100, 1826, 49, 3084]"
144,144,"[2678, 3042, 2292, 1058, 308, 3084, 796, 3176, 703, 1082]"
145,145,"[2678, 2292, 703, 1058, 3084, 898, 1109, 644, 288, 1262]"
146,146,"[2678, 1058, 2292, 703, 3042, 3084, 1826, 836, 3176, 898]"
147,147,"[2678, 703, 836, 1058, 2292, 838, 2840, 288, 3245, 2024]"
148,148,"[2678, 2292, 3084, 836, 1826, 3042, 898, 1262, 3176, 1109]"
149,149,"[2678, 2292, 703, 1058, 836, 3084, 898, 3042, 1262, 1109]"
150,150,"[2678, 2292, 703, 308, 3084, 898, 1109, 836, 644, 288]"
151,151,"[2678, 2292, 1058, 703, 308, 3084, 3042, 836, 898, 1826]"
152,152,"[2678, 703, 1058, 2292, 836, 308, 1826, 3084, 49, 3042]"
153,153,"[2678, 3042, 2292, 3084, 1058, 308, 703, 3176, 898, 836]"
154,154,"[2678, 2292, 703, 1058, 308, 3084, 836, 3042, 898, 1826]"
155,155,"[2678, 2537, 2292, 703, 644, 1109, 308, 838, 898, 1058]"
156,156,"[703, 2292, 836, 1826, 3084, 898, 3042, 1262, 49, 840]"
157,157,"[2678, 703, 2292, 1058, 308, 836, 2537, 3084, 898, 3042]"
158,158,"[2537, 2678, 644, 703, 838, 2292, 1109, 2911, 2981, 288]"
159,159,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 3042, 1826]"
160,160,"[2678, 2292, 703, 1058, 3084, 898, 3042, 1262, 1826, 644]"
161,161,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 1109, 644]"
162,162,"[2678, 1058, 3042, 1826, 2292, 3176, 708, 703, 1082, 308]"
163,163,"[2678, 2537, 2292, 644, 1109, 703, 308, 3084, 898, 1058]"
164,164,"[2678, 703, 2292, 1058, 308, 836, 1826, 3084, 3042, 898]"
165,165,"[2678, 2292, 3042, 308, 3084, 1826, 3176, 898, 684, 796]"
166,166,"[2678, 703, 2292, 1058, 308, 288, 898, 2537, 3084, 836]"
167,167,"[2678, 2292, 308, 703, 1058, 3084, 898, 1109, 644, 836]"
168,168,"[2678, 703, 1058, 2292, 2840, 288, 3245, 3365, 1991, 3060]"
169,169,"[2678, 1058, 2292, 703, 308, 3084, 836, 3042, 1826, 898]"
170,170,"[2678, 2292, 308, 703, 1058, 3084, 898, 1109, 644, 836]"
171,171,"[2678, 703, 1058, 2292, 1100, 1826, 308, 836, 252, 49]"
172,172,"[1058, 2292, 703, 3084, 3042, 898, 1262, 684, 1096, 288]"
173,173,"[2678, 703, 1058, 2292, 1100, 836, 308, 49, 3084, 3042]"
174,174,"[2678, 2292, 703, 1058, 3084, 898, 288, 644, 836, 1262]"
175,175,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 1109, 644]"
176,176,"[2678, 2292, 703, 308, 3084, 2537, 898, 3042, 1109, 644]"
177,177,"[2678, 2292, 703, 308, 1058, 3084, 836, 898, 3042, 1109]"
178,178,"[2678, 2292, 1058, 308, 3084, 3042, 703, 898, 3176, 796]"
179,179,"[2678, 2292, 1058, 703, 308, 3084, 3042, 898, 836, 1826]"
180,180,"[2678, 703, 2292, 1058, 308, 836, 3084, 3042, 898, 1826]"
181,181,"[2678, 2292, 1058, 703, 3042, 3084, 836, 1826, 898, 3176]"
182,182,"[2678, 2292, 703, 2537, 308, 644, 1109, 3084, 1058, 898]"
183,183,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 644, 836]"
184,184,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 3042, 49]"
185,185,"[2678, 703, 1058, 2292, 836, 1826, 3084, 3042, 898, 1262]"
186,186,"[2678, 2292, 3084, 703, 1058, 898, 1109, 644, 836, 3042]"
187,187,"[2678, 2292, 3042, 703, 1058, 308, 3084, 898, 836, 1109]"
188,188,"[2678, 703, 1058, 2292, 836, 1826, 1100, 49, 3084, 3042]"
189,189,"[2678, 703, 1058, 2292, 1100, 1826, 836, 308, 49, 3084]"
190,190,"[2678, 1058, 2292, 703, 3042, 308, 3084, 1826, 836, 3176]"
191,191,"[2678, 2292, 1058, 3042, 703, 3084, 1826, 3176, 898, 836]"
192,192,"[2678, 2292, 644, 1109, 288, 898, 3084, 2981, 836, 838]"
193,193,"[2678, 2537, 703, 2292, 1058, 308, 644, 1109, 288, 898]"
194,194,"[2678, 2292, 1058, 703, 3084, 836, 898, 3042, 1262, 684]"
195,195,"[2678, 703, 2292, 2537, 308, 1058, 288, 1109, 898, 644]"
196,196,"[2678, 2292, 1058, 703, 3042, 3084, 1826, 836, 3176, 898]"
197,197,"[2678, 2292, 703, 1058, 308, 3084, 836, 898, 1826, 3042]"
198,198,"[2678, 703, 1058, 1100, 2292, 1826, 3042, 836, 49, 1103]"
199,199,"[2678, 2537, 703, 2292, 288, 1058, 308, 644, 3084, 1109]"
200,200,"[2678, 2537, 2292, 703, 644, 308, 1109, 3084, 1058, 898]"
201,201,"[2678, 1058, 2292, 703, 3042, 3084, 1826, 836, 796, 898]"
202,202,"[2678, 703, 288, 2292, 1058, 1826, 3084, 49, 836, 1100]"
203,203,"[2678, 703, 2292, 1058, 836, 1826, 3084, 3042, 898, 1262]"
204,204,"[2678, 703, 2292, 1058, 308, 3084, 898, 3042, 1826, 1262]"
205,205,"[2678, 703, 1058, 1100, 2292, 1826, 836, 308, 49, 252]"
206,206,"[2678, 703, 2292, 1058, 308, 836, 3084, 1826, 3042, 898]"
207,207,"[2678, 2292, 703, 3084, 898, 3042, 1826, 1262, 684, 840]"
208,208,"[2678, 2292, 703, 1058, 308, 836, 3084, 898, 2537, 1826]"
209,209,"[2678, 2292, 703, 1058, 308, 3084, 898, 836, 1109, 288]"
210,210,"[2678, 2537, 442, 703, 2840, 1100, 836, 838, 3245, 1991]"
211,211,"[2678, 2537, 703, 836, 1058, 1826, 2292, 1469, 2840, 3365]"
212,212,"[2678, 2537, 703, 2292, 1058, 308, 288, 644, 1109, 3084]"
213,213,"[2678, 3042, 2292, 1058, 308, 3084, 3176, 1826, 836, 898]"
214,214,"[2678, 703, 2292, 1058, 2537, 836, 308, 1826, 49, 3084]"
215,215,"[2678, 703, 2292, 1058, 836, 49, 898, 3084, 1826, 1262]"
216,216,"[2678, 1058, 2292, 703, 3042, 308, 3084, 1826, 796, 252]"
217,217,"[2678, 2292, 703, 1058, 308, 3084, 836, 898, 3042, 1826]"
218,218,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 836, 1109]"
219,219,"[2678, 1058, 2292, 703, 308, 3084, 3042, 898, 836, 1826]"
220,220,"[2678, 2292, 703, 1058, 308, 3084, 288, 898, 836, 1109]"
221,221,"[2678, 2292, 703, 1058, 836, 3084, 1826, 898, 3042, 49]"
222,222,"[2678, 2537, 703, 1058, 836, 2292, 49, 1826, 308, 288]"
223,223,"[2678, 2292, 703, 1058, 3084, 898, 836, 288, 1262, 1826]"
224,224,"[2678, 2292, 1058, 703, 3084, 3042, 836, 1826, 898, 1262]"
225,225,"[2678, 2292, 703, 1058, 308, 3084, 3042, 836, 898, 1826]"
226,226,"[2678, 2292, 703, 1058, 308, 3042, 3084, 836, 1826, 898]"
227,227,"[2678, 703, 2292, 1058, 308, 836, 3084, 1826, 898, 3042]"
228,228,"[2678, 1058, 703, 2292, 3042, 1826, 3084, 836, 3176, 796]"
229,229,"[2678, 703, 2292, 1058, 836, 308, 3084, 898, 1826, 49]"
230,230,"[2678, 703, 2292, 308, 2537, 1826, 3084, 49, 898, 288]"
231,231,"[2678, 3042, 2292, 308, 3084, 1826, 3176, 836, 898, 1082]"
232,232,"[2678, 2292, 703, 308, 3084, 1058, 898, 1109, 644, 836]"
233,233,"[2678, 703, 2292, 1058, 836, 3084, 898, 1826, 49, 3042]"
234,234,"[2678, 2292, 1058, 703, 308, 3084, 3042, 898, 1826, 1262]"
235,235,"[2678, 703, 2292, 1826, 836, 3042, 3084, 796, 1262, 3176]"
236,236,"[2678, 703, 1058, 2292, 836, 1826, 49, 3084, 898, 3042]"
237,237,"[2678, 703, 2292, 2537, 308, 1058, 644, 3084, 898, 836]"
238,238,"[2678, 2292, 308, 3042, 3084, 1826, 836, 898, 3176, 1262]"
239,239,"[2678, 2292, 308, 3084, 3042, 898, 836, 1262, 1826, 1109]"
240,240,"[2678, 2292, 703, 1058, 308, 3042, 3084, 898, 1826, 1262]"
241,241,"[2678, 2292, 308, 288, 3084, 898, 836, 644, 1826, 1262]"
242,242,"[2678, 2292, 1058, 703, 308, 3042, 3084, 1826, 836, 796]"
243,243,"[2678, 2292, 703, 1058, 308, 836, 3084, 898, 3042, 1109]"
244,244,"[2678, 2292, 3042, 1058, 3084, 703, 898, 3176, 836, 1082]"
245,245,"[2678, 2537, 703, 288, 2292, 644, 1058, 3084, 838, 308]"
246,246,"[2678, 2292, 703, 1058, 3084, 1826, 3042, 836, 898, 1262]"
247,247,"[2678, 703, 1058, 2292, 2537, 836, 308, 49, 1826, 3084]"
248,248,"[2678, 703, 2292, 1058, 288, 2537, 3084, 898, 1109, 836]"
249,249,"[2678, 703, 2292, 1058, 836, 308, 1826, 898, 3084, 49]"
250,250,"[2678, 2292, 703, 1058, 308, 3042, 3084, 898, 836, 1109]"
251,251,"[2678, 703, 1058, 2292, 836, 308, 1826, 1100, 49, 3084]"
252,252,"[2678, 2292, 703, 1058, 308, 3084, 898, 1109, 836, 288]"
253,253,"[2678, 2537, 703, 2292, 1058, 836, 1100, 308, 49, 1826]"
254,254,"[2678, 703, 2292, 1058, 836, 1826, 3084, 49, 898, 1262]"
255,255,"[2678, 2292, 703, 1058, 308, 3084, 898, 836, 3042, 1109]"
256,256,"[2678, 1058, 2292, 703, 308, 836, 3084, 3042, 1826, 898]"
257,257,"[2678, 2537, 1100, 703, 836, 1058, 1826, 963, 2292, 2721]"
258,258,"[2678, 2292, 3084, 836, 898, 3042, 1826, 1262, 684, 1109]"
259,259,"[2678, 703, 1058, 2292, 836, 308, 1826, 3042, 3084, 49]"
260,260,"[2678, 2292, 1058, 703, 3042, 3084, 836, 1826, 898, 1262]"
261,261,"[2678, 703, 2292, 2537, 308, 1058, 288, 644, 1109, 3084]"
262,262,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 836, 644]"
263,263,"[2678, 2292, 3042, 1058, 3084, 308, 703, 3176, 1826, 1082]"
264,264,"[2678, 2292, 3084, 898, 836, 644, 1262, 288, 684, 3042]"
265,265,"[2678, 703, 2292, 1058, 3084, 898, 1826, 3042, 1262, 49]"
266,266,"[2678, 703, 2292, 1058, 836, 1826, 288, 898, 3084, 1100]"
267,267,"[2678, 703, 2292, 288, 644, 1058, 308, 1109, 3084, 898]"
268,268,"[2678, 2292, 703, 1058, 308, 3042, 3084, 836, 1826, 898]"
269,269,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 3042, 1109]"
270,270,"[2678, 2292, 3084, 3042, 898, 836, 49, 1262, 1109, 288]"
271,271,"[2678, 703, 1058, 2292, 308, 836, 1826, 3042, 3084, 898]"
272,272,"[2678, 442, 459, 2721, 243, 1469, 3245, 1191, 694, 3370]"
273,273,"[2678, 2292, 1058, 703, 3084, 3042, 898, 836, 1826, 684]"
274,274,"[2678, 2292, 703, 1058, 308, 3084, 836, 1826, 898, 3042]"
275,275,"[2678, 2292, 1058, 703, 308, 3084, 836, 3042, 898, 1826]"
276,276,"[2678, 2292, 308, 703, 3084, 1058, 898, 1109, 644, 836]"
277,277,"[2678, 2292, 703, 1058, 308, 836, 3084, 898, 3042, 1826]"
278,278,"[2678, 796, 1058, 2292, 1826, 3042, 703, 252, 3176, 308]"
279,279,"[2678, 2292, 703, 1058, 308, 3042, 3084, 898, 1262, 1826]"
280,280,"[2678, 703, 2292, 308, 1058, 3084, 836, 898, 288, 1109]"
281,281,"[2678, 703, 2292, 1058, 308, 836, 3084, 1826, 3042, 898]"
282,282,"[2678, 703, 1058, 2292, 308, 836, 1826, 898, 3084, 3042]"
283,283,"[2678, 1058, 703, 2292, 1826, 3042, 3084, 836, 3176, 898]"
284,284,"[2678, 2292, 703, 308, 1058, 3084, 898, 836, 288, 644]"
285,285,"[2678, 2292, 1058, 703, 308, 3084, 3042, 898, 1826, 3176]"
286,286,"[2678, 2292, 703, 1058, 3084, 3042, 898, 836, 1262, 1109]"
287,287,"[2678, 2292, 703, 1058, 308, 3084, 898, 2537, 836, 1109]"
288,288,"[2678, 2292, 1058, 308, 3084, 898, 288, 1109, 644, 1262]"
289,289,"[2678, 2292, 703, 1058, 3084, 898, 836, 288, 1109, 1262]"
290,290,"[2678, 2292, 703, 1058, 308, 836, 2537, 3084, 898, 1826]"
291,291,"[2678, 703, 2292, 1058, 308, 836, 898, 3084, 3042, 1262]"
292,292,"[2678, 2292, 3084, 3042, 1058, 703, 898, 836, 684, 3176]"
293,293,"[2678, 2537, 703, 2292, 308, 288, 1058, 644, 1109, 898]"
294,294,"[2678, 1058, 703, 2292, 308, 3042, 836, 1826, 3084, 898]"
295,295,"[2678, 703, 2292, 1058, 836, 308, 49, 3084, 898, 1826]"
296,296,"[2678, 3042, 2292, 1058, 3084, 703, 1826, 1082, 898, 854]"
297,297,"[2678, 2292, 308, 1058, 3084, 703, 898, 1109, 644, 684]"
298,298,"[2678, 2292, 1058, 703, 308, 3084, 836, 3042, 898, 1826]"
299,299,"[2678, 703, 2292, 1058, 1826, 49, 3084, 898, 1262, 3042]"
300,300,"[2678, 2292, 3042, 3084, 836, 898, 1826, 3176, 684, 1262]"
301,301,"[2678, 2292, 1058, 3042, 3084, 703, 796, 3176, 1826, 1082]"
302,302,"[2678, 703, 2292, 308, 836, 3084, 1826, 898, 3042, 49]"
303,303,"[2678, 1058, 703, 2292, 1826, 3042, 796, 308, 252, 3084]"
304,304,"[2678, 2292, 703, 1058, 308, 3084, 288, 898, 644, 836]"
305,305,"[2678, 703, 1058, 2292, 836, 1100, 1826, 3084, 898, 288]"
306,306,"[2678, 2292, 898, 3084, 3042, 1262, 684, 644, 1150, 288]"
307,307,"[2678, 2292, 1058, 3042, 3084, 703, 3176, 898, 1826, 684]"
308,308,"[2678, 2292, 1058, 703, 3084, 836, 1826, 3042, 898, 288]"
309,309,"[2678, 3245, 442, 2911, 694, 838, 288, 2866, 3481, 2963]"
310,310,"[2678, 2292, 1058, 703, 308, 3084, 3042, 898, 836, 684]"
311,311,"[2678, 2292, 3084, 703, 1058, 898, 1109, 644, 3042, 836]"
312,312,"[2678, 2292, 308, 1058, 703, 3084, 898, 1109, 644, 836]"
313,313,"[2678, 2292, 703, 644, 1058, 898, 3084, 288, 2981, 1262]"
314,314,"[2678, 2292, 3084, 308, 703, 1109, 644, 898, 1058, 2537]"
315,315,"[2678, 2292, 703, 308, 1058, 3084, 898, 3042, 836, 1109]"
316,316,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 3042, 1826]"
317,317,"[2678, 2292, 308, 703, 3084, 1058, 1109, 898, 644, 836]"
318,318,"[2678, 2292, 703, 3084, 1058, 898, 1109, 836, 3042, 644]"
319,319,"[2678, 703, 2292, 1058, 836, 308, 1826, 898, 3084, 49]"
320,320,"[2678, 2292, 1058, 3042, 703, 3084, 1826, 3176, 836, 898]"
321,321,"[2678, 2292, 703, 308, 1058, 3084, 836, 898, 3042, 1109]"
322,322,"[2678, 703, 2292, 1058, 308, 3084, 898, 3042, 1826, 1262]"
323,323,"[2678, 703, 2292, 1058, 836, 308, 1100, 288, 1826, 898]"
