,Element,Occurrence Count
16,16,"[2678, 2292, 1058, 703, 3084, 898, 3042, 836, 1109, 1262, 1826, 644, 840, 3176, 1150, 51, 288, 1082, 854, 1114, 1162, 862, 1100, 886, 3057, 3209, 352, 2506, 2147, 2796, 1517, 1057, 796, 738, 1167, 1125, 2150, 2955, 3056, 1105, 1135, 2853, 2697, 2605, 542, 2100, 2804, 1152, 1992, 2501]"
17,17,"[2678, 2292, 308, 1058, 703, 3084, 898, 644, 288, 836, 684, 3042, 1262, 1150, 51, 840, 2147, 886, 352, 3176, 2506, 3057, 1057, 3209, 2981, 862, 1517, 738, 1125, 1105, 1162, 2537, 2796, 3056, 1114, 1082, 2100, 2150, 2955, 2605, 2853, 1756, 542, 845, 953, 2804, 2697, 576, 1617, 885]"
18,18,"[2678, 703, 1058, 2292, 836, 308, 1826, 49, 3042, 3084, 898, 1262, 288, 3176, 840, 1162, 1150, 1114, 1109, 3365, 708, 644, 1135, 3060, 2796, 1103, 3056, 1082, 2840, 1120, 51, 1125, 854, 1204, 3334, 2723, 1183, 2137, 835, 862, 1154, 572, 1167, 3575, 1134, 582, 1697, 1123, 897, 845]"
19,19,"[2678, 703, 2292, 1058, 308, 836, 3084, 1826, 898, 3042, 1262, 49, 684, 840, 3176, 1109, 252, 288, 1100, 796, 1150, 1082, 1114, 51, 1162, 644, 708, 2796, 3056, 1135, 1096, 854, 3057, 845, 1125, 1154, 2506, 576, 1517, 3209, 2150, 2147, 1167, 512, 862, 1057, 886, 352, 2955, 2537]"
20,20,"[2678, 1100, 252, 1826, 796, 1103, 703, 1058, 836, 2292, 49, 3042, 708, 1123, 1835, 2356, 308, 1262, 3060, 3176, 1154, 1098, 1120, 1082, 3084, 1114, 1183, 963, 2723, 840, 1162, 3365, 288, 582, 1009, 3410, 1121, 2537, 1140, 898, 1697, 1166, 2716, 1135, 1051, 3248, 2137, 2693, 3056, 3575]"
21,21,"[2678, 3042, 2292, 1058, 703, 3084, 3176, 1826, 836, 898, 1082, 684, 1262, 252, 854, 708, 840, 49, 1096, 1150, 51, 1123, 288, 1109, 1114, 1115, 2501, 845, 1100, 1162, 2150, 1154, 1152, 1167, 2796, 1119, 1135, 1835, 855, 3056, 644, 1057, 2008, 576, 2853, 352, 1517, 2789, 1476, 2898]"
22,22,"[2678, 1100, 1826, 3060, 1103, 2719, 2137, 2723, 2721, 2292, 288, 1191, 308, 1697, 2840, 3126, 459, 3575, 2716, 1183, 243, 1262, 1204, 1162, 582, 898, 897, 1835, 2693, 3109, 3010, 3410, 2024, 3042, 3248, 2009, 2143, 1991, 3290, 3334, 1166, 1280, 2594, 1989, 538, 106, 2759, 3366, 158, 2066]"
23,23,"[2678, 2292, 703, 1058, 3084, 898, 1109, 836, 644, 288, 1262, 1826, 684, 49, 840, 3042, 1150, 51, 2537, 862, 2147, 886, 3057, 2981, 1162, 3176, 1114, 2506, 352, 1125, 3209, 2796, 1517, 1057, 3056, 1100, 738, 1105, 1082, 1135, 252, 2955, 953, 2100, 796, 1096, 1756, 2150, 845, 708]"
24,24,"[2678, 1058, 2292, 703, 308, 3042, 3084, 836, 1826, 898, 49, 684, 3176, 1262, 288, 840, 796, 1109, 1150, 1082, 1162, 2537, 1114, 708, 854, 644, 51, 1135, 2796, 3056, 3365, 1125, 1096, 845, 576, 1167, 2501, 512, 2147, 2506, 1123, 1154, 1057, 352, 2955, 3057, 1517, 3334, 2150, 3209]"
25,25,"[2678, 1103, 963, 3060, 2356, 2723, 1120, 2537, 252, 703, 2137, 2719, 1826, 1058, 49, 2292, 572, 836, 1183, 2716, 1469, 582, 1697, 2721, 288, 796, 3410, 442, 3365, 1835, 2693, 3248, 3575, 1166, 106, 2720, 3084, 1262, 3357, 2009, 3126, 1116, 3019, 1121, 3042, 1114, 1102, 1162, 2016, 898]"
26,26,"[2678, 2292, 1058, 308, 3084, 703, 3042, 898, 1826, 836, 1262, 1082, 684, 1096, 840, 708, 51, 1109, 49, 2150, 288, 1115, 1114, 1154, 1123, 3056, 286, 1162, 644, 1057, 1135, 2853, 1517, 2697, 352, 3209, 2501, 2506, 3057, 1100, 738, 2789, 2804, 2605, 542, 3257, 576, 123, 2147, 2703]"
27,27,"[2678, 2292, 703, 1058, 3084, 898, 1109, 644, 288, 1262, 684, 3042, 1826, 840, 51, 1150, 352, 3176, 1057, 2147, 3057, 2506, 3209, 738, 1517, 3056, 2796, 1082, 1125, 1114, 1162, 2150, 512, 1105, 1135, 2853, 2100, 2981, 2605, 123, 2697, 542, 845, 854, 2804, 796, 2955, 714, 708, 1434]"
28,28,"[2678, 703, 836, 1058, 1826, 2292, 288, 3060, 3365, 1103, 1120, 1262, 2840, 1114, 2137, 898, 840, 3084, 1697, 1121, 3575, 2024, 897, 3042, 3056, 243, 1835, 3357, 838, 1109, 1991, 835, 3126, 1183, 708, 2469, 1154, 3010, 1149, 1135, 644, 2796, 3290, 1134, 3334, 1150, 582, 2009, 1006, 684]"
29,29,"[2678, 703, 2292, 1058, 288, 644, 836, 1109, 898, 1262, 3084, 1826, 2981, 840, 838, 1100, 3057, 1150, 862, 843, 886, 953, 2840, 2147, 1125, 1114, 2796, 1162, 3056, 2911, 650, 848, 51, 3365, 1135, 2506, 837, 1006, 851, 846, 252, 2114, 3209, 1434, 830, 352, 1105, 442, 1741, 2024]"
30,30,"[2678, 703, 2292, 1058, 836, 308, 2537, 898, 3084, 3042, 1109, 1262, 1826, 49, 644, 840, 288, 1150, 684, 1114, 1162, 862, 1100, 3176, 512, 2981, 838, 51, 2796, 252, 3057, 708, 886, 796, 2147, 3365, 2840, 854, 1082, 1125, 2506, 3209, 3056, 1167, 845, 2911, 576, 650, 843, 2955]"
31,31,"[2678, 2292, 288, 644, 1058, 308, 1109, 3084, 898, 2911, 838, 2981, 836, 843, 837, 1100, 1006, 2840, 650, 1262, 482, 3245, 1527, 1826, 862, 1159, 512, 848, 2350, 2147, 886, 1991, 2024, 2114, 953, 840, 1125, 3057, 684, 851, 143, 3098, 3056, 524, 1617, 865, 846, 1191, 3365, 2469]"
32,32,"[2678, 442, 703, 288, 2840, 1058, 3245, 963, 2292, 1826, 1991, 2721, 459, 2024, 838, 3365, 3060, 243, 2137, 2751, 2538, 897, 3357, 1120, 2022, 2963, 3126, 1467, 1262, 898, 3084, 2822, 843, 1162, 1114, 2469, 644, 158, 3481, 2594, 2017, 2449, 538, 3575, 362, 1987, 3042, 2066, 1697, 2015]"
33,33,"[2678, 2292, 3084, 898, 644, 836, 288, 1262, 684, 3042, 1826, 1150, 840, 49, 51, 2147, 886, 352, 3176, 3057, 2506, 862, 1057, 512, 3209, 2981, 1517, 2537, 1125, 1162, 738, 2796, 1114, 3056, 1105, 1082, 1135, 2100, 2955, 1096, 2150, 252, 1100, 1756, 2605, 845, 2853, 576, 542, 953]"
34,34,"[2678, 2292, 703, 3084, 3042, 898, 1262, 3176, 1109, 684, 49, 1150, 1082, 288, 644, 854, 51, 796, 1114, 1162, 252, 708, 845, 1096, 1167, 352, 1057, 3209, 862, 512, 2150, 3057, 1517, 2147, 738, 3056, 2955, 2501, 1135, 576, 886, 2853, 1125, 2008, 1154, 2605, 2697, 2898, 542, 2804]"
35,35,"[2678, 2292, 703, 1058, 308, 3084, 836, 898, 1826, 49, 3042, 288, 1262, 684, 1109, 840, 644, 3176, 1114, 1162, 51, 2796, 3056, 1135, 708, 1125, 1082, 3365, 2147, 862, 2506, 3057, 886, 854, 1517, 352, 3209, 1057, 845, 1167, 835, 2981, 1096, 1154, 738, 2840, 838, 1105, 2150, 1335]"
36,36,"[2678, 703, 2292, 2537, 308, 1058, 288, 898, 1109, 644, 3084, 836, 49, 1262, 2981, 1826, 2911, 840, 838, 1150, 684, 837, 1100, 843, 2147, 2350, 886, 862, 3057, 512, 953, 51, 650, 848, 1125, 3056, 1162, 2506, 1114, 1617, 1159, 2114, 1527, 352, 2796, 1006, 1135, 846, 2840, 3209]"
37,37,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 644, 836, 288, 684, 1262, 3042, 1826, 1150, 49, 840, 51, 2147, 3176, 352, 886, 2506, 3057, 1057, 3209, 1517, 1125, 738, 512, 862, 2796, 2981, 3056, 1162, 1114, 1105, 1082, 2537, 1135, 1096, 2100, 2150, 2605, 2853, 252, 2955, 845, 542]"
38,38,"[2678, 1058, 2292, 703, 3042, 3084, 1826, 836, 898, 3176, 684, 796, 1262, 1082, 49, 252, 840, 854, 708, 1109, 1150, 288, 51, 1114, 1162, 1100, 644, 845, 2796, 2150, 1135, 2501, 3056, 1115, 1123, 1167, 1154, 1057, 1152, 286, 1119, 855, 576, 352, 1517, 2506, 1835, 2853, 3209, 1125]"
39,39,"[2678, 2292, 703, 1058, 308, 836, 3084, 898, 3042, 1262, 1826, 1109, 49, 840, 684, 288, 644, 3176, 1150, 51, 1114, 1082, 2537, 854, 252, 796, 2796, 845, 3057, 862, 512, 2147, 1167, 3056, 2506, 3209, 352, 1096, 886, 1057, 1125, 1135, 1517, 576, 2150, 738, 2501, 1152, 2853, 1105]"
40,40,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 1109, 836, 644, 1262, 49, 684, 3042, 1826, 840, 1150, 51, 2147, 352, 2537, 886, 3057, 1125, 2981, 2506, 3176, 1057, 512, 3056, 1162, 862, 2796, 1114, 3209, 738, 1517, 1135, 1105, 1100, 2100, 576, 953, 2114, 1617, 1082, 2955, 1756, 885]"
41,41,"[2678, 703, 1058, 2292, 2537, 836, 1826, 49, 3084, 288, 898, 1262, 3042, 684, 840, 3365, 1109, 1162, 1114, 1150, 3176, 3060, 644, 2840, 3056, 1135, 2719, 2796, 1120, 1204, 2137, 51, 2723, 1125, 2024, 1082, 897, 576, 3575, 835, 1154, 3334, 1835, 1991, 459, 1121, 1697, 2469, 243, 3057]"
42,42,"[2678, 703, 1058, 2292, 836, 308, 1826, 49, 1100, 3084, 898, 1262, 288, 3042, 840, 684, 252, 1109, 1114, 1162, 1150, 644, 3365, 3176, 796, 442, 2796, 708, 2840, 3056, 1135, 51, 838, 1125, 1191, 862, 576, 512, 1082, 2356, 835, 1154, 3057, 3060, 2147, 2024, 1006, 854, 897, 1167]"
43,43,"[2678, 2292, 3084, 898, 3042, 1109, 1262, 49, 1826, 288, 644, 840, 684, 1150, 1162, 1114, 3176, 51, 862, 1082, 2796, 3057, 2147, 886, 2506, 3209, 854, 2981, 352, 708, 2955, 1167, 3056, 845, 1517, 3365, 1057, 835, 1105, 738, 1992, 838, 2100, 650, 2150, 1434, 1756, 953, 3529, 2853]"
44,44,"[2537, 2678, 703, 288, 838, 644, 1109, 2292, 1058, 2911, 442, 2840, 2981, 836, 308, 49, 898, 1006, 953, 1100, 1191, 2024, 1991, 3245, 1527, 650, 3084, 851, 862, 2350, 1826, 1262, 3365, 3057, 1159, 886, 2751, 3098, 3056, 2114, 840, 897, 2469, 1125, 2147, 1150, 868, 830, 1469, 1741]"
45,45,"[2678, 2537, 703, 836, 1100, 1058, 49, 2292, 1826, 308, 1262, 442, 1114, 3365, 1162, 252, 840, 288, 898, 2840, 3042, 3060, 3084, 1191, 838, 2720, 1150, 708, 2721, 796, 684, 2356, 2719, 2024, 243, 1109, 835, 1469, 2796, 3176, 897, 1991, 3010, 459, 1120, 1006, 3245, 2137, 1335, 1140]"
46,46,"[2678, 2292, 1058, 3042, 703, 3084, 1826, 3176, 836, 898, 252, 1082, 684, 49, 1262, 708, 288, 854, 840, 1100, 1114, 1150, 1162, 1109, 51, 1135, 1835, 1154, 3056, 2501, 1098, 2796, 286, 845, 644, 1167, 1152, 2150, 1119, 2789, 1051, 855, 1106, 2008, 2631, 1057, 3257, 1103, 1476, 1125]"
47,47,"[2678, 3042, 1058, 2292, 3084, 3176, 1826, 703, 1082, 836, 708, 898, 1262, 684, 854, 840, 1114, 51, 1152, 2501, 2150, 1135, 2796, 288, 1119, 1009, 3056, 2789, 1167, 1148, 3257, 3055, 2008, 2898, 2853, 1131, 1176, 2703, 1057, 2804, 1517, 2697, 644, 3412, 1160, 542, 2506, 3209, 1125, 2605]"
48,48,"[2678, 2292, 703, 308, 3042, 3084, 836, 1826, 49, 898, 1100, 1262, 3176, 252, 288, 684, 840, 1082, 708, 1109, 1162, 1114, 2537, 1150, 1135, 644, 51, 3056, 2796, 854, 1123, 1096, 576, 3365, 1154, 1125, 845, 2501, 1103, 2147, 835, 2506, 1134, 2789, 3057, 2150, 1152, 2955, 1106, 3334]"
49,49,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 836, 1109, 644, 1262, 49, 1826, 684, 840, 1150, 51, 3042, 2147, 352, 2537, 2506, 3057, 886, 1057, 3056, 1125, 3209, 512, 2796, 738, 1517, 2981, 862, 1162, 1114, 1135, 3176, 1105, 2100, 2955, 576, 252, 1100, 1434, 2114, 1756, 1082, 796]"
50,50,"[2678, 703, 2292, 2537, 1058, 288, 898, 836, 3084, 1109, 644, 49, 1262, 1826, 2981, 840, 838, 1150, 2911, 684, 1100, 862, 843, 512, 1162, 3042, 2147, 650, 886, 1114, 837, 3057, 51, 1125, 1006, 2796, 2840, 3056, 2506, 352, 1617, 848, 2350, 1159, 3365, 1135, 482, 1527, 252, 3209]"
51,51,"[2678, 2292, 1058, 703, 3042, 308, 3084, 836, 1826, 898, 3176, 49, 684, 1262, 796, 288, 252, 1082, 840, 1109, 854, 1150, 1100, 708, 1162, 51, 1114, 644, 1096, 1135, 2796, 3056, 845, 2501, 1167, 1123, 2150, 1125, 1057, 2506, 1154, 352, 1115, 2147, 2537, 1517, 1098, 1152, 3209, 1119]"
52,52,"[2678, 2292, 1058, 3084, 898, 3042, 1262, 684, 840, 288, 3176, 1150, 644, 1100, 51, 1162, 1082, 708, 3056, 1125, 1135, 512, 2147, 862, 2506, 1517, 3209, 886, 1167, 352, 1057, 2150, 1154, 738, 2853, 1105, 3257, 2605, 2697, 2501, 2804, 542, 3365, 2008, 2898, 2100, 2789, 1119, 1152, 1434]"
53,53,"[2678, 2292, 703, 1058, 308, 3084, 3042, 836, 898, 1109, 1262, 1826, 49, 684, 840, 644, 288, 3176, 1150, 2537, 51, 854, 1114, 1082, 1162, 1100, 862, 845, 512, 2796, 3057, 708, 796, 886, 2147, 1167, 352, 3209, 2506, 1057, 1517, 1125, 3056, 738, 2955, 576, 2150, 2501, 1105, 1152]"
54,54,"[2678, 703, 2292, 644, 1109, 1058, 288, 898, 3084, 836, 2981, 838, 2350, 2911, 1262, 843, 862, 1150, 886, 2147, 1826, 840, 1617, 953, 846, 848, 3057, 684, 851, 2840, 837, 1006, 1527, 482, 1125, 2114, 2506, 565, 352, 1162, 51, 1100, 1756, 1159, 143, 1114, 885, 3098, 3529, 1105]"
55,55,"[2678, 703, 2292, 1058, 836, 3042, 3084, 1826, 1100, 898, 1262, 288, 1109, 840, 3176, 252, 1114, 684, 644, 1162, 3365, 1150, 796, 708, 1082, 2796, 51, 854, 3056, 862, 2840, 1135, 835, 1167, 3057, 845, 1125, 838, 2147, 1154, 886, 2506, 352, 3060, 3209, 1121, 2955, 1134, 1335, 1191]"
56,56,"[2678, 1058, 2292, 703, 308, 3084, 3042, 1826, 3176, 898, 836, 796, 1262, 684, 1082, 252, 840, 708, 1096, 49, 51, 854, 1109, 1150, 288, 2150, 1114, 1154, 1115, 2796, 3056, 1162, 1135, 644, 1100, 855, 845, 286, 1057, 2501, 2789, 2853, 1152, 1517, 3209, 2506, 2697, 352, 1119, 3057]"
57,57,"[2678, 2292, 1058, 703, 3042, 3084, 898, 1262, 3176, 49, 1109, 288, 1082, 51, 644, 854, 1114, 1162, 2796, 3056, 1135, 3057, 1125, 2506, 2150, 1517, 2147, 1057, 3209, 352, 2501, 1154, 862, 2955, 1152, 738, 2853, 3257, 2605, 2697, 2804, 542, 2008, 855, 2898, 1105, 2789, 3412, 123, 1434]"
58,58,"[2678, 2292, 703, 644, 1058, 898, 3084, 288, 1262, 2981, 49, 886, 3057, 2147, 352, 684, 51, 838, 512, 953, 2506, 3042, 1057, 843, 1617, 738, 1125, 2911, 1517, 2796, 1105, 650, 3056, 2100, 1162, 837, 885, 1100, 2114, 565, 1135, 2840, 1006, 1434, 3529, 1092, 1159, 1033, 868, 1741]"
59,59,"[2678, 2537, 703, 442, 1100, 2292, 838, 2840, 288, 836, 1058, 3245, 49, 308, 3084, 2024, 1991, 2911, 3042, 1191, 1006, 898, 3365, 1109, 843, 644, 1826, 2866, 459, 694, 3010, 2963, 1469, 2986, 1262, 1335, 897, 2751, 2962, 650, 2721, 2720, 243, 963, 862, 1989, 2022, 2449, 2538, 1150]"
60,60,"[2678, 2292, 1058, 703, 308, 3084, 3042, 836, 1826, 898, 1262, 684, 3176, 49, 796, 840, 252, 1082, 288, 1109, 1150, 708, 1100, 51, 1114, 1162, 854, 1096, 644, 2796, 3056, 1135, 845, 2150, 1154, 1167, 576, 1123, 2501, 1152, 1057, 1835, 1119, 1115, 1517, 2506, 1125, 3209, 3057, 2955]"
61,61,"[2678, 2292, 703, 1058, 3084, 898, 1109, 644, 288, 836, 1262, 684, 840, 1826, 1150, 3042, 51, 2981, 2147, 352, 2506, 1057, 3209, 512, 738, 1517, 1125, 1162, 953, 2796, 3056, 1105, 1617, 2100, 1756, 846, 1135, 831, 843, 2350, 848, 1082, 2955, 2605, 650, 2114, 565, 1033, 2853, 2150]"
62,62,"[2678, 2292, 1058, 308, 3084, 3042, 703, 898, 3176, 1826, 684, 796, 836, 1082, 1262, 854, 1096, 252, 840, 51, 1109, 708, 49, 1150, 2150, 288, 1057, 1115, 644, 855, 845, 1114, 2796, 3056, 1162, 1123, 352, 1154, 2501, 1135, 286, 1517, 2853, 738, 2506, 3209, 2697, 1152, 1119, 123]"
63,63,"[2678, 703, 1058, 2292, 836, 308, 1826, 49, 3084, 3042, 898, 1262, 288, 840, 1109, 252, 1114, 684, 1162, 3365, 1150, 442, 644, 3176, 796, 2796, 2840, 838, 708, 3056, 1135, 51, 835, 862, 1006, 2356, 2024, 3060, 1125, 1335, 576, 512, 1991, 1082, 2911, 3245, 897, 1154, 3057, 1167]"
64,64,"[2678, 703, 442, 836, 1058, 2292, 3245, 2840, 838, 1826, 2024, 1991, 308, 3010, 459, 3365, 2866, 288, 243, 1006, 2963, 338, 2721, 1262, 2720, 2986, 2911, 2962, 898, 2751, 3370, 1114, 897, 2654, 1162, 2719, 3084, 973, 1109, 2022, 840, 1989, 1263, 158, 365, 3060, 1335, 3670, 2822, 843]"
65,65,"[2678, 1058, 2292, 703, 308, 3084, 3042, 1826, 898, 3176, 836, 796, 684, 1262, 1082, 252, 840, 49, 708, 1096, 1109, 51, 854, 1150, 288, 1114, 2150, 1162, 1154, 644, 2796, 3056, 1123, 845, 1135, 855, 1100, 1115, 2501, 1057, 1152, 1517, 2853, 3209, 2506, 2789, 2697, 1167, 1119, 576]"
66,66,"[2678, 2292, 703, 1058, 3084, 898, 836, 644, 2537, 288, 1262, 49, 684, 1826, 2981, 3042, 862, 512, 51, 2147, 1162, 3057, 838, 352, 1114, 2350, 2506, 1125, 843, 650, 1617, 846, 3209, 953, 1057, 2911, 2796, 1517, 738, 1105, 848, 3176, 2955, 1756, 576, 565, 3056, 1100, 3529, 2100]"
67,67,"[2678, 2292, 1058, 3042, 308, 3084, 836, 1826, 898, 3176, 49, 684, 1262, 288, 796, 252, 1082, 840, 1100, 1109, 1150, 708, 854, 1162, 1114, 51, 644, 1135, 1096, 3056, 1835, 845, 2501, 1123, 1167, 1098, 576, 1125, 1057, 2150, 352, 1154, 2506, 2147, 1115, 1152, 2955, 1517, 1119, 3209]"
68,68,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 644, 288, 836, 1262, 3042, 684, 1826, 49, 840, 1150, 51, 2981, 2537, 2147, 886, 352, 3057, 862, 2506, 1057, 512, 3176, 3209, 1125, 738, 2796, 1517, 1162, 1114, 3056, 1105, 953, 1617, 1135, 1756, 1100, 2100, 2955, 1082, 885, 846, 2150]"
69,69,"[2678, 2292, 1058, 703, 3042, 308, 3084, 898, 836, 1826, 3176, 684, 49, 1262, 1082, 796, 288, 854, 1109, 1150, 708, 51, 644, 1096, 1162, 1114, 1100, 2796, 1135, 845, 3056, 2501, 2150, 1057, 1167, 2506, 352, 1123, 1125, 576, 2147, 1517, 1115, 3209, 1119, 1152, 1154, 738, 1835, 2955]"
70,70,"[2678, 2537, 703, 442, 836, 1058, 2292, 49, 1826, 308, 288, 1191, 2840, 1469, 2356, 3365, 3084, 2721, 3245, 1991, 963, 2719, 459, 2024, 898, 243, 1262, 3060, 3010, 1140, 252, 694, 838, 1114, 2137, 1120, 1162, 3042, 2986, 2751, 572, 2866, 1109, 897, 338, 1989, 3357, 1467, 840, 2538]"
71,71,"[2678, 2537, 703, 2292, 308, 1058, 1109, 644, 3084, 898, 836, 288, 2981, 1262, 49, 838, 862, 2350, 1150, 840, 1826, 512, 843, 886, 2911, 2147, 684, 1617, 846, 650, 352, 3057, 953, 51, 848, 1162, 2506, 1114, 851, 565, 1125, 3209, 1756, 1057, 837, 1006, 3042, 2840, 738, 1100]"
72,72,"[2678, 2292, 703, 3042, 308, 3084, 1826, 836, 3176, 49, 898, 796, 252, 1262, 1082, 288, 708, 840, 854, 1162, 1114, 1150, 1109, 1135, 1123, 1096, 2796, 51, 3056, 1154, 2537, 644, 2501, 845, 1167, 1115, 576, 1152, 1103, 3365, 286, 2150, 2789, 1125, 1119, 1106, 2008, 1057, 1051, 3257]"
