,Element,Occurrence Count
31,31,"[2678, 2292, 288, 644, 1058, 308, 1109, 3084, 898, 2911, 838, 2981, 836, 843, 837, 1100, 1006, 2840, 650, 1262]"
32,32,"[2678, 442, 703, 288, 2840, 1058, 3245, 963, 2292, 1826, 1991, 2721, 459, 2024, 838, 3365, 3060, 243, 2137, 2751]"
33,33,"[2678, 2292, 3084, 898, 644, 836, 288, 1262, 684, 3042, 1826, 1150, 840, 49, 51, 2147, 886, 352, 3176, 3057]"
34,34,"[2678, 2292, 703, 3084, 3042, 898, 1262, 3176, 1109, 684, 49, 1150, 1082, 288, 644, 854, 51, 796, 1114, 1162]"
35,35,"[2678, 2292, 703, 1058, 308, 3084, 836, 898, 1826, 49, 3042, 288, 1262, 684, 1109, 840, 644, 3176, 1114, 1162]"
36,36,"[2678, 703, 2292, 2537, 308, 1058, 288, 898, 1109, 644, 3084, 836, 49, 1262, 2981, 1826, 2911, 840, 838, 1150]"
37,37,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 644, 836, 288, 684, 1262, 3042, 1826, 1150, 49, 840, 51, 2147]"
38,38,"[2678, 1058, 2292, 703, 3042, 3084, 1826, 836, 898, 3176, 684, 796, 1262, 1082, 49, 252, 840, 854, 708, 1109]"
39,39,"[2678, 2292, 703, 1058, 308, 836, 3084, 898, 3042, 1262, 1826, 1109, 49, 840, 684, 288, 644, 3176, 1150, 51]"
40,40,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 1109, 836, 644, 1262, 49, 684, 3042, 1826, 840, 1150, 51, 2147]"
41,41,"[2678, 703, 1058, 2292, 2537, 836, 1826, 49, 3084, 288, 898, 1262, 3042, 684, 840, 3365, 1109, 1162, 1114, 1150]"
42,42,"[2678, 703, 1058, 2292, 836, 308, 1826, 49, 1100, 3084, 898, 1262, 288, 3042, 840, 684, 252, 1109, 1114, 1162]"
43,43,"[2678, 2292, 3084, 898, 3042, 1109, 1262, 49, 1826, 288, 644, 840, 684, 1150, 1162, 1114, 3176, 51, 862, 1082]"
44,44,"[2537, 2678, 703, 288, 838, 644, 1109, 2292, 1058, 2911, 442, 2840, 2981, 836, 308, 49, 898, 1006, 953, 1100]"
45,45,"[2678, 2537, 703, 836, 1100, 1058, 49, 2292, 1826, 308, 1262, 442, 1114, 3365, 1162, 252, 840, 288, 898, 2840]"
46,46,"[2678, 2292, 1058, 3042, 703, 3084, 1826, 3176, 836, 898, 252, 1082, 684, 49, 1262, 708, 288, 854, 840, 1100]"
47,47,"[2678, 3042, 1058, 2292, 3084, 3176, 1826, 703, 1082, 836, 708, 898, 1262, 684, 854, 840, 1114, 51, 1152, 2501]"
48,48,"[2678, 2292, 703, 308, 3042, 3084, 836, 1826, 49, 898, 1100, 1262, 3176, 252, 288, 684, 840, 1082, 708, 1109]"
49,49,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 836, 1109, 644, 1262, 49, 1826, 684, 840, 1150, 51, 3042, 2147]"
50,50,"[2678, 703, 2292, 2537, 1058, 288, 898, 836, 3084, 1109, 644, 49, 1262, 1826, 2981, 840, 838, 1150, 2911, 684]"
51,51,"[2678, 2292, 1058, 703, 3042, 308, 3084, 836, 1826, 898, 3176, 49, 684, 1262, 796, 288, 252, 1082, 840, 1109]"
52,52,"[2678, 2292, 1058, 3084, 898, 3042, 1262, 684, 840, 288, 3176, 1150, 644, 1100, 51, 1162, 1082, 708, 3056, 1125]"
53,53,"[2678, 2292, 703, 1058, 308, 3084, 3042, 836, 898, 1109, 1262, 1826, 49, 684, 840, 644, 288, 3176, 1150, 2537]"
54,54,"[2678, 703, 2292, 644, 1109, 1058, 288, 898, 3084, 836, 2981, 838, 2350, 2911, 1262, 843, 862, 1150, 886, 2147]"
55,55,"[2678, 703, 2292, 1058, 836, 3042, 3084, 1826, 1100, 898, 1262, 288, 1109, 840, 3176, 252, 1114, 684, 644, 1162]"
56,56,"[2678, 1058, 2292, 703, 308, 3084, 3042, 1826, 3176, 898, 836, 796, 1262, 684, 1082, 252, 840, 708, 1096, 49]"
57,57,"[2678, 2292, 1058, 703, 3042, 3084, 898, 1262, 3176, 49, 1109, 288, 1082, 51, 644, 854, 1114, 1162, 2796, 3056]"
58,58,"[2678, 2292, 703, 644, 1058, 898, 3084, 288, 1262, 2981, 49, 886, 3057, 2147, 352, 684, 51, 838, 512, 953]"
59,59,"[2678, 2537, 703, 442, 1100, 2292, 838, 2840, 288, 836, 1058, 3245, 49, 308, 3084, 2024, 1991, 2911, 3042, 1191]"
60,60,"[2678, 2292, 1058, 703, 308, 3084, 3042, 836, 1826, 898, 1262, 684, 3176, 49, 796, 840, 252, 1082, 288, 1109]"
61,61,"[2678, 2292, 703, 1058, 3084, 898, 1109, 644, 288, 836, 1262, 684, 840, 1826, 1150, 3042, 51, 2981, 2147, 352]"
62,62,"[2678, 2292, 1058, 308, 3084, 3042, 703, 898, 3176, 1826, 684, 796, 836, 1082, 1262, 854, 1096, 252, 840, 51]"
63,63,"[2678, 703, 1058, 2292, 836, 308, 1826, 49, 3084, 3042, 898, 1262, 288, 840, 1109, 252, 1114, 684, 1162, 3365]"
64,64,"[2678, 703, 442, 836, 1058, 2292, 3245, 2840, 838, 1826, 2024, 1991, 308, 3010, 459, 3365, 2866, 288, 243, 1006]"
65,65,"[2678, 1058, 2292, 703, 308, 3084, 3042, 1826, 898, 3176, 836, 796, 684, 1262, 1082, 252, 840, 49, 708, 1096]"
66,66,"[2678, 2292, 703, 1058, 3084, 898, 836, 644, 2537, 288, 1262, 49, 684, 1826, 2981, 3042, 862, 512, 51, 2147]"
67,67,"[2678, 2292, 1058, 3042, 308, 3084, 836, 1826, 898, 3176, 49, 684, 1262, 288, 796, 252, 1082, 840, 1100, 1109]"
68,68,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 644, 288, 836, 1262, 3042, 684, 1826, 49, 840, 1150, 51, 2981]"
69,69,"[2678, 2292, 1058, 703, 3042, 308, 3084, 898, 836, 1826, 3176, 684, 49, 1262, 1082, 796, 288, 854, 1109, 1150]"
70,70,"[2678, 2537, 703, 442, 836, 1058, 2292, 49, 1826, 308, 288, 1191, 2840, 1469, 2356, 3365, 3084, 2721, 3245, 1991]"
71,71,"[2678, 2537, 703, 2292, 308, 1058, 1109, 644, 3084, 898, 836, 288, 2981, 1262, 49, 838, 862, 2350, 1150, 840]"
72,72,"[2678, 2292, 703, 3042, 308, 3084, 1826, 836, 3176, 49, 898, 796, 252, 1262, 1082, 288, 708, 840, 854, 1162]"
73,73,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 3042, 1826, 1262, 49, 1109, 840, 288, 684, 3176, 1150, 1100, 644]"
74,74,"[2537, 2678, 2654, 442, 3245, 365, 694, 1467, 3010, 338, 2578, 2866, 459, 2538, 973, 2963, 243, 3370, 838, 2166]"
75,75,"[2678, 2292, 836, 3084, 898, 3042, 1262, 1826, 1109, 840, 1150, 644, 3176, 288, 1114, 1162, 51, 1100, 252, 1082]"
76,76,"[2678, 2292, 3042, 1058, 3084, 308, 3176, 796, 703, 1082, 1826, 898, 1096, 854, 252, 684, 708, 836, 1262, 286]"
77,77,"[2678, 2292, 308, 1058, 3084, 1109, 644, 898, 2537, 836, 1262, 2981, 49, 1150, 840, 862, 352, 886, 684, 2147]"
78,78,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 836, 644, 288, 1262, 684, 840, 3042, 1826, 1150, 49, 51, 2537]"
79,79,"[2678, 703, 2292, 838, 836, 1058, 2840, 49, 308, 644, 1109, 3042, 3084, 288, 442, 1100, 1006, 898, 1335, 3365]"
80,80,"[2678, 2292, 308, 1058, 703, 3084, 898, 644, 1262, 684, 288, 1826, 3042, 51, 1150, 49, 352, 2147, 2506, 1057]"
81,81,"[2678, 2292, 703, 1058, 836, 3084, 898, 1826, 49, 3042, 1262, 684, 288, 1109, 840, 1100, 1150, 644, 3176, 252]"
82,82,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 644, 288, 836, 1262, 49, 1826, 684, 3042, 1150, 2981, 840, 2147]"
83,83,"[2678, 2292, 1058, 308, 3042, 703, 3084, 3176, 898, 1826, 836, 684, 796, 1082, 1262, 854, 840, 1096, 708, 49]"
84,84,"[2678, 1100, 703, 1058, 2292, 3042, 252, 3084, 1826, 1103, 308, 796, 288, 2356, 49, 836, 3176, 2723, 2537, 898]"
85,85,"[2678, 2654, 442, 365, 3245, 694, 1467, 3010, 2578, 338, 2538, 973, 2866, 243, 459, 838, 2166, 2963, 3370, 1263]"
86,86,"[2678, 2292, 1058, 703, 308, 3042, 3084, 1826, 796, 836, 3176, 898, 1082, 1262, 684, 840, 708, 49, 1096, 854]"
87,87,"[2678, 2292, 703, 1058, 3084, 898, 644, 2537, 836, 288, 1262, 2981, 49, 862, 2350, 352, 684, 3042, 1826, 2147]"
88,88,"[2537, 2678, 644, 1109, 703, 838, 2350, 2292, 2981, 2911, 308, 288, 898, 1058, 843, 862, 836, 1527, 3084, 846]"
89,89,"[2678, 703, 1058, 2292, 836, 1826, 898, 1262, 3042, 3084, 1109, 288, 840, 1100, 644, 684, 1114, 1162, 3176, 838]"
90,90,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 1826, 3042, 49, 1262, 1109, 2537, 840, 684, 288, 644, 1150, 1100]"
91,91,"[2678, 703, 288, 2292, 1058, 3084, 644, 1109, 898, 49, 836, 2981, 1826, 837, 1262, 1125, 843, 2114, 3056, 848]"
92,92,"[2678, 703, 1058, 2292, 308, 836, 3084, 3042, 898, 49, 1262, 3176, 796, 840, 288, 1082, 1109, 1150, 708, 1114]"
93,93,"[2678, 703, 1058, 2292, 308, 836, 2537, 1826, 1100, 49, 3084, 898, 1262, 288, 3042, 684, 1109, 252, 1162, 1114]"
94,94,"[2678, 703, 2292, 1058, 836, 3084, 1826, 898, 3042, 1262, 49, 1100, 2537, 288, 840, 1109, 684, 3176, 1114, 1150]"
95,95,"[2678, 703, 2292, 1058, 3084, 898, 836, 288, 644, 1262, 49, 1826, 840, 1150, 684, 51, 3057, 3042, 2147, 1100]"
96,96,"[2678, 2292, 703, 1058, 3084, 898, 1109, 644, 684, 288, 1262, 3042, 1150, 51, 1826, 2147, 352, 2981, 2506, 1057]"
97,97,"[2678, 2537, 703, 2292, 644, 308, 1109, 1058, 288, 836, 898, 838, 2981, 3084, 49, 2911, 1262, 843, 862, 512]"
98,98,"[2678, 703, 2292, 1058, 2537, 288, 836, 898, 3084, 644, 1109, 1826, 1262, 840, 1150, 684, 2981, 1114, 2147, 1125]"
99,99,"[2678, 2292, 1058, 308, 3042, 3084, 703, 898, 3176, 1826, 836, 1082, 1262, 684, 1096, 840, 854, 708, 51, 49]"
100,100,"[2537, 2678, 838, 442, 703, 3245, 2840, 2654, 2292, 2911, 288, 644, 694, 1109, 1006, 836, 308, 2024, 1191, 49]"
101,101,"[2678, 703, 1058, 2292, 1100, 836, 1826, 308, 49, 2537, 252, 3084, 1262, 898, 796, 3042, 288, 840, 3365, 1114]"
102,102,"[2678, 2537, 703, 2292, 1058, 836, 308, 1100, 49, 1826, 898, 3084, 1262, 1109, 3042, 288, 840, 644, 3365, 1114]"
103,103,"[2678, 703, 1100, 1058, 2292, 2537, 836, 308, 1826, 49, 3084, 288, 252, 1262, 3042, 898, 442, 2356, 3365, 840]"
104,104,"[2678, 2292, 703, 1058, 308, 3084, 836, 898, 3042, 1109, 1262, 1826, 684, 49, 840, 644, 288, 1150, 3176, 51]"
105,105,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 836, 644, 288, 2537, 1262, 49, 1826, 1150, 684, 3042, 862, 2981]"
106,106,"[2678, 703, 2292, 1058, 836, 1826, 49, 3084, 898, 3042, 1262, 288, 1109, 684, 3176, 1114, 1162, 644, 1082, 2796]"
107,107,"[2678, 2292, 1058, 703, 3042, 308, 3084, 796, 1826, 3176, 252, 836, 1082, 898, 1262, 684, 708, 840, 1096, 49]"
108,108,"[2678, 2537, 442, 3245, 2840, 1991, 3010, 703, 459, 694, 838, 2024, 2866, 243, 1467, 2986, 2538, 2963, 836, 1469]"
109,109,"[2678, 2292, 1058, 308, 3084, 3042, 703, 898, 3176, 1826, 836, 684, 1262, 1082, 796, 854, 840, 1109, 1096, 252]"
110,110,"[2678, 2292, 703, 3084, 3042, 898, 836, 1826, 1262, 684, 3176, 1109, 840, 1150, 1082, 51, 288, 644, 796, 854]"
111,111,"[2678, 2292, 308, 836, 1826, 3084, 3042, 898, 49, 1262, 1100, 684, 840, 288, 252, 1109, 1150, 2537, 1114, 796]"
112,112,"[2678, 703, 1058, 2292, 1100, 2537, 836, 308, 1826, 49, 3084, 3042, 898, 288, 1262, 252, 684, 840, 1109, 1162]"
113,113,"[2678, 2292, 703, 308, 1058, 3084, 898, 1109, 836, 288, 644, 1262, 49, 3042, 1826, 684, 1150, 2537, 51, 2147]"
114,114,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 1826, 3042, 1262, 684, 49, 840, 1109, 3176, 288, 1150, 1100, 252]"
115,115,"[2678, 703, 2292, 1058, 308, 836, 1826, 3084, 2537, 49, 898, 1100, 1262, 288, 3042, 684, 1109, 840, 1150, 644]"
116,116,"[2678, 1826, 836, 49, 2292, 1103, 3060, 308, 3365, 796, 1120, 288, 1262, 2723, 1114, 2719, 1162, 2137, 1183, 840]"
117,117,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 3042, 1826, 1262, 49, 1109, 288, 840, 684, 2537, 644, 1150, 3176]"
118,118,"[2678, 3245, 442, 694, 1467, 3010, 2654, 338, 2866, 838, 2911, 2963, 3481, 2538, 2578, 524, 459, 973, 365, 243]"
119,119,"[2678, 1058, 703, 2292, 1826, 3042, 3084, 3176, 1082, 1262, 898, 840, 1103, 684, 288, 1835, 1154, 1114, 1162, 854]"
120,120,"[2678, 703, 2292, 1058, 836, 308, 1826, 2537, 3084, 49, 898, 1262, 3042, 1109, 840, 288, 684, 1114, 1162, 1150]"
121,121,"[2678, 2292, 703, 1058, 308, 3084, 288, 898, 644, 1109, 836, 49, 1262, 684, 1826, 2537, 840, 2147, 352, 3042]"
122,122,"[2678, 703, 1058, 2292, 1826, 898, 3084, 288, 1262, 684, 644, 3042, 1162, 1114, 2796, 3176, 3056, 51, 3365, 1125]"
123,123,"[2678, 2292, 703, 308, 1058, 2537, 836, 3084, 898, 3042, 1109, 644, 1262, 49, 1150, 1826, 684, 840, 862, 288]"
124,124,"[2678, 703, 2292, 2537, 1058, 836, 308, 49, 1826, 1100, 3084, 898, 1262, 3042, 1109, 288, 840, 1114, 644, 1162]"
125,125,"[2678, 703, 1058, 2292, 308, 836, 1826, 2537, 3084, 49, 898, 1100, 288, 1262, 1109, 684, 840, 3042, 644, 1150]"
126,126,"[2678, 2292, 644, 1109, 1058, 288, 898, 2981, 3084, 836, 838, 2350, 862, 843, 1262, 886, 1150, 2147, 846, 953]"
127,127,"[2678, 2292, 703, 1058, 308, 836, 3042, 3084, 898, 2537, 1109, 1262, 1826, 49, 644, 840, 684, 288, 1100, 1114]"
128,128,"[2678, 703, 1058, 2292, 836, 308, 1826, 3084, 898, 1262, 3042, 288, 840, 252, 684, 1114, 1109, 1162, 3176, 1150]"
129,129,"[2678, 703, 2292, 1058, 308, 836, 898, 3084, 49, 1262, 3042, 1109, 684, 840, 288, 2537, 644, 1114, 1162, 3176]"
130,130,"[2678, 2292, 3042, 3084, 3176, 1826, 1082, 898, 836, 684, 1262, 854, 840, 288, 1123, 51, 1115, 1109, 1162, 2501]"
131,131,"[2678, 703, 2292, 1058, 308, 836, 1826, 3084, 49, 898, 3042, 1100, 1262, 288, 684, 840, 2537, 252, 1109, 3176]"
132,132,"[2678, 3245, 838, 2911, 694, 1931, 288, 2866, 524, 3010, 2963, 2840, 365, 338, 1191, 703, 1991, 644, 2292, 459]"
133,133,"[2678, 1058, 2292, 703, 308, 3042, 3084, 1826, 836, 796, 3176, 898, 1082, 1262, 49, 684, 708, 840, 1100, 288]"
134,134,"[2678, 2292, 1058, 308, 703, 3084, 3042, 898, 3176, 684, 1826, 836, 1262, 1082, 796, 1109, 840, 51, 1096, 49]"
135,135,"[2678, 1100, 1103, 963, 3042, 2292, 2723, 3084, 2537, 703, 1058, 3060, 1120, 2137, 49, 1826, 1469, 1183, 1140, 3176]"
136,136,"[2678, 703, 2292, 1058, 836, 898, 1109, 3084, 644, 288, 1262, 49, 1826, 840, 2981, 838, 1150, 862, 684, 1100]"
137,137,"[2678, 2292, 703, 3042, 3084, 836, 898, 1826, 1262, 1109, 840, 1150, 288, 252, 644, 708, 854, 1114, 1100, 1082]"
138,138,"[2678, 2292, 703, 2537, 3084, 288, 898, 1109, 644, 836, 49, 1262, 2981, 1150, 840, 2147, 862, 3042, 886, 512]"
139,139,"[2678, 2537, 703, 644, 2292, 288, 1109, 838, 308, 2981, 1058, 2911, 898, 3084, 836, 843, 2350, 49, 650, 2840]"
140,140,"[2678, 703, 2292, 1058, 308, 836, 1100, 49, 2537, 1826, 898, 3084, 1262, 288, 3042, 840, 1109, 684, 1162, 1114]"
141,141,"[2678, 1058, 2292, 703, 1826, 796, 3042, 836, 3176, 3084, 1082, 708, 1262, 1100, 898, 840, 1123, 684, 1114, 1154]"
142,142,"[2678, 1058, 2292, 3042, 703, 308, 3084, 1826, 796, 3176, 836, 252, 1082, 898, 1262, 684, 49, 708, 840, 854]"
143,143,"[2678, 703, 1058, 2292, 308, 836, 1100, 1826, 49, 3084, 898, 2537, 1262, 288, 252, 3042, 840, 684, 1162, 1109]"
144,144,"[2678, 3042, 2292, 1058, 308, 3084, 796, 3176, 703, 1082, 1826, 898, 252, 684, 836, 854, 1262, 708, 1096, 840]"
145,145,"[2678, 2292, 703, 1058, 3084, 898, 1109, 644, 288, 1262, 49, 2981, 1826, 1150, 3042, 684, 352, 512, 2147, 3057]"
146,146,"[2678, 1058, 2292, 703, 3042, 3084, 1826, 836, 3176, 898, 796, 684, 1262, 1082, 49, 854, 708, 840, 288, 1096]"
147,147,"[2678, 703, 836, 1058, 2292, 838, 2840, 288, 3245, 2024, 3365, 1109, 1006, 1991, 644, 898, 1262, 3084, 650, 1335]"
148,148,"[2678, 2292, 3084, 836, 1826, 3042, 898, 1262, 3176, 1109, 288, 840, 1114, 644, 1162, 1082, 51, 854, 2796, 3056]"
149,149,"[2678, 2292, 703, 1058, 836, 3084, 898, 3042, 1262, 1109, 1826, 49, 684, 840, 288, 644, 1150, 3176, 1114, 1162]"
150,150,"[2678, 2292, 703, 308, 3084, 898, 1109, 836, 644, 288, 3042, 1262, 684, 1826, 840, 1150, 51, 3176, 2147, 352]"
151,151,"[2678, 2292, 1058, 703, 308, 3084, 3042, 836, 898, 1826, 684, 49, 1262, 1109, 3176, 288, 840, 1150, 252, 644]"
152,152,"[2678, 703, 1058, 2292, 836, 308, 1826, 3084, 49, 3042, 898, 1262, 684, 1100, 252, 288, 840, 3176, 796, 1114]"
153,153,"[2678, 3042, 2292, 3084, 1058, 308, 703, 3176, 898, 836, 854, 1826, 1262, 1082, 684, 840, 1150, 845, 708, 51]"
154,154,"[2678, 2292, 703, 1058, 308, 3084, 836, 3042, 898, 1826, 1262, 684, 49, 3176, 840, 1109, 1150, 288, 1082, 252]"
155,155,"[2678, 2537, 2292, 703, 644, 1109, 308, 838, 898, 1058, 3084, 836, 288, 2911, 2981, 862, 2840, 2350, 49, 843]"
156,156,"[703, 2292, 836, 1826, 3084, 898, 3042, 1262, 49, 840, 1109, 684, 288, 3176, 1150, 1114, 1082, 644, 2537, 51]"
157,157,"[2678, 703, 2292, 1058, 308, 836, 2537, 3084, 898, 3042, 1109, 1262, 49, 644, 840, 1150, 288, 684, 862, 1114]"
158,158,"[2537, 2678, 644, 703, 838, 2292, 1109, 2911, 2981, 288, 308, 2350, 1058, 843, 898, 3084, 836, 1527, 2840, 1006]"
159,159,"[2678, 703, 2292, 1058, 308, 836, 3084, 898, 3042, 1826, 1262, 49, 840, 684, 1109, 3176, 288, 1100, 1150, 2537]"
160,160,"[2678, 2292, 703, 1058, 3084, 898, 3042, 1262, 1826, 644, 1150, 49, 288, 3176, 51, 1114, 862, 1082, 3057, 886]"
161,161,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 1109, 644, 836, 49, 1262, 684, 1826, 3042, 1150, 840, 2981, 51]"
162,162,"[2678, 1058, 3042, 1826, 2292, 3176, 708, 703, 1082, 308, 3084, 836, 1096, 1262, 1154, 898, 854, 684, 840, 1103]"
163,163,"[2678, 2537, 2292, 644, 1109, 703, 308, 3084, 898, 1058, 2981, 836, 288, 862, 2350, 838, 512, 1262, 49, 886]"
164,164,"[2678, 703, 2292, 1058, 308, 836, 1826, 3084, 3042, 898, 1262, 2537, 288, 684, 840, 1109, 3176, 1114, 1150, 796]"
165,165,"[2678, 2292, 3042, 308, 3084, 1826, 3176, 898, 684, 796, 1262, 1082, 288, 1109, 1150, 51, 1162, 644, 845, 2796]"
166,166,"[2678, 703, 2292, 1058, 308, 288, 898, 2537, 3084, 836, 1109, 644, 49, 1262, 1826, 840, 1150, 684, 2147, 2981]"
167,167,"[2678, 2292, 308, 703, 1058, 3084, 898, 1109, 644, 836, 1262, 3042, 684, 288, 1150, 840, 51, 49, 1826, 886]"
168,168,"[2678, 703, 1058, 2292, 2840, 288, 3245, 3365, 1991, 3060, 243, 2024, 2137, 1120, 3084, 1262, 2986, 2866, 898, 2751]"
169,169,"[2678, 1058, 2292, 703, 308, 3084, 836, 3042, 1826, 898, 1262, 3176, 684, 49, 1109, 288, 51, 1114, 1162, 1096]"
170,170,"[2678, 2292, 308, 703, 1058, 3084, 898, 1109, 644, 836, 1262, 288, 3042, 684, 840, 1150, 1826, 51, 49, 2537]"
171,171,"[2678, 703, 1058, 2292, 1100, 1826, 308, 836, 252, 49, 3084, 796, 3042, 288, 1262, 898, 2537, 1103, 708, 840]"
172,172,"[1058, 2292, 703, 3084, 3042, 898, 1262, 684, 1096, 288, 1150, 51, 644, 3056, 1517, 2789, 352, 2147, 1835, 3257]"
173,173,"[2678, 703, 1058, 2292, 1100, 836, 308, 49, 3084, 3042, 1262, 898, 2537, 288, 840, 3176, 684, 1114, 1162, 3365]"
174,174,"[2678, 2292, 703, 1058, 3084, 898, 288, 644, 836, 1262, 49, 1826, 3042, 684, 2537, 840, 1150, 2981, 51, 352]"
175,175,"[2678, 2292, 703, 1058, 308, 3084, 898, 288, 1109, 644, 836, 49, 1262, 2537, 1826, 684, 840, 1150, 2981, 3042]"
176,176,"[2678, 2292, 703, 308, 3084, 2537, 898, 3042, 1109, 644, 49, 288, 1262, 1826, 840, 684, 1150, 862, 3176, 1114]"
177,177,"[2678, 2292, 703, 308, 1058, 3084, 836, 898, 3042, 1109, 1262, 644, 2537, 684, 840, 49, 1826, 1150, 288, 862]"
